ID,ClassID,SubclassID,Material,InventoryType,SheatheType,Sound_override_subclassID,IconFileDataID,ItemGroupSoundsID
719,4,1,7,10,0,-1,445518,7
720,4,2,8,10,0,-1,132939,7
723,7,8,8,0,0,-1,134341,15
724,0,5,0,0,0,-1,133952,16
725,12,0,8,0,0,-1,134297,15
727,2,7,1,13,3,-1,135274,8
728,9,5,2,0,0,-1,134939,20
729,7,8,4,0,0,-1,133972,15
730,7,8,4,0,0,-1,133884,15
731,7,8,4,0,0,-1,135997,15
732,7,0,4,0,0,-1,134189,23
733,0,5,7,0,0,-1,133748,17
734,12,0,0,0,0,-1,133278,14
737,12,0,0,0,0,-1,134712,17
738,12,0,0,0,0,-1,134058,23
739,12,0,0,0,0,-1,134059,23
741,7,7,1,0,0,-1,133216,8
742,12,0,2,0,0,-1,133749,12
743,12,0,2,0,0,-1,135437,13
744,4,0,4,12,0,-1,132788,17
745,12,0,0,0,0,-1,134939,20
746,4,1,1,5,0,-1,132483,7
750,12,0,0,0,0,-1,133972,15
751,2,4,2,21,3,-1,133718,8
752,12,0,7,0,0,-1,133694,7
753,2,7,1,13,3,-1,135346,8
754,2,7,1,13,3,-1,135312,8
755,15,0,4,0,0,-1,133750,16
756,2,1,1,17,1,-1,134708,9
761,0,8,8,0,0,-1,133888,15
763,4,2,8,9,0,-1,132607,7
765,7,9,2,0,0,-1,134190,23
766,2,4,2,21,3,-1,133482,8
768,2,0,1,21,3,-1,132392,8
769,7,8,4,0,0,-1,133970,15
770,15,0,4,0,0,-1,133725,16
771,15,0,4,0,0,-1,133721,16
772,12,0,0,0,0,-1,133750,16
773,12,0,0,0,0,-1,133848,23
774,7,4,3,0,0,-1,134106,24
776,2,15,1,13,3,-1,135638,8
777,15,0,4,0,0,-1,134298,16
778,2,0,1,21,1,-1,134708,8
779,15,0,4,0,0,-1,134431,16
780,12,0,0,0,0,-1,134304,16
781,2,4,2,21,3,-1,133046,8
782,12,0,7,0,0,-1,133693,7
783,7,6,8,0,0,-1,134369,7
784,7,11,0,0,0,-1,134343,15
785,7,9,2,0,0,-1,133436,23
787,0,5,8,0,0,-1,133910,15
788,2,7,1,21,5,-1,135323,8
789,2,4,2,13,3,-1,133045,8
790,2,0,1,13,3,-1,132405,8
791,2,10,2,17,2,-1,135139,13
792,4,1,7,8,0,-1,132579,7
793,4,1,7,10,0,-1,132952,7
794,4,1,7,7,0,-1,134591,7
795,4,1,7,5,0,-1,135014,7
796,4,2,8,8,0,-1,132543,7
798,4,2,8,7,0,-1,134589,7
799,4,2,8,5,0,-1,132760,7
804,1,0,8,18,0,-1,133641,18
805,1,0,8,18,0,-1,133638,18
806,1,0,8,18,0,-1,133634,18
807,7,7,1,0,0,-1,133218,8
808,7,11,0,0,0,-1,134106,24
809,2,7,1,13,3,-1,135329,8
810,2,4,2,13,3,-1,133048,8
811,2,0,1,13,3,-1,132398,8
812,2,10,2,17,2,-1,135166,13
813,15,0,4,0,0,-1,134063,22
814,7,1,0,0,0,-1,132794,17
816,2,15,1,13,3,-1,135637,8
818,7,4,3,0,0,-1,134118,24
826,2,0,1,13,3,-1,132392,8
827,2,4,2,13,3,-1,133476,8
828,1,0,8,18,0,-1,133636,18
829,12,0,8,0,0,-1,133694,7
832,4,3,5,6,0,-1,132492,8
833,4,0,4,12,0,-1,134580,24
835,0,8,8,0,0,-1,134325,16
836,0,8,8,0,3,-1,134325,16
837,4,1,7,5,0,-1,135010,7
838,4,1,7,7,0,-1,134594,7
841,12,0,0,0,0,-1,134377,14
842,15,0,0,0,0,-1,134938,20
843,4,2,8,8,0,-1,132592,7
847,4,3,5,5,0,-1,132624,10
852,2,4,2,13,3,-1,133490,8
853,2,0,1,13,3,-1,132402,8
854,2,10,2,17,2,-1,135154,13
855,1,0,8,18,0,-1,133635,18
856,1,0,8,18,0,-1,133626,18
857,1,0,8,18,0,-1,133643,18
858,0,1,3,0,0,-1,134830,17
859,4,0,7,4,0,-1,135006,7
862,4,0,4,11,0,-1,132523,14
863,2,0,1,13,3,-1,132399,8
864,2,7,1,13,3,-1,135328,8
865,2,4,2,13,3,-1,133478,8
867,4,2,8,10,0,-1,132940,7
868,2,4,2,13,3,-1,133488,8
869,2,7,1,13,3,-1,135326,8
870,2,1,1,17,1,-1,132393,9
871,2,0,1,13,3,-1,132408,8
872,2,1,1,17,1,-1,135419,9
873,2,10,2,17,2,-1,135150,13
875,15,0,0,0,0,-1,134944,20
876,4,6,1,14,4,-1,134955,9
877,12,0,0,0,0,-1,133728,16
878,15,0,4,0,0,-1,134321,15
880,2,10,2,17,2,-1,135162,13
883,12,0,0,0,0,-1,133565,16
884,12,0,0,0,0,-1,134232,16
886,2,7,1,13,3,-1,135327,8
887,15,0,4,0,0,-1,133970,15
888,4,2,8,10,0,-1,132947,7
889,12,0,0,0,0,-1,133471,20
890,2,10,2,17,2,-1,135141,13
892,4,1,7,10,0,-1,132938,7
894,15,0,0,0,0,-1,134297,16
895,12,0,0,0,0,-1,133731,16
896,12,0,0,0,0,-1,134298,16
897,4,2,8,9,0,-1,132604,7
899,2,15,1,13,3,-1,134298,8
900,15,0,0,0,0,-1,134937,20
906,4,1,7,3,0,-1,135039,7
907,4,3,7,3,0,-1,135033,10
908,4,1,7,3,0,-1,135033,7
910,12,0,0,0,0,-1,133464,20
911,2,5,2,17,1,-1,133476,9
913,2,8,1,17,1,-1,135311,9
914,4,3,5,5,0,-1,132624,8
916,12,0,0,0,0,-1,133688,20
917,4,2,8,5,0,-1,132715,7
918,1,0,8,18,0,-1,133629,18
920,2,4,2,13,3,-1,133486,8
922,2,8,1,17,1,-1,135280,9
923,2,7,1,21,3,-1,135324,8
924,2,5,2,17,1,-1,133044,9
925,2,4,2,21,3,-1,133476,8
926,2,1,1,17,1,-1,135423,9
927,2,0,1,13,3,-1,132415,8
928,2,10,2,17,2,-1,135157,13
929,0,1,3,0,0,-1,134831,17
930,1,0,7,18,0,-1,133629,18
931,1,0,8,18,0,-1,133639,18
932,1,0,8,18,0,-1,133633,18
933,1,0,8,18,0,-1,133640,18
936,2,4,2,13,3,-1,133729,8
938,12,0,0,0,0,-1,133680,20
940,4,1,7,20,0,-1,132667,7
941,4,0,4,12,0,-1,135229,24
942,4,0,3,11,0,-1,133349,14
944,2,10,2,17,2,-1,135144,13
951,0,8,0,0,0,-1,134943,20
954,0,8,7,0,0,-1,134938,20
955,0,8,7,0,0,-1,134937,20
956,12,0,0,0,0,-1,135005,7
957,12,0,0,0,0,-1,133751,16
961,0,5,7,0,0,-1,134181,23
962,12,0,0,0,0,-1,133952,16
964,4,0,7,4,0,-1,135029,7
965,1,0,7,18,0,-1,133623,18
966,9,0,0,0,0,-1,133739,19
981,12,0,0,0,0,-1,133280,14
983,4,1,7,6,0,-1,236921,7
996,4,0,4,11,0,-1,133345,14
1006,12,0,0,0,0,-1,133345,14
1011,2,0,1,13,3,-1,132395,8
1013,12,0,1,0,0,-1,134068,8
1014,12,0,1,0,0,-1,133639,18
1016,15,0,0,0,0,-1,134321,16
1018,2,7,1,22,3,-1,135274,8
1019,12,0,7,0,0,-1,134266,7
1020,4,2,8,1,0,-1,133072,7
1022,4,2,8,1,0,-1,133071,7
1026,4,4,8,1,0,-1,133071,7
1028,4,3,5,1,0,-1,133070,10
1029,9,0,0,0,0,-1,134459,19
1046,2,3,1,26,1,-1,134537,8
1072,0,5,0,0,0,-1,132798,17
1074,15,0,4,0,0,-1,134321,16
1075,12,0,0,0,0,-1,133437,14
1076,4,0,5,11,0,-1,133344,14
1077,4,0,5,11,0,-1,133356,14
1080,7,8,4,0,0,-1,134343,15
1082,0,5,0,0,0,-1,133748,17
1083,12,0,4,0,0,-1,133277,14
1084,9,0,0,0,0,-1,133741,19
1100,1,0,8,18,0,-1,133647,18
1113,0,5,0,0,0,-1,133951,16
1114,0,5,0,0,0,-1,133968,16
1115,12,0,0,0,0,-1,133622,16
1116,4,0,3,11,0,-1,133343,14
1117,2,4,2,17,2,-1,133942,8
1119,0,5,0,0,0,-1,132793,24
1122,4,0,2,2,0,-1,133279,14
1125,12,0,1,0,0,-1,133279,14
1127,0,8,0,0,0,-1,133581,18
1128,0,8,0,0,0,-1,134719,17
1130,12,0,3,0,0,-1,134799,17
1131,4,0,1,23,7,-1,133729,12
1132,15,5,4,0,0,-1,132224,12
1133,15,5,0,0,0,-1,132266,12
1136,9,0,0,0,0,-1,133740,19
1154,4,3,5,6,0,-1,132493,10
1155,2,10,2,17,2,-1,135143,13
1156,4,0,1,11,0,-1,133351,14
1162,4,1,7,1,0,-1,134955,7
1163,4,1,7,1,0,-1,134442,7
1164,9,0,0,0,0,-1,134940,19
1165,0,5,0,0,0,-1,133943,16
1168,4,6,1,14,4,-1,134947,9
1169,4,6,1,14,4,-1,136162,9
1171,4,1,7,20,0,-1,349115,7
1172,4,0,2,23,7,-1,135432,12
1173,4,2,8,8,0,-1,350647,7
1175,15,0,1,0,0,-1,134566,24
1176,0,0,0,0,0,-1,133588,23
1177,0,8,0,0,0,-1,134743,17
1178,0,8,0,0,0,-1,132383,12
1179,0,5,7,0,0,-1,132815,17
1180,0,8,7,0,0,-1,134943,20
1182,4,4,6,9,0,-1,367072,8
1183,4,1,7,9,0,-1,366058,7
1184,4,0,1,12,0,-1,133281,14
1186,4,0,7,12,0,-1,134325,16
1187,0,8,2,0,0,-1,133075,16
1189,4,0,1,11,0,-1,133345,14
1190,4,1,7,16,0,-1,133760,7
1193,4,6,1,14,4,-1,134949,9
1194,2,8,1,17,1,-1,135276,9
1195,2,5,2,17,1,-1,134435,9
1196,2,1,1,17,1,-1,132395,9
1197,2,5,2,17,1,-1,133477,9
1198,2,8,1,17,1,-1,135350,9
1199,0,0,3,0,0,-1,134335,24
1201,4,6,1,14,4,-1,134950,9
1203,4,6,1,14,4,-1,134952,9
1205,0,5,7,0,0,-1,132796,17
1206,7,4,3,0,0,-1,134105,24
1208,12,0,0,0,0,-1,134937,20
1210,7,4,3,0,0,-1,134074,24
1211,4,2,8,5,0,-1,132719,7
1212,15,0,4,0,0,-1,134437,17
1213,4,2,8,9,0,-1,132603,7
1214,2,4,2,13,3,-1,133046,8
1215,4,2,8,6,0,-1,132498,7
1216,4,1,7,9,0,-1,132606,7
1217,12,0,0,0,0,-1,134400,16
1218,2,5,2,17,1,-1,133489,9
1219,2,7,1,13,3,-1,135314,8
1220,2,1,1,17,1,-1,132405,9
1221,12,0,8,0,0,-1,134305,16
1222,15,0,8,0,0,-1,133725,16
1224,9,0,0,0,0,-1,133738,19
1251,0,7,0,0,0,-1,133685,7
1253,13,1,1,0,0,-1,134065,14
1255,15,0,1,0,0,-1,134134,24
1256,12,0,0,0,0,-1,134184,23
1257,12,0,0,0,0,-1,134776,17
1258,4,0,1,12,0,-1,135279,8
1260,12,0,0,0,0,-1,134170,15
1261,12,0,0,0,0,-1,134336,24
1262,0,8,0,0,0,-1,132621,17
1263,2,1,1,17,1,-1,135580,9
1264,2,5,2,17,1,-1,133482,9
1265,2,7,1,13,3,-1,135302,8
1267,0,8,0,0,0,-1,134514,17
1269,0,8,0,0,0,-1,133622,17
1270,4,1,7,16,0,-1,133767,7
1272,4,1,7,3,0,-1,135040,7
1273,4,3,5,5,0,-1,132742,10
1274,12,0,0,0,0,-1,134188,23
1280,4,2,8,1,0,-1,133132,7
1281,11,2,2,18,0,-1,133628,18
1282,4,4,6,1,0,-1,133070,8
1284,12,0,0,0,0,-1,132761,18
1288,7,11,3,0,0,-1,134338,15
1292,2,0,1,13,3,-1,132417,8
1293,12,0,0,0,0,-1,133460,20
1294,12,0,0,0,0,-1,133461,20
1296,2,4,2,13,3,-1,133481,8
1297,4,1,7,20,0,-1,132658,7
1299,4,1,7,6,0,-1,132518,7
1300,2,10,2,17,2,-1,135469,13
1302,4,2,8,10,0,-1,132951,7
1303,4,4,6,10,0,-1,132938,8
1304,4,1,7,10,0,-1,132939,7
1309,12,0,0,0,0,-1,132596,18
1311,2,1,1,17,1,-1,132402,9
1312,2,4,2,21,3,-1,133057,8
1313,2,15,1,13,3,-1,135128,8
1315,4,0,3,2,0,-1,133938,23
1317,2,10,2,17,2,-1,135153,13
1318,2,1,1,17,1,-1,135424,9
1319,4,0,4,11,0,-1,132520,14
1321,0,8,0,0,0,-1,133888,15
1323,9,0,0,0,0,-1,134939,20
1324,12,0,2,21,0,-1,133974,15
1325,12,0,0,0,0,-1,133938,23
1326,0,5,0,0,0,-1,133888,15
1328,9,0,0,0,0,-1,133743,19
1349,12,0,0,0,0,-1,132766,13
1350,4,0,2,12,0,-1,134231,16
1351,4,1,7,9,0,-1,132615,7
1352,12,0,0,0,0,-1,133728,12
1354,4,1,7,16,0,-1,133765,7
1355,4,1,7,16,0,-1,134354,7
1357,12,0,4,0,0,-1,134269,20
1358,12,0,0,0,0,-1,134251,20
1360,4,4,6,10,0,-1,367074,8
1361,12,0,0,0,0,-1,134257,20
1362,12,0,0,0,0,-1,134252,20
1363,4,1,7,1,0,-1,133148,7
1364,4,2,8,5,0,-1,135009,7
1369,4,2,8,6,0,-1,132513,7
1370,4,2,8,9,0,-1,132609,7
1371,4,2,8,3,0,-1,135039,7
1372,4,1,7,16,0,-1,133762,7
1378,4,1,7,7,0,-1,134589,7
1379,4,1,7,3,0,-1,135037,7
1381,12,0,0,0,0,-1,133468,20
1383,2,0,1,21,3,-1,135421,8
1385,2,5,2,17,1,-1,133046,9
1386,2,1,1,17,1,-1,132392,9
1387,2,8,1,17,1,-1,135277,9
1388,2,10,2,17,2,-1,135159,13
1391,2,10,2,17,2,-1,135473,13
1392,4,1,7,9,0,-1,132611,7
1394,2,4,2,13,3,-1,133485,8
1395,4,1,7,7,0,-1,134581,7
1399,0,8,0,0,0,-1,133751,16
1400,0,8,0,0,0,-1,134414,24
1401,0,5,0,0,0,-1,134190,23
1402,0,8,0,0,0,-1,135230,24
1403,4,0,4,12,0,-1,134414,24
1404,4,0,2,12,0,-1,134414,24
1406,2,6,1,17,2,-1,135129,9
1408,12,0,0,0,0,-1,133466,20
1415,2,4,2,21,3,-1,133052,8
1421,4,1,7,16,0,-1,133766,7
1429,4,1,7,16,0,-1,133763,7
1434,0,8,2,0,0,-1,133752,16
1436,4,2,8,7,0,-1,134585,7
1443,4,0,3,2,0,-1,133276,14
1444,4,0,2,12,0,-1,135231,24
1445,4,3,5,3,0,-1,135038,10
1446,4,3,5,8,0,-1,132535,8
1447,4,0,1,11,0,-1,132516,14
1448,4,3,5,10,0,-1,132938,8
1449,4,0,5,11,1,-1,133355,14
1450,0,1,4,0,1,-1,134720,17
1453,12,0,3,0,0,-1,133800,16
1455,2,1,1,17,1,-1,135562,9
1458,2,5,2,17,1,-1,133053,9
1459,2,0,1,13,3,-1,135421,8
1460,2,8,1,17,1,-1,135356,9
1462,4,0,1,11,0,-1,133357,14
1464,15,0,8,0,0,-1,134294,16
1465,2,15,1,13,3,-1,135651,8
1467,12,0,0,0,0,-1,133888,15
1468,7,8,4,0,0,-1,134304,15
1469,2,7,1,13,3,-1,135325,8
1472,4,0,2,12,0,-1,134431,14
1475,7,11,3,0,0,-1,134339,15
1476,15,0,4,0,1,-1,134321,16
1479,4,1,7,10,0,-1,132940,7
1480,2,4,2,13,3,-1,133057,8
1481,2,0,1,13,3,-1,132404,8
1482,2,7,1,13,3,-1,135311,8
1484,2,10,2,17,2,-1,135466,13
1485,2,6,1,17,2,-1,135127,9
1487,0,5,0,0,0,-1,133950,16
1489,4,2,8,5,0,-1,132723,7
1490,4,0,3,12,0,-1,133438,14
1491,4,0,1,11,1,-1,133356,14
1497,4,1,7,16,0,-1,133754,7
1500,0,8,3,0,0,-1,461802,17
1501,4,1,7,5,0,-1,135020,7
1502,4,2,8,6,0,-1,132515,7
1503,4,2,8,8,0,-1,132539,7
1504,4,2,8,9,0,-1,132606,7
1507,4,2,8,7,0,-1,134588,7
1515,2,10,2,17,2,-1,135146,13
1516,2,0,1,21,3,-1,135419,8
1519,12,0,0,0,0,-1,134343,15
1520,15,0,4,0,0,-1,134776,17
1521,2,1,1,17,1,-1,132409,9
1522,2,6,1,17,2,-1,135128,9
1527,12,0,0,0,0,-1,134185,23
1529,7,4,3,0,0,-1,134134,24
1532,12,0,4,0,0,-1,133730,16
1533,0,8,0,0,0,-1,134231,16
1537,1,0,7,18,0,-1,133639,18
1544,4,0,2,12,0,-1,133750,16
1547,4,6,1,14,4,-1,135940,9
1561,4,1,7,20,0,-1,132654,7
1566,2,8,1,17,1,-1,135326,9
1596,12,0,0,0,0,-1,134324,16
1598,12,0,0,0,0,-1,134187,23
1602,2,0,1,13,3,-1,132397,8
1604,2,8,1,17,1,-1,135323,9
1607,2,10,2,17,2,-1,136163,13
1612,0,8,0,0,0,-1,134232,16
1613,2,10,2,17,2,-1,135140,13
1622,4,0,7,12,0,-1,134412,16
1623,1,0,7,18,0,-1,133642,18
1624,4,3,5,1,0,-1,133071,10
1630,15,0,4,0,0,-1,134249,16
1638,7,11,0,0,0,-1,133752,16
1645,0,5,7,0,0,-1,132789,17
1649,0,8,0,0,0,-1,133951,15
1652,1,0,2,18,0,-1,132594,18
1654,7,11,0,0,0,-1,133218,8
1663,12,0,0,0,0,-1,134269,20
1664,2,10,2,17,2,-1,135165,13
1677,4,3,5,5,0,-1,132628,10
1680,2,1,1,17,1,-1,132408,9
1685,1,0,7,18,0,-1,133644,18
1686,15,0,8,0,0,-1,134324,16
1687,15,0,4,0,0,-1,134296,15
1688,15,0,4,0,0,-1,134322,16
1689,7,11,8,0,0,-1,134353,7
1690,15,0,8,0,0,-1,134325,16
1691,15,0,0,0,0,-1,134296,16
1693,7,11,8,0,0,-1,134367,7
1696,15,0,4,0,0,-1,134295,16
1698,12,0,0,0,0,-1,134295,16
1699,12,0,0,0,0,-1,134413,15
1700,0,0,2,2,0,-1,134415,24
1702,15,0,4,0,0,-1,133720,12
1703,15,0,0,0,0,-1,133720,12
1704,0,8,0,0,0,-1,133884,15
1705,7,4,3,0,0,-1,134087,24
1706,15,0,4,0,0,-1,134133,24
1707,0,5,0,0,0,-1,133994,16
1708,0,5,3,0,0,-1,132799,17
1710,0,1,4,0,0,-1,134832,17
1713,4,0,1,12,0,-1,135943,14
1714,4,0,3,2,0,-1,133297,14
1722,2,5,2,17,1,-1,133041,9
1724,1,0,8,18,0,-1,133632,18
1725,1,0,7,18,0,-1,133632,18
1726,2,6,1,17,2,-1,135125,9
1728,2,7,1,13,3,-1,135323,8
1729,1,0,7,18,0,-1,133641,18
1730,4,3,5,6,0,-1,132495,10
1732,4,3,5,9,0,-1,132602,10
1749,4,1,7,16,0,-1,133764,7
1757,4,1,7,16,0,-1,133768,7
1770,4,1,7,5,0,-1,135025,7
1778,4,1,7,5,0,-1,135023,7
1786,4,1,7,5,0,-1,135031,7
1787,4,2,8,6,0,-1,132512,7
1793,4,2,8,3,0,-1,135037,7
1797,4,2,8,9,0,-1,132601,7
1798,4,1,7,16,0,-1,133759,7
1805,4,2,8,9,0,-1,132600,7
1806,4,1,7,16,0,-1,133758,7
1819,2,0,1,21,3,-1,134708,8
1820,2,5,2,17,1,-1,133052,9
1823,2,4,2,21,3,-1,133485,8
1827,2,0,1,21,3,-1,132417,8
1828,2,1,1,17,1,-1,132414,9
1829,2,7,1,21,3,-1,135325,8
1832,4,1,7,7,0,-1,134586,7
1835,4,2,8,6,0,-1,132493,7
1845,4,3,5,6,0,-1,132492,10
1846,4,3,5,9,0,-1,132606,10
1849,4,2,8,6,0,-1,132495,7
1851,0,8,0,0,0,-1,134754,17
1854,4,0,4,12,0,-1,133282,14
1875,12,0,0,0,0,-1,133278,19
1893,2,1,1,17,1,-1,134709,9
1894,12,0,0,0,0,-1,133469,20
1901,2,4,2,13,3,-1,133040,8
1906,2,4,2,13,7,-1,135805,8
1910,2,0,1,13,3,-1,134707,8
1911,2,4,2,13,7,-1,134520,8
1912,4,0,2,12,0,-1,134374,12
1914,4,0,2,12,0,-1,133038,8
1915,15,0,0,0,0,-1,133639,18
1918,13,1,0,0,0,-1,134238,14
1922,12,0,0,0,0,-1,133629,18
1923,12,0,0,0,0,-1,133641,18
1924,12,0,2,0,0,-1,133942,12
1925,2,7,1,13,3,-1,135340,8
1928,2,10,2,17,2,-1,135155,13
1931,12,0,0,0,0,-1,134297,16
1935,2,15,1,13,3,-1,135660,8
1936,2,15,1,13,3,-1,135641,8
1938,2,4,2,13,3,-1,133052,8
1939,12,0,0,0,0,-1,132794,17
1940,12,0,8,0,0,-1,132794,17
1941,12,0,2,0,0,-1,132620,17
1942,12,0,3,0,0,-1,132798,17
1943,4,3,5,7,0,-1,134583,8
1944,4,2,8,10,0,-1,132938,7
1946,12,0,0,0,0,-1,134576,24
1948,2,10,2,17,1,-1,133040,13
1950,7,7,4,0,0,-1,133217,8
1958,2,4,2,13,3,-1,133718,8
1959,2,1,1,17,1,-1,134707,9
1962,12,0,0,0,0,-1,133438,14
1963,7,11,0,0,0,-1,133724,16
1970,0,8,2,0,0,-1,134712,17
1971,12,0,0,0,0,-1,134944,20
1973,15,4,3,0,0,-1,134334,24
1977,1,0,8,18,0,-1,133628,18
1979,4,6,1,14,4,-1,134948,9
1981,4,3,5,5,0,-1,132741,10
1982,2,8,1,17,1,-1,135272,9
1983,2,8,1,17,1,-1,135274,9
1986,2,8,1,17,1,-1,135313,9
1987,12,0,1,0,1,-1,134514,9
1988,4,3,5,10,0,-1,132956,8
1990,2,5,2,17,1,-1,133481,9
1991,2,5,2,17,1,-1,134436,9
1992,4,0,2,23,3,-1,133731,12
1993,4,0,1,11,0,-1,132524,14
1994,2,0,1,13,3,-1,132407,8
1995,0,0,0,0,0,-1,134296,15
1996,4,0,3,11,0,-1,133357,14
1997,4,1,7,20,0,-1,132663,7
1999,4,2,8,5,0,-1,135006,7
2000,2,8,1,17,1,-1,135278,9
2002,11,2,8,18,0,-1,133628,18
2004,12,0,0,0,0,-1,133741,19
2012,4,0,2,12,0,-1,133436,23
2013,2,10,2,17,2,-1,135163,13
2017,4,2,8,9,0,-1,132602,7
2018,2,7,1,13,3,-1,135317,8
2020,2,15,1,13,3,-1,135652,8
2021,4,6,1,14,4,-1,134321,9
2023,2,6,1,17,2,-1,135130,9
2024,2,8,1,17,1,-1,135353,9
2025,2,1,1,17,1,-1,132394,9
2027,2,7,1,13,3,-1,135343,8
2030,2,10,2,17,2,-1,135147,13
2032,4,1,7,9,0,-1,132609,7
2033,4,2,8,8,0,-1,132542,7
2034,4,1,7,20,0,-1,132645,7
2035,2,7,1,13,3,-1,135321,8
2039,4,0,4,11,0,-1,133344,14
2040,4,6,1,14,4,-1,134962,9
2041,4,2,8,5,0,-1,132722,7
2043,4,0,1,11,0,-1,133343,14
2045,4,1,7,1,0,-1,133074,7
2046,2,7,1,13,3,-1,135662,8
2047,2,0,1,13,3,-1,135419,8
2050,7,7,3,0,0,-1,133215,8
2054,2,0,1,21,3,-1,132410,8
2056,2,4,2,21,3,-1,133039,8
2059,4,1,7,16,0,-1,133756,7
2060,7,11,0,0,0,-1,133969,15
2065,2,7,1,21,3,-1,135357,8
2067,2,10,2,17,2,-1,135152,13
2070,0,5,0,0,0,-1,133948,16
2071,0,8,0,0,0,-1,132794,17
2074,2,7,1,13,3,-1,135324,8
2077,2,10,2,17,2,-1,135468,13
2081,4,0,1,23,7,-1,135126,12
2085,15,0,4,0,0,-1,133972,15
2088,2,15,1,13,3,-1,133723,8
2091,0,8,0,0,0,-1,133849,23
2098,2,3,1,26,1,-1,135617,8
2099,2,3,1,26,1,-1,135618,8
2100,2,3,1,26,1,-1,135615,8
2101,1,0,4,18,0,-1,134409,18
2102,1,0,8,18,0,-1,133581,18
2103,6,2,2,24,0,-1,132381,12
2104,6,3,2,24,0,-1,132384,22
2105,4,0,7,4,0,-1,135018,7
2107,4,0,7,8,0,-1,132543,7
2114,4,1,7,20,0,-1,132674,7
2115,1,0,8,18,0,-1,133627,18
2121,4,1,7,5,0,-1,135029,7
2124,4,2,8,9,0,-1,132611,7
2126,4,2,8,7,0,-1,134590,7
2127,4,2,8,5,0,-1,135010,7
2134,2,0,1,13,3,-1,132410,8
2136,0,5,7,0,0,-1,132816,17
2139,2,15,1,13,3,-1,135650,8
2143,4,2,8,8,0,-1,132541,7
2154,15,0,0,0,0,-1,133741,19
2158,4,1,7,10,0,-1,132957,7
2159,4,1,7,7,0,-1,134587,7
2163,2,15,1,13,3,-1,135302,8
2164,2,15,1,13,3,-1,135311,8
2168,4,1,7,8,0,-1,132537,7
2172,4,3,5,6,0,-1,443327,10
2173,4,2,8,6,0,-1,350646,7
2178,2,7,1,13,3,-1,135271,8
2180,2,7,1,13,3,-1,135277,8
2181,2,8,1,17,1,-1,135273,9
2182,2,4,2,13,3,-1,133041,8
2186,4,2,8,10,0,-1,0,7
2187,12,0,0,0,0,-1,133459,20
2189,2,4,2,21,1,-1,135613,8
