UiMin_0,UiMin_1,UiMax_0,UiMax_1,Region_0,Region_1,Region_2,Region_3,Region_4,Region_5,ID,UiMapID,OrderIndex,MapID,AreaID,WMODoodadPlacementID,WMOGroupID
0,0,1,1,799.25,-4880.5,-10000,971.25,-4622.5,1000000,39289,6,2,1,0,172378,1769
0,0,1,1,799.25,-4880.5,-10000,971.25,-4622.5,1000000,39290,6,3,1,0,172378,1770
0,0,1,1,799.25,-4880.5,-10000,971.25,-4622.5,1000000,39291,6,4,1,0,172378,1771
0,0,1,1,799.25,-4880.5,-10000,971.25,-4622.5,1000000,39292,6,5,1,0,172378,1772
0,0,1,1,799.25,-4880.5,-10000,971.25,-4622.5,1000000,39293,6,6,1,0,172378,1773
0,0,1,1,-3802.080078125,-3245.830078125,-1000000,-168.75,2204.169921875,1000000,39294,7,0,1,215,0,0
0,0,1,1,-2496.669921875,229.99499511719,-10000,-2263.330078125,580.00500488281,1000000,39295,8,0,1,0,398076,8304
0,0,1,1,-2496.669921875,229.99499511719,-10000,-2263.330078125,580.00500488281,1000000,39296,8,1,1,0,398076,8305
0,0,1,1,-2496.669921875,229.99499511719,-10000,-2263.330078125,580.00500488281,1000000,39297,8,2,1,0,398076,8307
0,0,1,1,-1930,-1559,-10000,-1436,-818,1000000,39298,9,0,1,0,170819,14732
0,0,1,1,-1930,-1559,-10000,-1436,-818,1000000,39299,9,1,1,0,170819,14733
0,0,1,1,-1930,-1559,-10000,-1436,-818,1000000,39300,9,2,1,0,170819,14734
0,0,1,1,-1930,-1559,-10000,-1436,-818,1000000,39301,9,3,1,0,170819,14735
0,0,1,1,-1930,-1559,-10000,-1436,-818,1000000,39302,9,4,1,0,170819,14736
0,0,1,1,-1930,-1559,-10000,-1436,-818,1000000,39303,9,5,1,0,170819,14737
0,0,1,1,-1930,-1559,-10000,-1436,-818,1000000,39304,9,6,1,0,170819,14738
0,0,1,1,-1930,-1559,-10000,-1436,-818,1000000,39305,9,7,1,0,170819,14739
0,0,1,1,-1930,-1559,-10000,-1436,-818,1000000,39306,9,8,1,0,170819,14740
0,0,1,1,-1930,-1559,-10000,-1436,-818,1000000,39307,9,9,1,0,170819,14741
0,0,1,1,-2020.8299560547,-5543.75,-1000000,1810.4200439453,202.08299255371,1000000,39308,10,0,1,17,0,0
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39309,11,0,1,0,371662,3314
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39310,11,1,1,0,371662,3315
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39311,11,2,1,0,371662,3316
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39312,11,3,1,0,371662,3317
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39313,11,4,1,0,371662,3318
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39314,11,5,1,0,371662,3319
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39315,11,6,1,0,371662,3320
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39316,11,7,1,0,371662,3321
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39317,11,8,1,0,371662,3322
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39318,11,9,1,0,371662,3323
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39319,11,10,1,0,371662,3325
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39320,11,11,1,0,371662,3326
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39321,11,12,1,0,371662,3327
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39322,11,13,1,0,371662,3328
0,0,1,1,-870,-2472.5,-10000,-490,-1902.5,1000000,39323,11,14,1,0,371662,3330
0,0,1,1,-12223.963867188,-19733.19921875,-1000000,12309.236328125,17066.599609375,1000000,39324,12,0,1,0,0,0
0,0,1,1,-15973.34375,-22569.2109375,-1000000,11176.34375,18171.970703125,1000000,39325,13,0,0,0,0,0
0,0,1,1,-2460.419921875,-4604.169921875,-1000000,-141.66700744629,-1127.0799560547,1000000,39326,14,0,0,45,0,0
0,0,1,1,-7900,-4972.919921875,-1000000,-5854.169921875,-1902.0799560547,1000000,39327,15,0,0,3,0,0
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39328,16,0,0,0,180253,1236
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39329,16,1,0,0,180253,1237
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39330,16,2,0,0,180253,1238
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39331,16,3,0,0,180253,1239
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39332,16,4,0,0,180253,1240
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39333,16,5,0,0,180253,1241
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39334,16,6,0,0,180253,1242
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39335,16,7,0,0,180253,1243
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39336,16,8,0,0,180253,1244
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39337,16,9,0,0,180253,1246
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39338,16,10,0,0,180253,1247
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39339,16,11,0,0,180253,1248
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39340,16,12,0,0,180253,1249
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39341,16,13,0,0,180253,1250
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39342,16,14,0,0,180253,1251
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39343,16,15,0,0,180253,1252
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39344,16,16,0,0,180253,1253
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39345,16,17,0,0,180253,1254
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39346,16,18,0,0,180253,1255
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39347,16,19,0,0,180253,1256
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39348,16,20,0,0,180253,1257
0,0,1,1,-6330,-3311.25,-10000,-5955,-2748.75,1000000,39349,16,21,0,0,180253,1258
0,0,1,1,-13025,-4856.25,-1000000,-10583.299804688,-1193.75,1000000,39350,17,0,0,4,0,0
0,0,1,1,825,-1485.4200439453,-1000000,3837.5,3033.330078125,1000000,39351,18,0,0,85,0,0
0,0,1,1,2812.169921875,-864.9951171875,-10000,2948.830078125,-660.0048828125,1000000,39352,19,0,0,0,129262,2360
0,0,1,1,2812.169921875,-864.9951171875,-10000,2948.830078125,-660.0048828125,1000000,39353,19,1,0,0,129262,2361
0,0,1,1,2812.169921875,-864.9951171875,-10000,2948.830078125,-660.0048828125,1000000,39354,19,2,0,0,129262,2362
0,0,1,1,2812.169921875,-864.9951171875,-10000,2948.830078125,-660.0048828125,1000000,39355,19,3,0,0,129262,7862
0,0,1,1,2812.169921875,-864.9951171875,-10000,2948.830078125,-660.0048828125,1000000,39356,19,4,0,0,129262,7863
0,0,1,1,2812.169921875,-864.9951171875,-10000,2948.830078125,-660.0048828125,1000000,39357,19,5,0,0,129262,7864
0,0,1,1,2812.169921875,-864.9951171875,-10000,2948.830078125,-660.0048828125,1000000,39358,19,6,0,0,129262,7866
0,0,1,1,2812.169921875,-864.9951171875,-10000,2948.830078125,-660.0048828125,1000000,39359,19,7,0,0,129262,7868
0,0,1,1,2812.169921875,-864.9951171875,-10000,2948.830078125,-660.0048828125,1000000,39360,19,8,0,0,129262,7869
0,0,1,1,2812.169921875,-864.9951171875,-10000,2948.830078125,-660.0048828125,1000000,39361,19,9,0,0,129262,7871
0,0,1,1,2812.169921875,-864.9951171875,-10000,2948.830078125,-660.0048828125,1000000,39362,19,10,0,0,129262,7873
0,0,1,1,2812.169921875,-864.9951171875,-10000,2948.830078125,-660.0048828125,1000000,39363,19,11,0,0,129262,7969
0,0,1,1,1767.9200439453,1930.5100097656,-10000,2200.580078125,2579.5,1000000,39364,20,0,0,0,0,48266
0,0,1,1,1767.9200439453,1930.5100097656,-10000,2200.580078125,2579.5,1000000,39365,20,1,0,0,13652729,48266
0,0,1,1,1767.9200439453,1930.5100097656,-10000,2200.580078125,2579.5,1000000,39366,20,2,0,0,0,48267
0,0,1,1,1767.9200439453,1930.5100097656,-10000,2200.580078125,2579.5,1000000,39367,20,3,0,0,13652729,48267
0,0,1,1,1767.9200439453,1930.5100097656,-10000,2200.580078125,2579.5,1000000,39368,20,4,0,0,0,48268
0,0,1,1,1767.9200439453,1930.5100097656,-10000,2200.580078125,2579.5,1000000,39369,20,5,0,0,13652729,48268
0,0,1,1,1767.9200439453,1930.5100097656,-10000,2200.580078125,2579.5,1000000,39370,20,6,0,0,0,48269
0,0,1,1,1767.9200439453,1930.5100097656,-10000,2200.580078125,2579.5,1000000,39371,20,7,0,0,13652729,48269
0,0,1,1,1767.9200439453,1930.5100097656,-10000,2200.580078125,2579.5,1000000,39372,20,8,0,0,0,48270
0,0,1,1,1767.9200439453,1930.5100097656,-10000,2200.580078125,2579.5,1000000,39373,20,9,0,0,13652729,48270
0,0,1,1,-1133.3299560547,-750,-1000000,1666.6700439453,3450,1000000,39374,21,0,0,130,0,0
0,0,1,1,500,-3883.330078125,-1000000,3366.669921875,416.6669921875,1000000,39375,22,0,0,28,0,0
0,0,1,1,1016.6699829102,-6318.75,-1000000,3704.169921875,-2287.5,1000000,39376,23,0,0,139,0,0
0,0,1,1,2270,-5596.25,-10000,2565,-5153.75,1000000,39377,24,0,0,0,5794311,46532
0,0,1,1,2270,-5596.25,-10000,2565,-5153.75,1000000,39378,24,1,0,0,5794311,46533
0,0,1,1,2270,-5596.25,-10000,2565,-5153.75,1000000,39379,24,2,0,0,5794311,46534
0,0,1,1,2270,-5596.25,-10000,2565,-5153.75,1000000,39380,24,3,0,0,5794311,47464
0,0,1,1,2270,-5596.25,-10000,2565,-5153.75,1000000,39381,24,4,0,0,5794311,48211
0,0,1,1,-1760.4200439453,-3012.5,-1000000,1481.25,1850,1000000,39382,25,0,0,267,0,0
0,0,1,1,-1100,-5425,-1000000,1466.6700439453,-1575,1000000,39383,26,0,0,47,0,0
0,0,1,1,-7206.25,-2760.419921875,-1000000,-3941.669921875,2137.5,1000000,39384,27,0,0,1,0,0
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39385,28,0,0,0,48527,129
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39386,28,1,0,0,48527,130
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39387,28,2,0,0,48527,131
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39388,28,3,0,0,48527,132
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39389,28,4,0,0,48527,133
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39390,28,5,0,0,48527,134
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39391,28,6,0,0,48527,135
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39392,28,7,0,0,48527,136
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39393,28,8,0,0,48527,137
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39394,28,9,0,0,48527,139
0,0,1,1,-6240,-85,-10000,-6020,245,1000000,39395,28,10,0,0,48527,141
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39396,29,0,0,0,350747,7225
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39397,29,1,0,0,350747,7227
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39398,29,2,0,0,350747,7228
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39399,29,3,0,0,350747,7229
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39400,29,4,0,0,350747,7230
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39401,29,5,0,0,350747,7231
0,0,1,1,-5650,-472.75,-10000,-5313,32.75,1000000,39402,29,6,0,0,350747,7232
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39403,30,0,0,0,324550,29901
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39404,30,1,0,0,324550,29902
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39405,30,2,0,0,324550,29903
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39406,30,3,0,0,324550,29904
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39407,30,4,0,0,324550,29905
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39408,30,5,0,0,324550,29906
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39409,30,6,0,0,324550,29907
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39410,30,7,0,0,324550,29908
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39411,30,8,0,0,324550,29909
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39412,30,9,0,0,324550,29910
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39413,30,10,0,0,324550,29912
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39414,30,11,0,0,324550,29913
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39415,30,12,0,0,324550,29914
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39416,30,13,0,0,324550,29915
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39417,30,14,0,0,324550,29916
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39418,30,15,0,0,324550,29917
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39419,30,16,0,0,324550,29938
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39420,30,17,0,0,324550,29939
0,0,1,1,-5242.5,500,-10000,-4862.5,1070,1000000,39421,30,18,0,0,324550,29940
0,0,1,1,-5736.169921875,-1917.0048828125,-10000,-5486.830078125,-1542.9951171875,1000000,39422,31,0,0,0,350748,7240
0,0,1,1,-5736.169921875,-1917.0048828125,-10000,-5486.830078125,-1542.9951171875,1000000,39423,31,1,0,0,350748,7241
0,0,1,1,-5736.169921875,-1917.0048828125,-10000,-5486.830078125,-1542.9951171875,1000000,39424,31,2,0,0,350748,7243
0,0,1,1,-7587.5,-2554.169921875,-1000000,-6100,-322.9169921875,1000000,39425,32,0,0,51,0,0
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39426,33,0,0,0,373730,3476
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39427,33,1,0,0,373730,3480
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39428,33,2,0,0,373730,3481
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39429,33,3,0,0,373730,3482
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39430,33,4,0,0,373730,3487
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39431,33,5,0,0,373730,3491
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39432,33,6,0,0,373730,3492
0,0,1,1,-7800,-1473.75,265,-7325,-761.25,1000000,39433,33,7,0,0,373730,3494
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39434,33,8,0,0,373730,3495
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39435,33,9,0,0,373730,3496
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39436,33,10,0,0,373730,3497
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39437,33,11,0,0,373730,3498
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39438,33,12,0,0,373730,3499
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39439,33,13,0,0,373730,3500
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39440,33,14,0,0,373730,3503
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39441,33,15,0,0,373730,3504
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39442,33,16,0,0,373730,3509
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39443,33,17,0,0,373730,3510
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39444,33,18,0,0,373730,3511
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39445,33,19,0,0,373730,3512
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39446,33,20,0,0,373730,3514
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39447,33,21,0,0,373730,3515
0,0,1,1,-7800,-1473.75,-10000,-7325,-761.25,1000000,39448,33,22,0,0,373730,3538
0,0,1,1,-7800,-1473.75,200,-7325,-761.25,1000000,39449,33,23,0,0,373730,7039
0,0,1,1,-7650,-1400,-10000,-7480,-1145,1000000,39450,34,0,0,0,373730,3474
0,0,1,1,-7650,-1400,-10000,-7480,-1145,1000000,39451,34,1,0,0,373730,3493
0,0,1,1,-7650,-1400,-10000,-7480,-1145,1000000,39452,34,2,0,0,373730,3494
0,0,1,1,-7650,-1400,-10000,-7480,-1145,1000000,39453,34,3,0,0,373730,3513
0,0,1,1,-7593.3413085938,-1387.5100097656,-10000,-7086.6586914062,-627.48602294922,1000000,39454,35,0,0,0,373730,3514
0,0,1,1,-7593.3413085938,-1387.5100097656,-10000,-7086.6586914062,-627.48602294922,1000000,39455,35,1,0,0,373730,3540
0,0,1,1,-7593.3413085938,-1387.5100097656,-10000,-7086.6586914062,-627.48602294922,1000000,39456,35,2,0,0,373730,3541
0,0,1,1,-7593.3413085938,-1387.5100097656,-10000,-7086.6586914062,-627.48602294922,1000000,39457,35,3,0,0,373730,3542
0,0,1,1,-7593.3413085938,-1387.5100097656,-10000,-7086.6586914062,-627.48602294922,1000000,39458,35,4,0,0,373730,3546
0,0,1,1,-7593.3413085938,-1387.5100097656,-10000,-7086.6586914062,-627.48602294922,1000000,39459,35,5,0,0,373730,7039
0,0,1,1,-7593.3413085938,-1387.5100097656,-10000,-7086.6586914062,-627.48602294922,1000000,39460,35,6,0,0,373730,12814
0,0,1,1,-9085.419921875,-3616.669921875,-1000000,-6985.419921875,-464.5830078125,1000000,39461,36,0,0,46,0,0
0,0,1,1,-10254.200195312,-1935.4200439453,-1000000,-7939.580078125,1535.4200439453,1000000,39462,37,0,0,12,0,0
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39463,38,0,0,0,210351,1530
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39464,38,1,0,0,210351,1533
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39465,38,2,0,0,210351,1536
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39466,38,3,0,0,210351,1538
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39467,38,4,0,0,210351,1545
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39468,38,5,0,0,210351,1547
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39469,38,6,0,0,210351,1548
0,0,1,1,-9860,41.75,-10000,-9700,281.75,1000000,39470,38,7,0,0,210351,1551
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39471,39,0,0,0,210351,1534
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39472,39,1,0,0,210351,1535
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39473,39,2,0,0,210351,1537
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39474,39,3,0,0,210351,1539
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39475,39,4,0,0,210351,1540
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39476,39,5,0,0,210351,1541
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39477,39,6,0,0,210351,1542
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39478,39,7,0,0,210351,1543
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39479,39,8,0,0,210351,1544
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39480,39,9,0,0,210351,1549
0,0,1,1,-9880,34.25,-10000,-9710,289.25,1000000,39481,39,10,0,0,210351,1550
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39482,40,0,0,0,71446,1697
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39483,40,1,0,0,71446,1698
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39484,40,2,0,0,71446,1699
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39485,40,3,0,0,71446,1700
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39486,40,4,0,0,71446,1701
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39487,40,5,0,0,71446,1702
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39488,40,6,0,0,71446,1703
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39489,40,7,0,0,71446,1704
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39490,40,8,0,0,71446,1705
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39491,40,9,0,0,71446,1706
0,0,1,1,-9200.5,-769.125,-10000,-8985,-445.875,1000000,39492,40,10,0,0,71446,1707
0,0,1,1,-11395.875,-2437.919921875,-10000,-10847.0390625,-1614.6700439453,1000000,39493,41,0,0,0,11645273,46803
0,0,1,1,-11395.875,-2437.919921875,-10000,-10847.0390625,-1614.6700439453,1000000,39494,41,1,0,0,11645273,46804
0,0,1,1,-11395.875,-2437.919921875,-10000,-10847.0390625,-1614.6700439453,1000000,39495,41,2,0,0,11645273,46805
0,0,1,1,-11395.875,-2437.919921875,-10000,-10847.0390625,-1614.6700439453,1000000,39496,41,3,0,0,11645273,46806
