ID,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAura,EffectAuraPeriod,EffectBasePoints,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,ImplicitTarget_0,ImplicitTarget_1,SpellID
685894,0,0,6,0,0,13,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7697
685939,0,0,6,0,0,13,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7698
685940,0,0,6,0,0,13,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7699
685944,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,1,0,7155
685970,0,1,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9051,0,0,0,0,0,0,0,1,0,7211
686139,0,0,6,0,0,69,0,289,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,8461
686140,0,1,6,1,0,74,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,8461
686192,0,0,6,0,0,69,0,469,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,8462
686193,0,1,6,1,0,74,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,8462
686316,0,0,28,9.999999843067501e+16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6388,61,0,0,0,0,0,0,32,0,8834
686397,0,0,24,0,0,0,0,0,0,1,0,1,6316,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7754
686588,0,0,6,0,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5948,116,0,0,0,0,0,0,25,0,8222
686662,0,0,27,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,18,0,8675
687002,0,0,2,0,0,0,0,49,1,1,0,16,0,0,0,0,2.59999990463,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9779
687125,0,0,3,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,16,0,0,0,0,1,0,8019
687140,0,0,6,0,0,13,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9403
687199,0,0,6,0,0,13,0,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9306
687290,0,0,6,0,0,69,0,674,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,10177
687291,0,1,6,1,0,74,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,10177
687323,0,2,6,0,0,13,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,25,0,8733
687329,0,0,6,0,0,13,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9307
687369,0,0,24,0,0,0,0,0,0,1,0,1,7916,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9818
687495,0,0,6,0,0,13,0,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9402
687518,0,0,6,0,0,13,0,13,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9404
687586,0,2,6,0,0,22,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,10220
687612,0,2,6,0,0,22,0,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,10219
687663,0,0,6,0,0,13,0,20,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9308
687964,0,1,44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,516,0,0,0,0,0,0,0,0,0,10239
688020,0,0,3,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,16,0,0,0,0,1,0,10399
688288,0,0,28,1.0000000272564e+16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7786,61,0,0,0,0,0,0,32,0,11088
688332,0,0,6,0,0,13,0,15,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9304
688333,0,0,6,0,0,13,0,16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9305
688443,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2520,0,0,0,0,0,0,0,1,0,10459
688524,0,0,28,-9.999999843067501e+16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8324,61,15,0,0,0,0,0,32,0,12504
688525,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,21,0,11196
688757,0,2,6,0,0,77,0,99,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,11684
688782,0,0,24,0,0,0,0,0,0,1,0,1,9316,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11545
688918,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2561,0,0,0,0,0,0,0,1,0,10617
689174,0,0,24,0,0,0,0,0,0,1,0,1,8216,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10562
689212,0,0,27,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,18,28,25996
689305,0,1,6,0,0,10,0,-5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,11160
689622,0,2,6,0,0,77,0,99,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,11683
689961,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2932,0,0,0,0,0,0,0,1,0,11547
690167,0,0,28,-9.999999843067501e+16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8324,61,0,0,0,0,0,0,46,0,12151
690173,0,0,24,0,0,0,0,0,0,1,0,1,10716,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12899
690514,0,1,6,0,0,10,0,-11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,12519
690841,0,1,6,0,0,10,0,-8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,12518
690848,0,0,6,0,0,69,0,874,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,28609
690849,0,1,6,1,0,74,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,28609
690876,0,0,6,0,0,189,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,393216,0,0,0,0,0,0,0,1,0,13928
690902,0,0,6,0,0,189,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,13678
690960,0,0,6,0,0,189,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,13462
691137,0,0,6,0,0,22,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,13923
691170,0,0,6,0,0,189,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,13677
691236,0,0,6,0,0,13,0,28,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,13831
691472,0,0,6,0,0,189,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,13690
691602,0,0,6,0,0,22,0,28,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14568
691626,0,0,6,0,0,22,0,35,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14575
691639,0,0,6,0,0,22,0,27,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14567
691686,0,0,6,0,0,22,0,42,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14979
691687,0,0,6,0,0,22,0,43,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14980
691700,0,0,6,0,0,22,0,44,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14981
691719,0,0,6,0,0,22,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14542
691720,0,0,6,0,0,22,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14546
691721,0,0,6,0,0,22,0,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14549
691755,0,0,6,0,0,22,0,36,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14576
691756,0,0,6,0,0,22,0,38,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14578
691757,0,0,6,0,0,22,0,39,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14579
691798,0,0,6,0,0,22,0,40,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14977
691799,0,0,6,0,0,22,0,41,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14978
691833,0,0,6,0,0,22,0,45,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14982
691834,0,0,6,0,0,22,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14554
691835,0,0,6,0,0,22,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14555
691845,0,0,2,0,0,0,0,164,1,1,0,16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,15253
691860,0,0,6,0,0,22,0,31,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14571
691877,0,0,6,0,0,22,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14550
691905,0,0,6,0,0,22,0,22,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14562
691906,0,0,6,0,0,22,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14563
691907,0,0,6,0,0,22,0,25,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14564
691910,0,0,6,0,0,22,0,26,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14566
691988,0,0,6,0,0,22,0,17,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14580
692055,0,0,6,0,0,189,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,13676
692085,0,0,6,0,0,22,0,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14547
692086,0,0,6,0,0,22,0,15,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14556
692087,0,0,6,0,0,22,0,37,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14577
692099,0,1,16,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4299,0,0,0,0,0,0,0,1,0,15066
692148,0,0,6,0,0,189,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,13674
692149,0,0,6,0,0,189,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,13675
692190,0,0,6,0,0,69,0,119,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,15044
692245,0,0,6,0,0,22,0,32,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14572
692264,0,0,6,0,0,22,0,33,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14573
692265,0,0,6,0,0,22,0,34,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14574
692271,0,0,6,0,0,22,0,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14569
692272,0,0,6,0,0,22,0,30,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14570
692463,0,0,53,0,0,0,0,-1,0,1,0,1,38816,0,0,0,0,0,0,1,0,0,0,1,851,14,0,0,0,0,0,0,0,0,13659
692525,0,0,6,0,0,13,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,4870
692853,0,0,6,0,0,22,0,16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14557
692854,0,0,6,0,0,22,0,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14558
692947,0,0,6,0,0,22,0,21,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14561
692954,0,0,6,0,0,22,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14559
692955,0,0,6,0,0,22,0,20,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14560
692978,0,0,6,0,0,22,0,13,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14553
693036,0,0,6,0,0,22,0,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14551
693037,0,0,6,0,0,22,0,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14552
693055,0,0,6,0,0,22,0,23,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14581
693069,0,1,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4734,0,0,0,0,0,0,0,1,0,16028
693091,0,0,6,0,0,22,0,74,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,25,0,16392
693130,0,0,24,0,0,0,0,0,0,1,0,1,12216,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15915
693224,0,0,6,0,0,189,0,249,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17351
693976,0,1,6,0,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10016,0,0,0,0,0,0,0,6,0,17738
694133,0,0,6,0,0,558,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,16325
694189,0,0,6,0,0,13,0,22,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17889
694267,0,0,24,0,0,0,0,0,0,1,0,1,12416,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16645
694457,0,0,6,0,0,13,0,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17893
694458,0,0,6,0,0,13,0,33,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17896
694540,0,1,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5088,0,0,0,0,0,0,0,1,0,16996
694568,0,0,6,0,0,13,0,26,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17892
694687,0,0,28,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11144,64,16,0,0,0,0,0,47,0,17449
694783,0,0,6,0,0,13,0,42,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17902
694838,0,0,6,0,0,13,0,45,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17905
694839,0,0,6,0,0,13,0,46,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17906
694843,0,2,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5096,0,0,0,0,0,0,0,1,0,16989
694907,0,0,6,0,0,13,0,55,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17910
694951,0,0,6,0,0,13,0,25,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17891
694982,0,0,6,0,0,13,0,53,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17911
695045,0,0,6,0,0,13,0,49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17908
695046,0,0,6,0,0,13,0,50,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17909
695059,0,0,6,0,0,13,0,30,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17894
695060,0,0,6,0,0,13,0,32,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17895
695069,0,0,6,0,0,13,0,48,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17907
695084,0,0,6,0,0,13,0,43,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17903
695102,0,0,6,0,0,13,0,23,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17890
695146,0,0,6,0,0,13,0,38,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17899
695164,0,0,6,0,0,13,0,40,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17901
695246,0,0,6,0,0,13,0,35,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17897
695369,0,0,6,0,0,189,0,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,18064
695498,0,0,6,0,0,69,0,1949,0,1,0,1301,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,17544
695548,0,1,16,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,28,0,0,0,0,0,0,0,1,0,19719
