ID,IconFileDataID,ClassID,SubclassID,Sound_override_subclassID,Material,InventoryType,SheatheType,ItemGroupSoundsID
1193,134949,4,6,-1,1,14,4,9
1194,135276,2,8,-1,1,17,1,9
1195,134435,2,5,-1,2,17,1,9
1196,132395,2,1,-1,1,17,1,9
1197,133477,2,5,-1,2,17,1,9
1198,135350,2,8,-1,1,17,1,9
1199,134335,0,0,-1,3,0,0,24
1201,134950,4,6,-1,1,14,4,9
1203,134952,4,6,-1,1,14,4,9
1205,132796,0,5,-1,7,0,0,17
1206,134105,7,4,-1,3,0,0,24
1208,134937,12,0,-1,0,0,0,20
1210,134074,7,4,-1,3,0,0,24
1211,132719,4,2,-1,8,5,0,7
1212,134437,15,0,-1,4,0,0,17
1213,132603,4,2,-1,8,9,0,7
1214,133046,2,4,-1,2,13,3,8
1215,132498,4,2,-1,8,6,0,7
1216,132606,4,1,-1,7,9,0,7
1217,134400,12,0,-1,0,0,0,16
1218,133489,2,5,-1,2,17,1,9
1219,135314,2,7,-1,1,13,3,8
1220,132405,2,1,-1,1,17,1,9
1221,134305,12,0,-1,8,0,0,16
1222,133725,15,0,-1,8,0,0,16
1224,133738,9,0,-1,0,0,0,19
1251,133685,0,7,-1,0,0,0,7
1253,134065,13,1,-1,1,0,0,14
1254,134085,4,0,-1,1,28,0,24
1255,134134,15,0,-1,1,0,0,24
1256,134184,12,0,-1,0,0,0,23
1257,134776,12,0,-1,0,0,0,17
1258,135279,4,0,-1,1,12,0,8
1260,134170,12,0,-1,0,0,0,15
1261,134336,12,0,-1,0,0,0,24
1262,132621,0,8,-1,0,0,0,17
1263,135580,2,1,-1,1,17,1,9
1264,133482,2,5,-1,2,17,1,9
1265,135302,2,7,-1,1,13,3,8
1267,134514,0,8,-1,0,0,0,17
1268,134754,0,8,-1,0,0,0,17
1269,133622,0,8,-1,0,0,0,17
1270,133767,4,1,-1,7,16,0,7
1272,135040,4,1,-1,7,3,0,7
1273,132742,4,3,-1,5,5,0,10
1274,134188,12,0,-1,0,0,0,23
1280,133132,4,2,-1,8,1,0,7
1281,133628,11,2,-1,2,18,0,18
1282,133070,4,4,-1,6,1,0,8
1284,132761,12,0,-1,0,0,0,18
1288,134338,7,11,-1,3,0,0,15
1292,132417,2,0,-1,1,13,3,8
1293,133460,12,0,-1,0,0,0,20
1294,133461,12,0,-1,0,0,0,20
1296,133481,2,4,-1,2,13,3,8
1297,132658,4,1,-1,7,20,0,7
1299,132518,4,1,-1,7,6,0,7
1300,135469,2,10,-1,2,17,2,13
1302,132951,4,2,-1,8,10,0,7
1303,132938,4,4,-1,6,10,0,8
1304,132939,4,1,-1,7,10,0,7
1309,132596,12,0,-1,0,0,0,18
1311,132402,2,1,-1,1,17,1,9
1312,133057,2,4,-1,2,21,3,8
1313,135128,2,15,-1,1,13,3,8
1315,133938,4,0,-1,3,2,0,23
1317,135153,2,10,-1,2,17,2,13
1318,135424,2,1,-1,1,17,1,9
1319,132520,4,0,-1,4,11,0,14
1321,133888,0,8,-1,0,0,0,15
1323,134939,9,0,-1,0,0,0,20
1324,133974,12,0,-1,2,21,0,15
1325,133938,12,0,-1,0,0,0,23
1326,133888,0,5,-1,0,0,0,15
1328,133743,9,0,-1,0,0,0,19
1349,132766,12,0,-1,0,0,0,13
1350,134231,4,0,-1,2,12,0,16
1351,132615,4,1,-1,7,9,0,7
1352,133728,12,0,-1,0,0,0,12
1354,133765,4,1,-1,7,16,0,7
1355,134354,4,1,-1,7,16,0,7
1357,134269,12,0,-1,4,0,0,20
1358,134251,12,0,-1,0,0,0,20
1360,367074,4,4,-1,6,10,0,8
1361,134257,12,0,-1,0,0,0,20
1362,134252,12,0,-1,0,0,0,20
1363,133148,4,1,-1,7,1,0,7
1364,135009,4,2,-1,8,5,0,7
1369,132513,4,2,-1,8,6,0,7
1370,132609,4,2,-1,8,9,0,7
1371,135039,4,2,-1,8,3,0,7
1372,133762,4,1,-1,7,16,0,7
1378,134589,4,1,-1,7,7,0,7
1379,135037,4,1,-1,7,3,0,7
1381,133468,12,0,-1,0,0,0,20
1383,135421,2,0,-1,1,21,3,8
1385,133046,2,5,-1,2,17,1,9
1386,132392,2,1,-1,1,17,1,9
1387,135277,2,8,-1,1,17,1,9
1388,135159,2,10,-1,2,17,2,13
1391,135473,2,10,-1,2,17,2,13
1392,132611,4,1,-1,7,9,0,7
1394,133485,2,4,-1,2,13,3,8
1395,134581,4,1,-1,7,7,0,7
1399,133751,0,8,-1,0,0,0,16
1400,134414,0,8,-1,0,0,0,24
1401,134190,0,5,-1,0,0,0,23
1402,135230,0,8,-1,0,0,0,24
1403,134414,4,0,-1,4,12,0,24
1404,134414,4,0,-1,2,12,0,24
1406,135129,2,6,-1,1,17,2,9
1408,133466,12,0,-1,0,0,0,20
1415,133052,2,4,-1,2,21,3,8
1421,133766,4,1,-1,7,16,0,7
1429,133763,4,1,-1,7,16,0,7
1434,133752,0,8,-1,2,0,0,16
1436,134585,4,2,-1,8,7,0,7
1443,133276,4,0,-1,3,2,0,14
1444,135231,4,0,-1,2,12,0,24
1445,135038,4,3,-1,5,3,0,10
1446,132535,4,3,-1,5,8,0,8
1447,132516,4,0,-1,1,11,0,14
1448,132938,4,3,-1,5,10,0,8
1449,133355,4,0,-1,5,11,1,14
1450,134720,0,1,-1,4,0,1,17
1453,133800,12,0,-1,3,0,0,16
1455,135562,2,1,-1,1,17,1,9
1458,133053,2,5,-1,2,17,1,9
1459,135421,2,0,-1,1,13,3,8
1460,135356,2,8,-1,1,17,1,9
1462,133357,4,0,-1,1,11,0,14
1464,134294,15,0,-1,8,0,0,16
1465,135651,2,15,-1,1,13,3,8
1467,133888,12,0,-1,0,0,0,15
1468,134304,7,8,-1,4,0,0,15
1469,135325,2,7,-1,1,13,3,8
1472,134431,4,0,-1,2,12,0,14
1475,134339,7,11,-1,3,0,0,15
1476,134321,15,0,-1,4,0,1,16
1479,132940,4,1,-1,7,10,0,7
1480,133057,2,4,-1,2,13,3,8
1481,132404,2,0,-1,1,13,3,8
1482,135311,2,7,-1,1,13,3,8
1484,135466,2,10,-1,2,17,2,13
1485,135127,2,6,-1,1,17,2,9
1487,133950,0,5,-1,0,0,0,16
1489,132723,4,2,-1,8,5,0,7
1490,133438,4,0,-1,3,12,0,14
1491,133356,4,0,-1,1,11,1,14
1497,133754,4,1,-1,7,16,0,7
1500,461802,0,8,-1,3,0,0,17
1501,135020,4,1,-1,7,5,0,7
1502,132515,4,2,-1,8,6,0,7
1503,132539,4,2,-1,8,8,0,7
1504,132606,4,2,-1,8,9,0,7
1507,134588,4,2,-1,8,7,0,7
1515,135146,2,10,-1,2,17,2,13
1516,135419,2,0,-1,1,21,3,8
1519,134343,12,0,-1,0,0,0,15
1520,134776,15,0,-1,4,0,0,17
1521,132409,2,1,-1,1,17,1,9
1522,135128,2,6,-1,1,17,2,9
1527,134185,12,0,-1,0,0,0,23
1529,134134,7,4,-1,3,0,0,24
1532,133730,12,0,-1,4,0,0,16
1533,134231,0,8,-1,0,0,0,16
1537,133639,1,0,-1,7,18,0,18
1544,133750,4,0,-1,2,12,0,16
1547,135940,4,6,-1,1,14,4,9
1561,132654,4,1,-1,7,20,0,7
1566,135326,2,8,-1,1,17,1,9
1596,134324,12,0,-1,0,0,0,16
1598,134187,12,0,-1,0,0,0,23
1602,132397,2,0,-1,1,13,3,8
1604,135323,2,8,-1,1,17,1,9
1607,136163,2,10,-1,2,17,2,13
1612,134232,0,8,-1,0,0,0,16
1613,135140,2,10,-1,2,17,2,13
1622,134412,4,0,-1,7,12,0,16
1623,133642,1,0,-1,7,18,0,18
1624,133071,4,3,-1,5,1,0,10
1630,134249,15,0,-1,4,0,0,16
1638,133752,7,11,-1,0,0,0,16
1645,132789,0,5,-1,7,0,0,17
1649,133951,0,8,-1,0,0,0,15
1652,132594,1,0,-1,2,18,0,18
1654,133218,7,11,-1,0,0,0,8
1663,134269,12,0,-1,0,0,0,20
1664,135165,2,10,-1,2,17,2,13
1677,132628,4,3,-1,5,5,0,10
1680,132408,2,1,-1,1,17,1,9
1685,133644,1,0,-1,7,18,0,18
1686,134324,15,0,-1,8,0,0,16
1687,134296,15,0,-1,4,0,0,15
1688,134322,15,0,-1,4,0,0,16
1689,134353,7,11,-1,8,0,0,7
1690,134325,15,0,-1,8,0,0,16
1691,134296,15,0,-1,0,0,0,16
1693,134367,7,11,-1,8,0,0,7
1696,134295,15,0,-1,4,0,0,16
1698,134295,12,0,-1,0,0,0,16
1699,134413,12,0,-1,0,0,0,15
1700,134415,0,0,-1,2,2,0,24
1702,133720,15,0,-1,4,0,0,12
1703,133720,15,0,-1,0,0,0,12
1704,133884,0,8,-1,0,0,0,15
1705,134087,7,4,-1,3,0,0,24
1706,134133,15,0,-1,4,0,0,24
1707,133994,0,5,-1,0,0,0,16
1708,132799,0,5,-1,3,0,0,17
1710,134832,0,1,-1,4,0,0,17
1713,135943,4,0,-1,1,12,0,14
1714,133297,4,0,-1,3,2,0,14
1722,133041,2,5,-1,2,17,1,9
1724,133632,1,0,-1,8,18,0,18
1725,133632,1,0,-1,7,18,0,18
1726,135125,2,6,-1,1,17,2,9
1728,135323,2,7,-1,1,13,3,8
1729,133641,1,0,-1,7,18,0,18
1730,132495,4,3,-1,5,6,0,10
1732,132602,4,3,-1,5,9,0,10
1749,133764,4,1,-1,7,16,0,7
1757,133768,4,1,-1,7,16,0,7
1770,135025,4,1,-1,7,5,0,7
1778,135023,4,1,-1,7,5,0,7
1786,135031,4,1,-1,7,5,0,7
1787,132512,4,2,-1,8,6,0,7
1793,135037,4,2,-1,8,3,0,7
1797,132601,4,2,-1,8,9,0,7
1798,133759,4,1,-1,7,16,0,7
1805,132600,4,2,-1,8,9,0,7
1806,133758,4,1,-1,7,16,0,7
1819,134708,2,0,-1,1,21,3,8
1820,133052,2,5,-1,2,17,1,9
1823,133485,2,4,-1,2,21,3,8
1827,132417,2,0,-1,1,21,3,8
1828,132414,2,1,-1,1,17,1,9
1829,135325,2,7,-1,1,21,3,8
1832,134586,4,1,-1,7,7,0,7
1835,132493,4,2,-1,8,6,0,7
1845,132492,4,3,-1,5,6,0,10
1846,132606,4,3,-1,5,9,0,10
1849,132495,4,2,-1,8,6,0,7
1854,133282,4,0,-1,4,12,0,14
1875,133278,12,0,-1,0,0,0,19
1893,134709,2,1,-1,1,17,1,9
1894,133469,12,0,-1,0,0,0,20
1901,133040,2,4,-1,2,13,3,8
1906,135805,2,4,-1,2,13,7,8
1910,134707,2,0,-1,1,13,3,8
1911,134520,2,4,-1,2,13,7,8
1912,134374,4,0,-1,2,12,0,12
1914,133038,4,0,-1,2,12,0,8
1915,133639,15,0,-1,0,0,0,18
1918,134238,13,1,-1,0,0,0,14
1922,133629,12,0,-1,0,0,0,18
1923,133641,12,0,-1,0,0,0,18
1924,133942,12,0,-1,2,0,0,12
1925,135340,2,7,-1,1,13,3,8
1928,135155,2,10,-1,2,17,2,13
1931,134297,12,0,-1,0,0,0,16
1935,135660,2,15,-1,1,13,3,8
1936,135641,2,15,-1,1,13,3,8
1938,133052,2,4,-1,2,13,3,8
1939,132794,12,0,-1,0,0,0,17
1940,132794,12,0,-1,8,0,0,17
1941,132620,12,0,-1,2,0,0,17
1942,132798,12,0,-1,3,0,0,17
1943,134583,4,3,-1,5,7,0,8
1944,132938,4,2,-1,8,10,0,7
1946,134576,12,0,-1,0,0,0,24
1948,133040,2,10,-1,2,17,1,13
1950,133217,7,7,-1,4,0,0,8
1958,133718,2,4,-1,2,13,3,8
1959,134707,2,1,-1,1,17,1,9
1962,133438,12,0,-1,0,0,0,14
1963,133724,7,11,-1,0,0,0,16
1970,134712,0,8,-1,2,0,0,17
1971,134944,12,0,-1,0,0,0,20
1973,134334,15,4,-1,3,0,0,24
1977,133628,1,0,-1,8,18,0,18
1979,134948,4,6,-1,1,14,4,9
1981,132741,4,3,-1,5,5,0,10
1982,135272,2,8,-1,1,17,1,9
1983,135274,2,8,-1,1,17,1,9
1986,135313,2,8,-1,1,17,1,9
1987,134514,12,0,-1,1,0,1,9
1988,132956,4,3,-1,5,10,0,8
1990,133481,2,5,-1,2,17,1,9
1991,134436,2,5,-1,2,17,1,9
1992,133731,4,0,-1,2,23,0,12
1993,132524,4,0,-1,1,11,0,14
1994,132407,2,0,-1,1,13,3,8
1995,134296,0,0,-1,0,0,0,15
1996,133357,4,0,-1,3,11,0,14
1997,132663,4,1,-1,7,20,0,7
1999,135006,4,2,-1,8,5,0,7
2000,135278,2,8,-1,1,17,1,9
2002,133628,11,2,-1,8,18,0,18
2004,133741,12,0,-1,0,0,0,19
2012,133436,4,0,-1,2,12,0,23
2013,135163,2,10,-1,2,17,2,13
2017,132602,4,2,-1,8,9,0,7
2018,135317,2,7,-1,1,13,3,8
2020,135652,2,15,-1,1,13,3,8
2021,134321,4,6,-1,1,14,4,9
2023,135130,2,6,-1,1,17,2,9
2024,135353,2,8,-1,1,17,1,9
2025,132394,2,1,-1,1,17,1,9
2027,135343,2,7,-1,1,13,3,8
2030,135147,2,10,-1,2,17,2,13
2032,132609,4,1,-1,7,9,0,7
2033,132542,4,2,-1,8,8,0,7
2034,132645,4,1,-1,7,20,0,7
2035,135321,2,7,-1,1,13,3,8
2039,133344,4,0,-1,4,11,0,14
2040,134962,4,6,-1,1,14,4,9
2041,132722,4,2,-1,8,5,0,7
2043,133343,4,0,-1,1,11,0,14
2045,133074,4,1,-1,7,1,0,7
2046,135662,2,7,-1,1,13,3,8
2047,135419,2,0,-1,1,13,3,8
2050,133215,7,7,-1,3,0,0,8
2054,132410,2,0,-1,1,21,3,8
2056,133039,2,4,-1,2,21,3,8
2059,133756,4,1,-1,7,16,0,7
2060,133969,7,11,-1,0,0,0,15
2065,135357,2,7,-1,1,21,3,8
2067,135152,2,10,-1,2,17,2,13
2070,133948,0,5,-1,0,0,0,16
2071,132794,0,8,-1,0,0,0,17
2074,135324,2,7,-1,1,13,3,8
2077,135468,2,10,-1,2,17,2,13
2081,135126,4,0,-1,1,23,7,12
2085,133972,15,0,-1,4,0,0,15
2088,133723,2,15,-1,1,13,3,8
2091,133849,0,8,-1,0,0,0,23
2098,135617,2,3,-1,1,26,1,8
2099,135618,2,3,-1,1,26,1,8
2100,135615,2,3,-1,1,26,1,8
2101,134409,1,0,-1,4,18,0,18
2102,133581,1,0,-1,8,18,0,18
2103,132381,6,2,-1,2,24,0,12
2104,132384,6,3,-1,2,24,0,22
2105,135018,4,0,-1,7,4,0,7
2107,132543,4,0,-1,7,8,0,7
2114,132674,4,1,-1,7,20,0,7
2115,133627,1,0,-1,8,18,0,18
2121,135029,4,1,-1,7,5,0,7
2124,132611,4,2,-1,8,9,0,7
2126,134590,4,2,-1,8,7,0,7
2127,135010,4,2,-1,8,5,0,7
2134,132410,2,0,-1,1,13,3,8
2136,132816,0,5,-1,7,0,0,17
2139,135650,2,15,-1,1,13,3,8
2143,132541,4,2,-1,8,8,0,7
2154,133741,15,0,-1,0,0,0,19
2158,132957,4,1,-1,7,10,0,7
2159,134587,4,1,-1,7,7,0,7
2163,135302,2,15,-1,1,13,3,8
2164,135311,2,15,-1,1,13,3,8
2168,132537,4,1,-1,7,8,0,7
2172,443327,4,3,-1,5,6,0,10
2173,350646,4,2,-1,8,6,0,7
2178,135271,2,7,-1,1,13,3,8
2180,135277,2,7,-1,1,13,3,8
2181,135273,2,8,-1,1,17,1,9
2182,133041,2,4,-1,2,13,3,8
2186,0,4,2,-1,8,10,0,7
2187,133459,12,0,-1,0,0,0,20
