ItemID,ID,ItemAppearanceModifierID,ItemAppearanceID,OrderIndex,TransmogSourceTypeEnum
1172,190,0,326,0,2
1173,191,0,327,0,9
1182,192,0,328,0,9
1183,193,0,329,0,2
1190,194,0,330,0,4
1194,195,0,331,0,9
1195,196,0,332,0,9
1196,197,0,333,0,9
1197,198,0,334,0,9
1198,199,0,335,0,9
1200,200,0,336,0,3
1201,201,0,337,0,3
1202,202,0,338,0,3
1203,203,0,339,0,4
1204,204,0,340,0,4
1207,205,0,341,0,4
1211,206,0,342,0,4
1213,207,0,343,0,9
1214,208,0,344,0,4
1215,209,0,345,0,4
1216,210,0,346,0,9
1218,211,0,347,0,4
1219,212,0,348,0,4
1220,213,0,349,0,4
1259,214,0,350,0,9
1263,215,0,351,0,4
1264,216,0,352,0,5
1265,217,0,353,0,4
1270,218,0,354,0,5
1273,219,0,355,0,5
1275,220,0,256,0,5
1276,221,0,356,0,5
1280,222,0,357,0,4
1282,223,0,358,0,5
1287,224,0,359,0,4
1292,225,0,360,0,1
1296,226,0,361,0,4
1297,227,0,362,0,4
1299,228,0,363,0,4
1300,229,0,364,0,4
1302,230,0,365,0,5
1303,231,0,259,0,5
1304,232,0,366,0,5
1306,233,0,367,0,5
1310,234,0,368,0,5
1314,235,0,369,0,4
1317,236,0,370,0,5
1318,237,0,371,0,4
1351,238,0,372,0,4
1355,239,0,373,0,4
1359,240,0,374,0,9
1360,241,0,375,0,2
1364,242,0,376,0,9
1366,243,0,377,0,9
1367,244,0,378,0,9
1368,245,0,379,0,9
1369,246,0,380,0,9
1370,247,0,381,0,9
1372,248,0,373,0,9
1374,249,0,382,0,9
1376,250,0,383,0,9
1377,251,0,384,0,9
1378,252,0,385,0,9
1380,253,0,386,0,9
1382,254,0,387,0,9
1383,255,0,388,0,9
1384,256,0,389,0,9
1386,257,0,390,0,9
1387,258,0,391,0,4
1388,259,0,392,0,9
1389,260,0,393,0,9
1391,261,0,394,0,4
1394,262,0,395,0,4
1395,263,0,162,0,9
1396,264,0,396,0,9
1405,265,0,397,0,4
1406,266,0,398,0,4
1411,267,0,399,0,9
1412,268,0,400,0,9
1413,269,0,401,0,9
1414,270,0,402,0,9
1415,271,0,403,0,9
1416,272,0,388,0,9
1417,273,0,404,0,9
1418,274,0,405,0,9
1419,275,0,406,0,9
1420,276,0,407,0,9
1421,277,0,373,0,9
1422,278,0,408,0,9
1423,279,0,409,0,9
1425,280,0,410,0,9
1427,281,0,411,0,9
1429,282,0,412,0,9
1430,283,0,413,0,9
1431,284,0,414,0,9
1433,285,0,415,0,9
1436,286,0,416,0,5
1438,287,0,417,0,4
1440,288,0,418,0,4
1445,289,0,419,0,9
1446,290,0,420,0,4
1448,291,0,421,0,4
1454,292,0,422,0,4
1455,293,0,423,0,4
1457,294,0,424,0,4
1458,295,0,425,0,4
1459,296,0,426,0,4
1460,297,0,427,0,5
1461,298,0,428,0,4
1465,299,0,429,0,4
1469,300,0,430,0,4
1473,301,0,431,0,4
1479,302,0,432,0,9
1480,303,0,433,0,5
1481,304,0,434,0,4
1482,305,0,435,0,4
1483,306,0,436,0,4
1484,307,0,437,0,4
1485,308,0,438,0,9
1486,309,0,439,0,4
1488,310,0,440,0,4
1489,311,0,441,0,4
1493,312,0,442,0,4
1495,313,0,443,0,9
1497,314,0,444,0,9
1498,315,0,445,0,9
1499,316,0,446,0,9
1501,317,0,447,0,9
1502,318,0,448,0,9
1503,319,0,449,0,9
1504,320,0,450,0,9
1505,321,0,451,0,9
1506,322,0,452,0,9
1507,323,0,453,0,9
1509,324,0,454,0,9
1510,325,0,455,0,9
1511,326,0,456,0,9
1512,327,0,457,0,9
1513,328,0,458,0,9
1514,329,0,459,0,9
1515,330,0,460,0,9
1516,331,0,461,0,9
1521,332,0,462,0,4
1522,333,0,463,0,4
1523,334,0,464,0,4
1539,335,0,465,0,4
1547,336,0,466,0,5
1557,337,0,467,0,2
1560,338,0,468,0,4
1561,339,0,469,0,5
1566,340,0,470,0,5
1602,341,0,471,0,4
1604,342,0,472,0,5
1607,343,0,473,0,4
1608,344,0,474,0,4
1613,345,0,475,0,4
1624,346,0,476,0,4
1625,347,0,477,0,4
1639,348,0,478,0,4
1640,349,0,479,0,4
1659,350,0,480,0,4
1664,351,0,481,0,4
1677,352,0,482,0,4
1678,353,0,483,0,4
1679,354,0,484,0,4
1680,355,0,485,0,4
1715,356,0,482,0,4
1716,357,0,486,0,4
1717,358,0,440,0,4
1718,359,0,487,0,4
1720,360,0,488,0,4
1721,361,0,489,0,4
1722,362,0,490,0,4
1726,363,0,491,0,4
1727,364,0,492,0,4
1728,365,0,493,0,4
1730,366,0,494,0,9
1731,367,0,495,0,9
1732,368,0,496,0,9
1733,369,0,497,0,9
1734,370,0,498,0,9
1735,371,0,499,0,9
1737,372,0,500,0,9
1738,373,0,494,0,9
1739,374,0,495,0,9
1740,375,0,496,0,9
1741,376,0,501,0,9
1742,377,0,498,0,9
1743,378,0,499,0,9
1744,379,0,502,0,9
1745,380,0,500,0,9
1746,381,0,494,0,9
1747,382,0,495,0,9
1748,383,0,496,0,9
1749,384,0,503,0,9
1750,385,0,498,0,9
1751,386,0,499,0,9
1752,387,0,502,0,9
1753,388,0,500,0,9
1754,389,0,494,0,9
1755,390,0,495,0,9
1756,391,0,496,0,9
1757,392,0,504,0,9
1758,393,0,498,0,9
1759,394,0,499,0,9
1760,395,0,502,0,9
1761,396,0,500,0,9
1764,397,0,505,0,9
1766,398,0,412,0,9
1767,399,0,506,0,9
1768,400,0,507,0,9
1769,401,0,508,0,9
1770,402,0,509,0,9
1772,403,0,510,0,9
1774,404,0,511,0,9
1775,405,0,512,0,9
1776,406,0,513,0,9
1777,407,0,514,0,9
1778,408,0,515,0,9
1780,409,0,516,0,9
1782,410,0,517,0,9
1783,411,0,518,0,9
1784,412,0,519,0,9
1785,413,0,520,0,9
1786,414,0,28524,0,9
1787,415,0,521,0,9
1788,416,0,522,0,9
1789,417,0,523,0,9
1790,418,0,451,0,9
1791,419,0,524,0,9
1792,420,0,525,0,9
1793,421,0,286,0,9
1794,422,0,526,0,9
1795,423,0,527,0,9
1796,424,0,528,0,9
1797,425,0,529,0,9
1798,426,0,373,0,9
1799,427,0,530,0,9
1800,428,0,531,0,9
1801,429,0,532,0,9
1802,430,0,533,0,9
1803,431,0,534,0,9
1804,432,0,535,0,9
1805,433,0,536,0,9
1806,434,0,537,0,9
1807,435,0,538,0,9
1808,436,0,539,0,9
1809,437,0,540,0,9
1810,438,0,541,0,9
1811,439,0,542,0,9
1812,440,0,543,0,9
1813,441,0,544,0,9
1814,442,0,545,0,9
1815,443,0,156,0,9
1816,444,0,388,0,9
1817,445,0,546,0,9
1818,446,0,547,0,9
1819,447,0,224,0,9
1820,448,0,548,0,9
1821,449,0,549,0,9
1822,450,0,550,0,9
1823,451,0,551,0,9
1824,452,0,552,0,9
1825,453,0,553,0,9
1826,454,0,554,0,9
1827,455,0,360,0,9
1828,456,0,555,0,9
1829,457,0,556,0,9
1830,458,0,557,0,9
1831,459,0,558,0,9
1832,460,0,559,0,5
1835,461,0,560,0,9
1836,462,0,561,0,9
1839,463,0,562,0,9
1840,464,0,563,0,9
1843,465,0,564,0,9
1844,466,0,565,0,9
1845,467,0,494,0,9
1846,468,0,566,0,9
1849,469,0,567,0,9
1850,470,0,568,0,9
1852,471,0,569,0,9
1853,472,0,247,0,9
1893,473,0,224,0,5
1895,474,0,389,0,9
1896,475,0,570,0,9
1897,476,0,571,0,9
1899,477,0,309,0,9
1900,478,0,260,0,9
1901,479,0,393,0,9
1902,480,0,572,0,9
1903,481,0,573,0,9
1904,482,0,388,0,9
1905,483,0,574,0,9
1906,484,0,326,0,9
1907,485,0,575,0,9
1908,486,0,155,0,9
1909,487,0,576,0,9
1910,488,0,224,0,9
1911,489,0,577,0,9
1913,490,0,578,0,9
1917,491,0,579,0,4
1925,492,0,580,0,4
1926,493,0,581,0,4
1927,494,0,582,0,4
1928,495,0,583,0,4
1929,496,0,584,0,1
1930,497,0,585,0,4
1933,498,0,586,0,4
1934,499,0,587,0,1
1935,500,0,588,0,4
1936,501,0,589,0,4
1937,502,0,590,0,1
1938,503,0,591,0,4
1943,504,0,257,0,4
1944,505,0,592,0,4
1945,506,0,593,0,4
1951,507,0,594,0,4
1955,508,0,595,0,4
1957,509,0,596,0,9
1958,510,0,597,0,9
1959,511,0,224,0,1
1961,512,0,598,0,9
1965,513,0,599,0,9
1974,514,0,600,0,4
1975,515,0,601,0,4
1976,516,0,602,0,4
1978,517,0,603,0,4
1979,518,0,604,0,4
1981,519,0,605,0,4
1982,520,0,606,0,4
1983,521,0,607,0,9
1984,522,0,337,0,9
1985,523,0,608,0,9
1986,524,0,609,0,5
1988,525,0,610,0,4
1990,526,0,611,0,4
1991,527,0,332,0,4
1992,528,0,612,0,5
1994,529,0,613,0,4
1997,530,0,614,0,4
1998,531,0,615,0,4
2000,532,0,616,0,5
2011,533,0,617,0,4
2013,534,0,618,0,4
2014,535,0,619,0,4
2015,536,0,620,0,4
2016,537,0,292,0,4
2017,538,0,621,0,4
2018,539,0,622,0,5
2020,540,0,285,0,4
2021,541,0,623,0,4
2023,542,0,624,0,9
2024,543,0,625,0,9
2025,544,0,626,0,9
2026,545,0,627,0,9
2027,546,0,556,0,9
2028,547,0,628,0,9
2029,548,0,629,0,9
2030,549,0,630,0,9
2032,550,0,631,0,5
2033,551,0,632,0,5
2034,552,0,633,0,4
2035,553,0,634,0,4
2036,554,0,635,0,5
2037,555,0,636,0,5
2040,556,0,637,0,4
2041,557,0,638,0,5
2042,558,0,639,0,5
2044,559,0,640,0,5
2046,560,0,307,0,4
2047,561,0,641,0,9
2048,562,0,642,0,9
2051,563,0,643,0,9
2052,564,0,643,0,9
2053,565,0,644,0,9
2054,566,0,645,0,9
2055,567,0,572,0,9
2056,568,0,642,0,9
2057,569,0,646,0,9
2058,570,0,647,0,4
2059,571,0,648,0,4
2064,572,0,649,0,9
2065,573,0,650,0,9
2066,574,0,651,0,9
2067,575,0,652,0,9
2069,576,0,653,0,9
2072,577,0,654,0,4
2073,578,0,655,0,4
2074,579,0,656,0,5
2075,580,0,581,0,4
2077,581,0,657,0,4
2078,582,0,658,0,4
2079,583,0,659,0,4
2080,584,0,660,0,4
2081,585,0,326,0,9
2084,586,0,661,0,4
2087,587,0,662,0,4
2088,588,0,663,0,4
2089,589,0,664,0,5
2092,590,0,665,0,9
2098,591,0,666,0,4
2099,592,0,667,0,4
2100,593,0,668,0,4
2105,594,0,669,0,5
2108,595,0,670,0,9
2109,596,0,500,0,9
2110,597,0,671,0,9
2112,598,0,672,0,9
2114,599,0,673,0,9
2117,600,0,674,0,9
2119,601,0,675,0,9
2120,602,0,676,0,9
2121,603,0,677,0,9
2122,604,0,678,0,9
2123,605,0,679,0,9
2124,606,0,680,0,9
2125,607,0,681,0,9
2126,608,0,682,0,9
2127,609,0,683,0,9
2129,610,0,684,0,3
2130,611,0,395,0,9
2131,612,0,685,0,9
2132,613,0,686,0,9
2134,614,0,687,0,9
2137,615,0,688,0,9
2138,616,0,689,0,9
2139,617,0,690,0,9
2140,618,0,691,0,4
2141,619,0,692,0,9
2142,620,0,693,0,9
2143,621,0,694,0,9
2144,622,0,695,0,9
2145,623,0,696,0,9
2146,624,0,697,0,9
2147,625,0,698,0,9
2148,626,0,699,0,9
2149,627,0,700,0,9
2150,628,0,701,0,9
2151,629,0,702,0,9
2152,630,0,703,0,9
2153,631,0,482,0,9
2156,632,0,704,0,9
2158,633,0,705,0,9
2159,634,0,706,0,9
2160,635,0,707,0,9
2163,636,0,708,0,4
2164,637,0,709,0,4
2165,638,0,373,0,9
2166,639,0,710,0,4
2167,640,0,711,0,4
2168,641,0,712,0,1
2169,642,0,713,0,1
2172,643,0,714,0,9
2173,644,0,715,0,9
2175,645,0,716,0,4
2176,646,0,717,0,9
2177,647,0,718,0,9
2178,648,0,719,0,9
2179,649,0,720,0,9
2180,650,0,721,0,9
2181,651,0,722,0,9
2182,652,0,723,0,9
2183,653,0,724,0,9
2184,654,0,665,0,9
2186,655,0,235,0,9
2189,656,0,725,0,9
2194,657,0,726,0,4
2195,658,0,665,0,9
2196,659,0,727,0,9
2197,660,0,728,0,9
2198,661,0,729,0,9
2199,662,0,730,0,9
2200,663,0,731,0,9
2201,664,0,732,0,9
2202,665,0,733,0,9
2203,666,0,734,0,4
2204,667,0,735,0,4
2205,668,0,736,0,4
2207,669,0,737,0,9
2208,670,0,738,0,9
2209,671,0,739,0,9
2210,672,0,740,0,4
2211,673,0,741,0,4
2212,674,0,742,0,4
2213,675,0,643,0,4
2214,676,0,743,0,4
2215,677,0,744,0,4
2216,678,0,745,0,4
2217,679,0,746,0,4
2218,680,0,747,0,5
2219,681,0,748,0,4
2220,682,0,749,0,4
2221,683,0,750,0,4
2222,684,0,608,0,4
2224,685,0,751,0,9
2225,686,0,752,0,9
2226,687,0,753,0,4
2227,688,0,754,0,4
2230,689,0,755,0,5
2231,690,0,756,0,5
2232,691,0,757,0,4
2233,692,0,758,0,4
2234,693,0,759,0,4
2235,694,0,760,0,4
2236,695,0,761,0,4
2237,696,0,762,0,2
2238,697,0,763,0,2
2240,698,0,764,0,9
2241,699,0,765,0,4
2243,700,0,766,0,4
2244,701,0,767,0,4
2245,702,0,768,0,4
2249,703,0,356,0,0
2254,704,0,769,0,4
2256,705,0,770,0,4
2257,706,0,771,0,9
2258,707,0,320,0,9
2259,708,0,772,0,9
2260,709,0,773,0,9
2263,710,0,774,0,5
2264,711,0,775,0,4
2265,712,0,776,0,4
2266,713,0,777,0,4
2267,714,0,261,0,4
2268,715,0,778,0,9
2271,716,0,779,0,4
2273,717,0,780,0,4
2274,718,0,211,0,4
2276,719,0,781,0,4
2277,720,0,782,0,4
2278,721,0,783,0,4
2280,722,0,784,0,4
2281,723,0,776,0,4
2282,724,0,785,0,9
2283,725,0,786,0,4
2284,726,0,787,0,4
2291,727,0,788,0,4
2292,728,0,789,0,4
2299,729,0,790,0,4
2300,730,0,791,0,8
2302,731,0,252,0,9
2303,732,0,254,0,9
2307,733,0,792,0,8
2308,734,0,537,0,8
2309,735,0,793,0,8
2310,736,0,794,0,8
2311,737,0,795,0,8
2312,738,0,796,0,8
2314,739,0,797,0,8
2315,740,0,798,0,8
2316,741,0,764,0,8
2317,742,0,799,0,8
2326,743,0,329,0,9
2327,744,0,800,0,9
2361,745,0,801,0,9
2362,746,0,802,0,9
2364,747,0,803,0,9
2366,748,0,804,0,9
2367,749,0,805,0,9
2369,750,0,806,0,9
2370,751,0,807,0,9
2371,752,0,808,0,9
2372,753,0,809,0,9
2373,754,0,810,0,9
2374,755,0,811,0,9
2375,756,0,812,0,9
2376,757,0,813,0,3
2379,758,0,500,0,9
2380,759,0,494,0,9
2381,760,0,499,0,9
2383,761,0,495,0,9
2384,762,0,496,0,9
2385,763,0,498,0,9
2386,764,0,814,0,9
2387,765,0,494,0,9
2388,766,0,710,0,9
2389,767,0,815,0,9
2390,768,0,816,0,9
2391,769,0,421,0,9
2392,770,0,817,0,9
2393,771,0,494,0,9
2394,772,0,499,0,9
2395,773,0,495,0,9
2396,774,0,496,0,9
2397,775,0,818,0,9
2398,776,0,292,0,9
2399,777,0,494,0,9
2400,778,0,710,0,9
2401,779,0,815,0,9
2402,780,0,816,0,9
2403,781,0,421,0,9
2410,782,0,326,0,4
2417,783,0,819,0,9
2418,784,0,820,0,9
2419,785,0,821,0,9
2420,786,0,822,0,9
2421,787,0,823,0,9
2422,788,0,824,0,9
2423,789,0,825,0,9
2424,790,0,826,0,9
2425,791,0,827,0,9
2426,792,0,828,0,9
2427,793,0,829,0,9
2428,794,0,830,0,9
2429,795,0,831,0,9
2431,796,0,832,0,9
2432,797,0,833,0,9
2434,798,0,834,0,9
2435,799,0,835,0,9
2437,800,0,836,0,9
2438,801,0,837,0,9
2440,802,0,838,0,9
2445,803,0,839,0,3
2446,804,0,840,0,3
2448,805,0,841,0,3
2451,806,0,842,0,3
2463,807,0,843,0,9
2464,808,0,844,0,9
2465,809,0,845,0,9
2467,810,0,846,0,9
2468,811,0,847,0,9
2469,812,0,848,0,9
2470,813,0,849,0,9
2471,814,0,850,0,9
2472,815,0,851,0,9
2473,816,0,852,0,9
2474,817,0,853,0,9
2475,818,0,854,0,9
2479,819,0,855,0,9
2480,820,0,856,0,9
2488,821,0,154,0,9
2489,822,0,607,0,9
2490,823,0,388,0,9
2491,824,0,857,0,9
2492,825,0,858,0,9
2493,826,0,859,0,9
2494,827,0,860,0,9
2495,828,0,861,0,9
2504,829,0,862,0,9
2505,830,0,863,0,9
2506,831,0,864,0,9
2507,832,0,865,0,9
2508,833,0,866,0,9
2509,834,0,867,0,9
2510,835,0,866,0,9
2511,836,0,868,0,9
2512,837,0,869,0,9
2515,838,0,869,0,9
2516,839,0,870,0,9
2519,840,0,870,0,9
2520,841,0,871,0,9
2521,842,0,872,0,9
2522,843,0,873,0,9
2523,844,0,874,0,9
2524,845,0,875,0,9
2525,846,0,876,0,9
2526,847,0,877,0,9
2527,848,0,878,0,9
2528,849,0,698,0,9
2529,850,0,879,0,9
2530,851,0,880,0,9
2531,852,0,881,0,9
2532,853,0,882,0,9
2533,854,0,883,0,9
2534,855,0,884,0,9
2535,856,0,885,0,9
2545,857,0,886,0,5
2546,858,0,887,0,9
2547,859,0,375,0,9
2549,860,0,888,0,4
2550,861,0,862,0,9
2551,862,0,889,0,9
2552,863,0,867,0,9
2557,864,0,890,0,9
2558,865,0,891,0,9
2559,866,0,892,0,9
2562,867,0,893,0,2
2564,868,0,894,0,4
2565,869,0,895,0,4
2566,870,0,896,0,4
2567,871,0,897,0,4
2568,872,0,898,0,9
2569,873,0,899,0,8
2570,874,0,412,0,9
2571,875,0,900,0,9
2572,876,0,901,0,8
2575,877,0,902,0,2
2576,878,0,903,0,8
2577,879,0,904,0,8
2578,880,0,905,0,8
2579,881,0,906,0,8
2580,882,0,517,0,8
2582,883,0,907,0,8
2583,884,0,908,0,8
2584,885,0,909,0,9
2585,886,0,910,0,8
2586,887,0,911,0,9
2587,888,0,912,0,8
2612,889,0,913,0,9
2613,890,0,914,0,9
2614,891,0,915,0,9
2615,892,0,916,0,9
2616,893,0,917,0,9
2617,894,0,918,0,9
2618,895,0,919,0,9
2620,896,0,920,0,4
2621,897,0,921,0,4
2622,898,0,922,0,4
2623,899,0,923,0,4
2624,900,0,924,0,4
2632,901,0,925,0,4
2635,902,0,494,0,9
2642,903,0,495,0,9
2643,904,0,496,0,9
2644,905,0,926,0,9
2645,906,0,498,0,9
2646,907,0,499,0,9
2648,908,0,500,0,9
2649,909,0,494,0,9
2650,910,0,495,0,9
2651,911,0,496,0,9
2652,912,0,927,0,9
2653,913,0,498,0,9
2654,914,0,499,0,9
2656,915,0,500,0,9
2664,916,0,928,0,4
2690,917,0,929,0,9
2691,918,0,495,0,9
2694,919,0,930,0,5
2695,920,0,395,0,9
2703,921,0,931,0,9
2704,922,0,932,0,9
2705,923,0,933,0,9
2706,924,0,934,0,9
2707,925,0,935,0,9
2708,926,0,936,0,9
2709,927,0,937,0,9
2710,928,0,893,0,9
2711,929,0,223,0,9
2714,930,0,938,0,9
2715,931,0,939,0,9
2716,932,0,940,0,9
2717,933,0,941,0,9
2718,934,0,942,0,9
2721,935,0,943,0,4
2754,936,0,944,0,9
2763,937,0,688,0,9
2764,938,0,579,0,9
2765,939,0,945,0,9
2766,940,0,946,0,9
2773,941,0,947,0,9
2774,942,0,948,0,9
2777,943,0,949,0,9
2778,944,0,948,0,9
2780,945,0,950,0,9
2781,946,0,951,0,9
2782,947,0,952,0,9
2783,948,0,953,0,9
2785,949,0,954,0,9
2786,950,0,955,0,9
2787,951,0,956,0,9
2800,952,0,957,0,4
2801,953,0,958,0,4
2805,954,0,959,0,5
2807,955,0,960,0,4
2809,956,0,578,0,9
2810,957,0,961,0,9
2813,958,0,962,0,9
2815,959,0,963,0,4
2816,960,0,964,0,4
2817,961,0,965,0,9
2818,962,0,966,0,5
2819,963,0,967,0,4
2821,964,0,968,0,4
2822,965,0,969,0,5
2823,966,0,970,0,4
2824,967,0,971,0,4
2825,968,0,972,0,4
2827,969,0,629,0,9
2844,970,0,297,0,9
2845,971,0,973,0,9
2847,972,0,974,0,9
2848,973,0,975,0,8
2849,974,0,976,0,8
2850,975,0,389,0,8
2851,976,0,977,0,9
2852,977,0,978,0,9
2853,978,0,979,0,9
2854,979,0,980,0,8
2857,980,0,981,0,8
2864,981,0,982,0,8
2865,982,0,983,0,8
2866,983,0,984,0,8
2867,984,0,979,0,8
2868,985,0,985,0,8
2869,986,0,986,0,8
2870,987,0,987,0,8
2877,988,0,988,0,4
2878,989,0,989,0,4
2879,990,0,990,0,4
2884,991,0,991,0,9
2898,992,0,992,0,9
2899,993,0,993,0,4
2900,994,0,994,0,2
2901,995,0,218,0,9
2902,996,0,995,0,5
2903,997,0,996,0,5
2904,998,0,997,0,5
2905,999,0,998,0,9
2906,1000,0,886,0,5
2907,1001,0,999,0,5
2908,1002,0,1000,0,5
2910,1003,0,1001,0,5
2911,1004,0,1002,0,4
2912,1005,0,1003,0,4
2913,1006,0,1004,0,5
2915,1007,0,1005,0,4
2916,1008,0,1006,0,2
2941,1009,0,1007,0,4
2942,1010,0,1008,0,4
2943,1011,0,1009,0,5
2944,1012,0,1010,0,0
2949,1013,0,1011,0,5
2950,1014,0,1012,0,5
2953,1015,0,1013,0,5
2954,1016,0,1014,0,5
2955,1017,0,1015,0,4
2957,1018,0,1016,0,4
2958,1019,0,1017,0,4
2959,1020,0,1018,0,9
2960,1021,0,1019,0,9
2961,1022,0,1020,0,4
2962,1023,0,1021,0,4
2963,1024,0,1022,0,9
2964,1025,0,1023,0,9
2965,1026,0,1024,0,4
2966,1027,0,1025,0,4
2967,1028,0,1026,0,9
2968,1029,0,1027,0,9
2969,1030,0,1028,0,4
2970,1031,0,1029,0,4
2971,1032,0,1030,0,9
2972,1033,0,1031,0,9
2973,1034,0,1032,0,4
2974,1035,0,1033,0,4
2975,1036,0,1034,0,9
2976,1037,0,1035,0,4
2977,1038,0,292,0,4
2978,1039,0,710,0,5
2979,1040,0,815,0,9
2980,1041,0,1036,0,4
2981,1042,0,1037,0,4
2982,1043,0,1038,0,4
2983,1044,0,1039,0,4
2984,1045,0,1040,0,4
2985,1046,0,1041,0,4
2986,1047,0,1042,0,4
2987,1048,0,1043,0,4
2988,1049,0,1044,0,4
2989,1050,0,1045,0,4
2990,1051,0,1046,0,4
2991,1052,0,1047,0,4
2992,1053,0,1048,0,4
3000,1054,0,1049,0,4
3008,1055,0,537,0,9
3011,1056,0,1050,0,4
3018,1057,0,1051,0,4
3019,1058,0,1052,0,4
3020,1059,0,1053,0,4
3021,1060,0,1054,0,4
3022,1061,0,1055,0,4
3023,1062,0,1056,0,9
3024,1063,0,1057,0,9
3025,1064,0,1058,0,9
3026,1065,0,1059,0,9
3027,1066,0,1060,0,9
3028,1067,0,862,0,9
3030,1068,0,869,0,9
3033,1069,0,870,0,9
3036,1070,0,1061,0,4
3037,1071,0,1062,0,4
3039,1072,0,1063,0,4
3040,1073,0,1064,0,4
3041,1074,0,1065,0,4
3042,1075,0,1066,0,4
3045,1076,0,1067,0,4
3047,1077,0,1068,0,4
3048,1078,0,1069,0,4
3049,1079,0,1070,0,4
3053,1080,0,1071,0,4
3055,1081,0,1072,0,4
