ID,Asset,Start_asset,Fail_asset,Modifier_tree_ID,Start_timer,Eligibility_world_state_ID,Type,Start_event,Fail_event,Flags,Eligibility_world_state_value
383,562,0,0,0,0,0,8,0,0,0,0
384,564,0,0,0,0,0,8,0,0,0,0
385,566,0,0,0,0,0,8,0,0,0,0
386,568,0,0,0,0,0,8,0,0,0,0
387,572,0,0,0,0,0,8,0,0,0,0
388,574,0,0,0,0,0,8,0,0,0,0
389,563,0,0,0,0,0,8,0,0,0,0
390,565,0,0,0,0,0,8,0,0,0,0
391,567,0,0,0,0,0,8,0,0,0,0
392,569,0,0,0,0,0,8,0,0,0,0
393,573,0,0,0,0,0,8,0,0,0,0
394,575,0,0,0,0,0,8,0,0,0,0
406,8193,0,0,0,0,0,27,0,0,0,0
409,23682,0,0,0,0,0,0,0,0,0,0
414,123,0,0,0,0,0,30,0,0,0,0
419,63,0,0,0,0,0,30,0,0,0,0
421,63,30,0,0,0,0,30,3,3,3,0
422,65,30,0,0,0,0,30,3,3,3,0
423,61,30,0,0,0,0,30,3,3,3,0
424,64,30,0,0,0,0,30,3,3,3,0
425,3057,30,0,0,0,0,31,3,3,3,0
426,122,529,0,0,0,0,30,3,3,3,0
427,123,529,0,0,0,0,30,3,3,3,0
431,3421,529,0,0,0,0,31,3,3,3,0
432,3420,529,0,0,0,0,31,3,3,3,0
433,3423,529,0,0,0,0,31,3,3,3,0
434,3422,529,0,0,0,0,31,3,3,3,0
435,3424,529,0,0,0,0,31,3,3,3,0
436,64,0,0,0,0,0,30,0,0,0,0
437,61,0,0,0,0,0,30,0,0,0,0
438,183,0,0,0,0,0,30,0,0,0,0
439,42,0,0,0,0,0,30,0,0,0,0
440,44,0,0,0,0,0,30,0,0,0,0
441,3870,566,0,0,0,0,31,3,3,3,0
442,3871,566,0,0,0,0,31,3,3,3,0
443,3872,566,0,0,0,0,31,3,3,3,0
444,3869,566,0,0,0,0,31,3,3,3,0
447,3,0,0,0,0,0,39,0,0,0,0
448,2,0,0,0,0,0,38,0,0,0,0
449,3,0,0,0,0,0,38,0,0,0,0
450,5,0,0,0,0,0,38,0,0,0,0
451,2,0,0,0,0,0,39,0,0,0,0
452,5,0,0,0,0,0,39,0,0,0,0
455,448,0,0,0,0,0,20,0,0,0,0
456,11946,0,0,0,0,0,20,0,0,0,0
472,21100,0,0,0,0,0,36,0,0,0,0
477,25740,0,0,0,0,0,0,0,0,0,0
478,7043,0,0,0,0,0,27,0,0,0,0
479,6983,0,0,0,0,0,27,0,0,0,0
480,86832,0,0,0,0,0,0,0,0,0,0
481,36648,0,0,0,0,0,0,0,0,0,0
482,10181,0,0,0,0,0,0,0,0,0,0
483,16802,0,0,0,0,0,0,0,0,0,0
484,610,0,0,0,0,0,8,0,0,0,0
485,611,0,0,0,0,0,8,0,0,0,0
486,612,0,0,0,0,0,8,0,0,0,0
487,613,0,0,0,0,0,8,0,0,0,0
489,42129,0,0,0,0,0,0,0,0,0,0
490,7999,0,0,0,0,0,0,0,0,0,0
491,17468,0,0,0,0,0,0,0,0,0,0
492,615,0,0,0,0,0,8,0,0,0,0
493,616,0,0,0,0,0,8,0,0,0,0
494,617,0,0,0,0,0,8,0,0,0,0
495,618,0,0,0,0,0,8,0,0,0,0
496,21541,0,0,0,0,0,36,0,0,0,0
497,21544,0,0,0,0,0,36,0,0,0,0
498,21543,0,0,0,0,0,36,0,0,0,0
499,21157,0,0,0,0,0,36,0,0,0,0
500,21538,0,0,0,0,0,36,0,0,0,0
501,21539,0,0,0,0,0,36,0,0,0,0
502,117,0,0,0,0,0,43,0,0,0,0
504,2627,0,0,0,0,0,43,0,0,0,0
505,113,0,0,0,0,0,43,0,0,0,0
507,2629,0,0,0,0,0,43,0,0,0,0
508,109,0,0,0,0,0,43,0,0,0,0
509,108,0,0,0,0,0,43,0,0,0,0
510,107,0,0,0,0,0,43,0,0,0,0
511,2630,0,0,0,0,0,43,0,0,0,0
512,104,0,0,0,0,0,43,0,0,0,0
517,2628,0,0,0,0,0,43,0,0,0,0
519,1041,0,0,0,0,0,43,0,0,0,0
522,28860,0,0,330,0,0,0,0,0,0,0
533,132022,0,0,0,0,0,28,0,0,0,0
535,6487,0,0,0,0,0,0,0,0,0,0
536,3975,0,0,0,0,0,0,0,0,0,0
537,4543,0,0,0,0,0,0,0,0,0,0
545,11492,0,0,0,0,0,0,0,0,0,0
546,11496,0,0,0,0,0,0,0,0,0,0
548,10508,0,0,0,0,0,0,0,0,0,0
549,1853,0,0,0,0,0,0,0,0,0,0
550,10813,0,0,0,0,0,0,0,0,0,0
569,13584,0,0,0,0,0,36,0,0,0,0
570,13583,0,0,0,0,0,36,0,0,0,0
571,13582,0,0,0,0,0,36,0,0,0,0
572,25535,0,0,0,0,0,36,0,0,0,0
592,39286,0,0,0,0,0,36,0,0,0,0
611,529,529,0,137,0,0,1,3,3,0,0
641,44,0,0,0,0,0,7,0,0,0,0
645,708,0,0,0,0,0,8,0,0,0,0
646,710,0,0,0,0,0,8,0,0,0,0
648,712,0,0,0,0,0,8,0,0,0,0
651,45,0,0,0,0,0,7,0,0,0,0
652,226,0,0,0,0,0,7,0,0,0,0
653,173,0,0,0,0,0,7,0,0,0,0
654,46,0,0,0,0,0,7,0,0,0,0
655,54,0,0,0,0,0,7,0,0,0,0
656,229,0,0,0,0,0,7,0,0,0,0
657,136,0,0,0,0,0,7,0,0,0,0
707,14,0,0,0,0,0,44,0,0,0,0
710,11,0,0,0,0,0,44,0,0,0,0
711,10,0,0,0,0,0,44,0,0,0,0
714,7,0,0,0,0,0,44,0,0,0,0
721,6,0,0,0,0,0,44,0,0,0,0
723,4,0,0,0,0,0,44,0,0,0,0
724,3,0,0,0,0,0,44,0,0,0,0
728,13,0,0,0,0,0,44,0,0,0,0
729,12,0,0,0,0,0,44,0,0,0,0
732,9,0,0,0,0,0,44,0,0,0,0
733,8,0,0,0,0,0,44,0,0,0,0
736,5,0,0,0,0,0,44,0,0,0,0
739,2,0,0,0,0,0,44,0,0,0,0
740,1,0,0,0,0,0,44,0,0,0,0
744,10445,0,0,0,0,0,27,0,0,0,0
745,10985,0,0,0,0,0,27,0,0,0,0
747,9269,0,0,0,0,0,27,0,0,0,0
748,9270,0,0,0,0,0,27,0,0,0,0
749,9257,0,0,0,0,0,27,0,0,0,0
750,9271,0,0,0,0,0,27,0,0,0,0
753,43,0,0,0,0,0,7,0,0,0,0
754,172,0,0,0,0,0,7,0,0,0,0
755,55,0,0,0,0,0,7,0,0,0,0
757,228,0,0,0,0,0,7,0,0,0,0
758,489,35912,0,0,420,0,1,13,3,0,0
759,18834,0,0,0,0,0,36,0,0,0,0
760,18853,0,0,0,0,0,36,0,0,0,0
761,18849,0,0,0,0,0,36,0,0,0,0
762,18851,0,0,0,0,0,36,0,0,0,0
763,18845,0,0,0,0,0,36,0,0,0,0
764,29592,0,0,0,0,0,36,0,0,0,0
765,18852,0,0,0,0,0,36,0,0,0,0
766,18846,0,0,0,0,0,36,0,0,0,0
767,18850,0,0,0,0,0,36,0,0,0,0
768,28239,0,0,0,0,0,36,0,0,0,0
769,38588,0,0,0,0,0,36,0,0,0,0
770,37865,0,0,0,0,0,36,0,0,0,0
771,30346,0,0,0,0,0,36,0,0,0,0
772,30345,0,0,0,0,0,36,0,0,0,0
773,30344,0,0,0,0,0,36,0,0,0,0
774,30343,0,0,0,0,0,36,0,0,0,0
775,28241,0,0,0,0,0,36,0,0,0,0
776,28242,0,0,0,0,0,36,0,0,0,0
777,28240,0,0,0,0,0,36,0,0,0,0
778,28243,0,0,0,0,0,36,0,0,0,0
779,18863,0,0,0,0,0,36,0,0,0,0
780,18864,0,0,0,0,0,36,0,0,0,0
781,18857,0,0,0,0,0,36,0,0,0,0
782,18862,0,0,0,0,0,36,0,0,0,0
783,18856,0,0,0,0,0,36,0,0,0,0
784,18858,0,0,0,0,0,36,0,0,0,0
785,18859,0,0,0,0,0,36,0,0,0,0
786,18854,0,0,0,0,0,36,0,0,0,0
787,29593,0,0,0,0,0,36,0,0,0,0
788,28234,0,0,0,0,0,36,0,0,0,0
789,28235,0,0,0,0,0,36,0,0,0,0
790,28236,0,0,0,0,0,36,0,0,0,0
791,28237,0,0,0,0,0,36,0,0,0,0
792,30349,0,0,0,0,0,36,0,0,0,0
793,30351,0,0,0,0,0,36,0,0,0,0
794,38589,0,0,0,0,0,36,0,0,0,0
795,37864,0,0,0,0,0,36,0,0,0,0
796,30350,0,0,0,0,0,36,0,0,0,0
797,30348,0,0,0,0,0,36,0,0,0,0
798,28238,0,0,0,0,0,36,0,0,0,0
799,27445,0,0,0,0,0,36,0,0,0,0
822,242,0,0,0,0,0,43,0,0,0,0
823,244,0,0,0,0,0,43,0,0,0,0
825,248,0,0,0,0,0,43,0,0,0,0
826,250,0,0,0,0,0,43,0,0,0,0
827,252,0,0,0,0,0,43,0,0,0,0
828,254,0,0,0,0,0,43,0,0,0,0
829,256,0,0,0,0,0,43,0,0,0,0
830,258,0,0,0,0,0,43,0,0,0,0
831,260,0,0,0,0,0,43,0,0,0,0
832,262,0,0,0,0,0,43,0,0,0,0
834,160,0,0,0,0,0,7,0,0,0,0
845,130,0,0,0,0,0,8,0,0,0,0
846,135,0,0,0,0,0,8,0,0,0,0
847,125,0,0,0,0,0,8,0,0,0,0
903,2709,0,0,0,0,0,43,0,0,0,0
904,2707,0,0,0,0,0,43,0,0,0,0
905,2719,0,0,0,0,0,43,0,0,0,0
906,2713,0,0,0,0,0,43,0,0,0,0
907,2714,0,0,0,0,0,43,0,0,0,0
908,2708,0,0,0,0,0,43,0,0,0,0
909,2716,0,0,0,0,0,43,0,0,0,0
910,2705,0,0,0,0,0,43,0,0,0,0
912,2710,0,0,0,0,0,43,0,0,0,0
913,2718,0,0,0,0,0,43,0,0,0,0
914,2706,0,0,0,0,0,43,0,0,0,0
915,2717,0,0,0,0,0,43,0,0,0,0
916,2712,0,0,0,0,0,43,0,0,0,0
917,461,0,0,0,0,0,43,0,0,0,0
918,462,0,0,0,0,0,43,0,0,0,0
920,464,0,0,0,0,0,43,0,0,0,0
921,465,0,0,0,0,0,43,0,0,0,0
922,466,0,0,0,0,0,43,0,0,0,0
924,468,0,0,0,0,0,43,0,0,0,0
925,469,0,0,0,0,0,43,0,0,0,0
926,470,0,0,0,0,0,43,0,0,0,0
927,471,0,0,0,0,0,43,0,0,0,0
928,472,0,0,0,0,0,43,0,0,0,0
929,473,0,0,0,0,0,43,0,0,0,0
930,474,0,0,0,0,0,43,0,0,0,0
943,533,0,0,0,0,0,16,0,0,0,0
962,561,0,0,0,0,0,43,0,0,0,0
963,562,0,0,0,0,0,43,0,0,0,0
964,2427,0,0,0,0,0,43,0,0,0,0
965,565,0,0,0,0,0,43,0,0,0,0
966,566,0,0,0,0,0,43,0,0,0,0
967,567,0,0,0,0,0,43,0,0,0,0
968,568,0,0,0,0,0,43,0,0,0,0
969,569,0,0,0,0,0,43,0,0,0,0
970,570,0,0,0,0,0,43,0,0,0,0
971,2426,0,0,0,0,0,43,0,0,0,0
972,572,0,0,0,0,0,43,0,0,0,0
973,573,0,0,0,0,0,43,0,0,0,0
974,574,0,0,0,0,0,43,0,0,0,0
975,575,0,0,0,0,0,43,0,0,0,0
976,576,0,0,0,0,0,43,0,0,0,0
982,0,0,0,0,0,0,47,0,0,0,0
1014,2650,0,0,0,0,0,43,0,0,0,0
1016,2643,0,0,0,0,0,43,0,0,0,0
1017,2652,0,0,0,0,0,43,0,0,0,0
1018,2647,0,0,0,0,0,43,0,0,0,0
1020,2690,0,0,0,0,0,43,0,0,0,0
1021,2651,0,0,0,0,0,43,0,0,0,0
1023,2644,0,0,0,0,0,43,0,0,0,0
1027,2648,0,0,0,0,0,43,0,0,0,0
1028,821,0,0,0,0,0,43,0,0,0,0
1029,2444,0,0,0,0,0,43,0,0,0,0
1030,823,0,0,0,0,0,43,0,0,0,0
1031,824,0,0,0,0,0,43,0,0,0,0
1032,2448,0,0,0,0,0,43,0,0,0,0
1033,826,0,0,0,0,0,43,0,0,0,0
1034,827,0,0,0,0,0,43,0,0,0,0
1035,828,0,0,0,0,0,43,0,0,0,0
1036,829,0,0,0,0,0,43,0,0,0,0
1037,236,0,0,0,0,0,43,0,0,0,0
1038,235,0,0,0,0,0,43,0,0,0,0
1039,234,0,0,0,0,0,43,0,0,0,0
1041,232,0,0,0,0,0,43,0,0,0,0
1042,231,0,0,0,0,0,43,0,0,0,0
1043,230,0,0,0,0,0,43,0,0,0,0
1044,229,0,0,0,0,0,43,0,0,0,0
1045,2587,0,0,0,0,0,43,0,0,0,0
1046,227,0,0,0,0,0,43,0,0,0,0
1047,226,0,0,0,0,0,43,0,0,0,0
1048,225,0,0,0,0,0,43,0,0,0,0
1049,224,0,0,0,0,0,43,0,0,0,0
1051,222,0,0,0,0,0,43,0,0,0,0
1053,2541,0,0,0,0,0,43,0,0,0,0
1054,2542,0,0,0,0,0,43,0,0,0,0
1055,2543,0,0,0,0,0,43,0,0,0,0
1056,304,0,0,0,0,0,43,0,0,0,0
1057,2539,0,0,0,0,0,43,0,0,0,0
1058,306,0,0,0,0,0,43,0,0,0,0
1059,2544,0,0,0,0,0,43,0,0,0,0
1060,308,0,0,0,0,0,43,0,0,0,0
1061,309,0,0,0,0,0,43,0,0,0,0
1062,310,0,0,0,0,0,43,0,0,0,0
1063,311,0,0,0,0,0,43,0,0,0,0
1064,312,0,0,0,0,0,43,0,0,0,0
1065,2537,0,0,0,0,0,43,0,0,0,0
1068,961,0,0,0,0,0,43,0,0,0,0
1069,962,0,0,0,0,0,43,0,0,0,0
1070,963,0,0,0,0,0,43,0,0,0,0
1071,2617,0,0,0,0,0,43,0,0,0,0
1072,965,0,0,0,0,0,43,0,0,0,0
1073,966,0,0,0,0,0,43,0,0,0,0
1074,2618,0,0,0,0,0,43,0,0,0,0
1075,968,0,0,0,0,0,43,0,0,0,0
1076,969,0,0,0,0,0,43,0,0,0,0
1077,970,0,0,0,0,0,43,0,0,0,0
1078,971,0,0,0,0,0,43,0,0,0,0
1079,972,0,0,0,0,0,43,0,0,0,0
1080,973,0,0,0,0,0,43,0,0,0,0
1081,2675,0,0,0,0,0,43,0,0,0,0
1082,2671,0,0,0,0,0,43,0,0,0,0
1083,2674,0,0,0,0,0,43,0,0,0,0
1084,2656,0,0,0,0,0,43,0,0,0,0
1085,2669,0,0,0,0,0,43,0,0,0,0
1086,2657,0,0,0,0,0,43,0,0,0,0
1087,2673,0,0,0,0,0,43,0,0,0,0
1088,2655,0,0,0,0,0,43,0,0,0,0
1089,2659,0,0,0,0,0,43,0,0,0,0
1090,2676,0,0,0,0,0,43,0,0,0,0
1091,2660,0,0,0,0,0,43,0,0,0,0
1092,2670,0,0,0,0,0,43,0,0,0,0
1093,2672,0,0,0,0,0,43,0,0,0,0
1094,2658,0,0,0,0,0,43,0,0,0,0
1095,2654,0,0,0,0,0,43,0,0,0,0
1096,2662,0,0,0,0,0,43,0,0,0,0
1097,2677,0,0,0,0,0,43,0,0,0,0
1098,2663,0,0,0,0,0,43,0,0,0,0
1099,2665,0,0,0,0,0,43,0,0,0,0
1100,2668,0,0,0,0,0,43,0,0,0,0
1101,2664,0,0,0,0,0,43,0,0,0,0
1102,2667,0,0,0,0,0,43,0,0,0,0
1103,2730,0,0,0,0,0,43,0,0,0,0
1104,2732,0,0,0,0,0,43,0,0,0,0
1105,2733,0,0,0,0,0,43,0,0,0,0
1106,2734,0,0,0,0,0,43,0,0,0,0
1107,2735,0,0,0,0,0,43,0,0,0,0
1108,2736,0,0,0,0,0,43,0,0,0,0
1109,2737,0,0,0,0,0,43,0,0,0,0
1110,2738,0,0,0,0,0,43,0,0,0,0
1111,2739,0,0,0,0,0,43,0,0,0,0
1112,2740,0,0,0,0,0,43,0,0,0,0
1113,2741,0,0,0,0,0,43,0,0,0,0
1114,2990,0,0,0,0,0,43,0,0,0,0
1115,601,0,0,0,0,0,43,0,0,0,0
1116,602,0,0,0,0,0,43,0,0,0,0
1117,2490,0,0,0,0,0,43,0,0,0,0
1118,604,0,0,0,0,0,43,0,0,0,0
1119,605,0,0,0,0,0,43,0,0,0,0
1120,606,0,0,0,0,0,43,0,0,0,0
1121,607,0,0,0,0,0,43,0,0,0,0
1122,608,0,0,0,0,0,43,0,0,0,0
1123,609,0,0,0,0,0,43,0,0,0,0
1124,610,0,0,0,0,0,43,0,0,0,0
1125,611,0,0,0,0,0,43,0,0,0,0
1126,612,0,0,0,0,0,43,0,0,0,0
1127,613,0,0,0,0,0,43,0,0,0,0
1128,614,0,0,0,0,0,43,0,0,0,0
1129,2759,0,0,0,0,0,43,0,0,0,0
1130,2762,0,0,0,0,0,43,0,0,0,0
1131,2756,0,0,0,0,0,43,0,0,0,0
1132,2883,0,0,0,0,0,43,0,0,0,0
1134,2760,0,0,0,0,0,43,0,0,0,0
1135,2758,0,0,0,0,0,43,0,0,0,0
1136,2725,0,0,0,0,0,43,0,0,0,0
1137,2726,0,0,0,0,0,43,0,0,0,0
1138,2729,0,0,0,0,0,43,0,0,0,0
1139,2722,0,0,0,0,0,43,0,0,0,0
1140,2728,0,0,0,0,0,43,0,0,0,0
1141,2997,0,0,0,0,0,43,0,0,0,0
1142,2723,0,0,0,0,0,43,0,0,0,0
1143,2724,0,0,0,0,0,43,0,0,0,0
1144,2720,0,0,0,0,0,43,0,0,0,0
1145,2721,0,0,0,0,0,43,0,0,0,0
1146,125,0,0,0,0,0,43,0,0,0,0
1147,122,0,0,0,0,0,43,0,0,0,0
1148,124,0,0,0,0,0,43,0,0,0,0
1151,126,0,0,0,0,0,43,0,0,0,0
1152,127,0,0,0,0,0,43,0,0,0,0
1153,128,0,0,0,0,0,43,0,0,0,0
1154,129,0,0,0,0,0,43,0,0,0,0
1155,130,0,0,0,0,0,43,0,0,0,0
1156,131,0,0,0,0,0,43,0,0,0,0
1157,132,0,0,0,0,0,43,0,0,0,0
1158,941,0,0,0,0,0,43,0,0,0,0
1159,1061,0,0,0,0,0,43,0,0,0,0
1160,1062,0,0,0,0,0,43,0,0,0,0
1161,421,0,0,0,0,0,43,0,0,0,0
1162,422,0,0,0,0,0,43,0,0,0,0
1163,2474,0,0,0,0,0,43,0,0,0,0
1164,424,0,0,0,0,0,43,0,0,0,0
1165,425,0,0,0,0,0,43,0,0,0,0
1166,2476,0,0,0,0,0,43,0,0,0,0
1167,427,0,0,0,0,0,43,0,0,0,0
1168,428,0,0,0,0,0,43,0,0,0,0
1169,429,0,0,0,0,0,43,0,0,0,0
1170,2475,0,0,0,0,0,43,0,0,0,0
1171,431,0,0,0,0,0,43,0,0,0,0
1172,432,0,0,0,0,0,43,0,0,0,0
1173,433,0,0,0,0,0,43,0,0,0,0
1174,2513,0,0,0,0,0,43,0,0,0,0
1175,317,0,0,0,0,0,43,0,0,0,0
1176,318,0,0,0,0,0,43,0,0,0,0
1177,319,0,0,0,0,0,43,0,0,0,0
1178,320,0,0,0,0,0,43,0,0,0,0
1179,321,0,0,0,0,0,43,0,0,0,0
1180,322,0,0,0,0,0,43,0,0,0,0
1181,323,0,0,0,0,0,43,0,0,0,0
1182,324,0,0,0,0,0,43,0,0,0,0
1183,325,0,0,0,0,0,43,0,0,0,0
1184,326,0,0,0,0,0,43,0,0,0,0
1185,364,0,0,0,0,0,43,0,0,0,0
1186,361,0,0,0,0,0,43,0,0,0,0
1187,362,0,0,0,0,0,43,0,0,0,0
1188,363,0,0,0,0,0,43,0,0,0,0
1189,365,0,0,0,0,0,43,0,0,0,0
1190,366,0,0,0,0,0,43,0,0,0,0
1191,367,0,0,0,0,0,43,0,0,0,0
1192,370,0,0,0,0,0,43,0,0,0,0
1193,369,0,0,0,0,0,43,0,0,0,0
1194,2519,0,0,0,0,0,43,0,0,0,0
1195,371,0,0,0,0,0,43,0,0,0,0
1197,524,0,0,0,0,0,43,0,0,0,0
1198,515,0,0,0,0,0,43,0,0,0,0
1199,525,0,0,0,0,0,43,0,0,0,0
1200,526,0,0,0,0,0,43,0,0,0,0
1212,514,0,0,0,0,0,43,0,0,0,0
1213,516,0,0,0,0,0,43,0,0,0,0
1215,518,0,0,0,0,0,43,0,0,0,0
1216,519,0,0,0,0,0,43,0,0,0,0
1217,520,0,0,0,0,0,43,0,0,0,0
1218,521,0,0,0,0,0,43,0,0,0,0
1220,523,0,0,0,0,0,43,0,0,0,0
1222,527,0,0,0,0,0,43,0,0,0,0
1224,2682,0,0,0,0,0,43,0,0,0,0
1225,2688,0,0,0,0,0,43,0,0,0,0
1226,2685,0,0,0,0,0,43,0,0,0,0
1227,2689,0,0,0,0,0,43,0,0,0,0
1228,2687,0,0,0,0,0,43,0,0,0,0
1229,2683,0,0,0,0,0,43,0,0,0,0
1230,2686,0,0,0,0,0,43,0,0,0,0
1231,2684,0,0,0,0,0,43,0,0,0,0
1232,2678,0,0,0,0,0,43,0,0,0,0
1233,2681,0,0,0,0,0,43,0,0,0,0
1234,529,0,0,29,0,0,1,0,0,0,0
1235,529,529,0,31,0,0,1,3,3,0,0
1236,489,489,0,1270,0,0,1,3,3,0,0
1237,529,35912,0,0,360,0,1,13,3,0,0
1238,566,566,0,45,0,0,1,3,3,0,0
1239,566,0,0,33,0,0,1,0,0,0,0
1240,566,35912,0,0,360,0,1,13,3,0,0
1241,30,9166,0,0,360,0,1,13,3,0,0
1242,30,30,0,380,0,0,1,3,3,1,0
1243,48171,0,0,0,0,0,28,0,0,0,0
1244,123064,0,0,3704,0,0,110,0,0,0,0
1245,48950,0,0,0,0,0,28,0,0,0,0
1246,49277,0,0,0,0,0,28,0,0,0,0
1247,48477,0,0,0,0,0,28,0,0,0,0
1248,288,0,0,0,0,0,43,0,0,0,0
1249,284,0,0,0,0,0,43,0,0,0,0
1250,282,0,0,0,0,0,43,0,0,0,0
1251,281,0,0,0,0,0,43,0,0,0,0
1252,2620,0,0,0,0,0,43,0,0,0,0
1253,285,0,0,0,0,0,43,0,0,0,0
1255,287,0,0,0,0,0,43,0,0,0,0
1256,289,0,0,0,0,0,43,0,0,0,0
1257,290,0,0,0,0,0,43,0,0,0,0
1258,291,0,0,0,0,0,43,0,0,0,0
1260,293,0,0,0,0,0,43,0,0,0,0
1261,294,0,0,0,0,0,43,0,0,0,0
1262,381,0,0,0,0,0,43,0,0,0,0
1263,382,0,0,0,0,0,43,0,0,0,0
1264,383,0,0,0,0,0,43,0,0,0,0
1265,384,0,0,0,0,0,43,0,0,0,0
1266,385,0,0,0,0,0,43,0,0,0,0
1267,2625,0,0,0,0,0,43,0,0,0,0
1268,387,0,0,0,0,0,43,0,0,0,0
1269,388,0,0,0,0,0,43,0,0,0,0
1270,389,0,0,0,0,0,43,0,0,0,0
1271,390,0,0,0,0,0,43,0,0,0,0
1272,2624,0,0,0,0,0,43,0,0,0,0
1273,392,0,0,0,0,0,43,0,0,0,0
1274,2622,0,0,0,0,0,43,0,0,0,0
1275,394,0,0,0,0,0,43,0,0,0,0
1277,4995,0,0,0,0,0,8,0,0,0,0
1278,761,0,0,0,0,0,8,0,0,0,0
1279,765,0,0,0,0,0,8,0,0,0,0
1280,766,0,0,0,0,0,8,0,0,0,0
1281,775,0,0,0,0,0,8,0,0,0,0
1282,777,0,0,0,0,0,8,0,0,0,0
1283,627,0,0,0,0,0,8,0,0,0,0
1284,778,0,0,0,0,0,8,0,0,0,0
1285,776,0,0,0,0,0,8,0,0,0,0
1286,771,0,0,0,0,0,8,0,0,0,0
1287,772,0,0,0,0,0,8,0,0,0,0
1288,779,0,0,0,0,0,8,0,0,0,0
1289,780,0,0,0,0,0,8,0,0,0,0
1290,768,0,0,0,0,0,8,0,0,0,0
1291,774,0,0,0,0,0,8,0,0,0,0
1292,769,0,0,0,0,0,8,0,0,0,0
1293,781,0,0,0,0,0,8,0,0,0,0
1294,782,0,0,0,0,0,8,0,0,0,0
1295,773,0,0,0,0,0,8,0,0,0,0
1296,770,0,0,0,0,0,8,0,0,0,0
1297,802,0,0,0,0,0,8,0,0,0,0
1298,841,0,0,0,0,0,8,0,0,0,0
1299,91,0,0,0,0,0,43,0,0,0,0
1300,84,0,0,0,0,0,43,0,0,0,0
1302,87,0,0,0,0,0,43,0,0,0,0
1303,88,0,0,0,0,0,43,0,0,0,0
1304,89,0,0,0,0,0,43,0,0,0,0
1305,92,0,0,0,0,0,43,0,0,0,0
1306,93,0,0,0,0,0,43,0,0,0,0
1307,94,0,0,0,0,0,43,0,0,0,0
1308,85,0,0,0,0,0,43,0,0,0,0
1309,2573,0,0,0,0,0,43,0,0,0,0
1310,1179,0,0,0,0,0,43,0,0,0,0
1311,1180,0,0,0,0,0,43,0,0,0,0
1312,1181,0,0,0,0,0,43,0,0,0,0
1313,1182,0,0,0,0,0,43,0,0,0,0
1314,2454,0,0,0,0,0,43,0,0,0,0
1315,341,0,0,0,0,0,43,0,0,0,0
1318,2451,0,0,0,0,0,43,0,0,0,0
1319,346,0,0,0,0,0,43,0,0,0,0
1320,2452,0,0,0,0,0,43,0,0,0,0
1321,2453,0,0,0,0,0,43,0,0,0,0
1322,349,0,0,0,0,0,43,0,0,0,0
1323,741,0,0,0,0,0,43,0,0,0,0
