ID,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAura,EffectAuraPeriod,EffectBasePoints,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,ImplicitTarget_0,ImplicitTarget_1,SpellID
683035,0,0,6,0,0,13,0,21,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,5875
683285,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,754,0,0,0,0,0,0,0,1,0,4975
683307,0,0,6,0,0,553,0,-4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,5868
683382,0,0,6,0,0,552,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,5869
683405,0,0,6,0,0,552,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,5870
683406,0,0,6,0,0,552,0,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,5871
683421,0,0,6,0,0,22,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14548
683480,0,0,6,0,0,39,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,21,0,4980
683602,0,0,6,0,0,13,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,4871
683605,0,1,6,0,0,22,0,-3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,4788
683626,0,1,6,0,0,22,0,-5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,4790
683795,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,758,0,0,0,0,0,0,0,1,0,4977
683797,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,760,0,0,0,0,0,0,0,1,0,4978
684090,0,0,6,0,0,22,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14545
684117,0,0,6,0,0,69,0,524,0,1,0,351,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7236
684138,0,0,6,0,0,69,0,299,0,1,0,201,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7240
684172,0,0,6,0,0,69,0,1349,0,1,0,901,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7239
684368,0,0,6,0,0,22,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14544
684442,0,0,6,0,0,69,0,974,0,1,0,651,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7237
684460,0,0,6,0,0,69,0,674,0,1,0,451,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7238
684561,0,0,6,0,0,22,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14541
684645,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1086,0,0,0,0,0,0,0,1,0,6620
684743,0,0,6,0,0,13,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7700
685051,0,0,6,0,0,69,0,164,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,6143
685052,0,1,6,1,0,74,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,6143
685169,0,0,6,0,0,553,0,-3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,5867
685174,0,1,6,0,0,22,0,-9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,5843
685202,0,0,6,0,0,553,0,-2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,5865
685220,0,0,6,0,0,14,0,49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,6,0,6873
685275,0,0,6,0,0,552,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,5866
685322,0,1,6,0,0,22,0,-7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,5842
685346,0,0,6,0,0,22,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14543
685363,0,0,6,0,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7940
685677,0,2,6,0,0,22,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7302
685683,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,0,0,0,0,7859
685712,0,0,6,0,0,13,0,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7702
685715,0,2,6,0,0,22,0,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7320
685723,0,0,6,0,0,13,0,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7701
685730,0,0,6,0,0,13,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7703
685894,0,0,6,0,0,13,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7697
685939,0,0,6,0,0,13,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7698
685940,0,0,6,0,0,13,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,7699
685944,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,1,0,7155
685970,0,1,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9051,0,0,0,0,0,0,0,1,0,7211
686139,0,0,6,0,0,69,0,289,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,8461
686140,0,1,6,1,0,74,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,8461
686192,0,0,6,0,0,69,0,469,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,8462
686193,0,1,6,1,0,74,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,8462
686316,0,0,28,9.999999843067501e+16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6388,61,0,0,0,0,0,0,32,0,8834
686397,0,0,24,0,0,0,0,0,0,1,0,1,6316,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7754
686662,0,0,27,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,18,0,8675
687002,0,0,2,0,0,0,0,49,1,1,0,16,0,0,0,0,2.59999990463,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9779
687140,0,0,6,0,0,13,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9403
687199,0,0,6,0,0,13,0,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9306
687240,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,1,0,9135
687290,0,0,6,0,0,69,0,674,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,10177
687291,0,1,6,1,0,74,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,10177
687323,0,2,6,0,0,13,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,25,0,8733
687329,0,0,6,0,0,13,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9307
687369,0,0,24,0,0,0,0,0,0,1,0,1,7916,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9818
687495,0,0,6,0,0,13,0,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9402
687518,0,0,6,0,0,13,0,13,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9404
687586,0,2,6,0,0,22,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,10220
687612,0,2,6,0,0,22,0,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,10219
687663,0,0,6,0,0,13,0,20,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9308
687964,0,1,44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,516,0,0,0,0,0,0,0,0,0,10239
688253,0,0,6,0,0,569,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,6,0,12579
688288,0,0,28,1.0000000272564e+16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7786,61,0,0,0,0,0,0,32,0,11088
688332,0,0,6,0,0,13,0,15,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9304
688333,0,0,6,0,0,13,0,16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,9305
688443,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2520,0,0,0,0,0,0,0,1,0,10459
688524,0,0,28,-9.999999843067501e+16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8324,61,15,0,0,0,0,0,32,0,12504
688525,0,0,6,0,0,77,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,21,0,11196
688757,0,2,6,0,0,77,0,99,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,11684
688782,0,0,24,0,0,0,0,0,0,1,0,1,9316,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11545
688785,0,0,6,0,0,553,0,-2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,11068
688918,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2561,0,0,0,0,0,0,0,1,0,10617
689174,0,0,24,0,0,0,0,0,0,1,0,1,8216,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10562
689212,0,0,27,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,18,28,25996
689305,0,1,6,0,0,10,0,-11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,11160
689622,0,2,6,0,0,77,0,99,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,11683
689961,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2932,0,0,0,0,0,0,0,1,0,11547
690167,0,0,28,-9.999999843067501e+16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8324,61,0,0,0,0,0,0,46,0,12151
690173,0,0,24,0,0,0,0,0,0,1,0,1,10716,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12899
690384,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,0,0,0,0,13380
690514,0,1,6,0,0,10,0,-31,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,12519
690728,0,0,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2816,0,0,0,0,0,0,0,0,0,11798
690841,0,1,6,0,0,10,0,-21,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,12518
690848,0,0,6,0,0,69,0,919,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,28609
690849,0,1,6,1,0,74,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,28609
690942,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,0,0,0,0,13485
691137,0,0,6,0,0,22,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,13923
691178,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,0,0,0,0,13687
691236,0,0,6,0,0,13,0,28,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,13831
691602,0,0,6,0,0,22,0,28,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14568
691626,0,0,6,0,0,22,0,35,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14575
691639,0,0,6,0,0,22,0,27,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14567
691686,0,0,6,0,0,22,0,42,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14979
691687,0,0,6,0,0,22,0,43,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14980
691700,0,0,6,0,0,22,0,44,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14981
691719,0,0,6,0,0,22,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14542
691720,0,0,6,0,0,22,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14546
691721,0,0,6,0,0,22,0,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14549
691755,0,0,6,0,0,22,0,36,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14576
691756,0,0,6,0,0,22,0,38,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14578
691757,0,0,6,0,0,22,0,39,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14579
691798,0,0,6,0,0,22,0,40,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14977
691799,0,0,6,0,0,22,0,41,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14978
691833,0,0,6,0,0,22,0,45,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14982
691834,0,0,6,0,0,22,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14554
691835,0,0,6,0,0,22,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14555
691845,0,0,2,0,0,0,0,164,1,1,0,16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,15253
691860,0,0,6,0,0,22,0,31,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14571
691877,0,0,6,0,0,22,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14550
691905,0,0,6,0,0,22,0,22,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14562
691906,0,0,6,0,0,22,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14563
691907,0,0,6,0,0,22,0,25,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14564
691910,0,0,6,0,0,22,0,26,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14566
691988,0,0,6,0,0,22,0,17,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14580
692085,0,0,6,0,0,22,0,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14547
692086,0,0,6,0,0,22,0,15,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14556
692087,0,0,6,0,0,22,0,37,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14577
692099,0,1,16,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4299,0,0,0,0,0,0,0,1,0,15066
692190,0,0,6,0,0,69,0,119,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,15044
692245,0,0,6,0,0,22,0,32,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14572
692251,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2561,0,0,0,0,0,0,0,6,0,14804
692264,0,0,6,0,0,22,0,33,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14573
692265,0,0,6,0,0,22,0,34,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14574
692271,0,0,6,0,0,22,0,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14569
692272,0,0,6,0,0,22,0,30,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14570
692425,0,0,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12143,64,16,0,0,0,0,0,17,0,21110
692426,0,0,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12143,64,16,0,0,0,0,0,17,0,21112
692525,0,0,6,0,0,13,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,4870
692853,0,0,6,0,0,22,0,16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14557
692854,0,0,6,0,0,22,0,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14558
692947,0,0,6,0,0,22,0,21,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14561
692954,0,0,6,0,0,22,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14559
692955,0,0,6,0,0,22,0,20,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,14560
