Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,Criteria_tree,Shares_criteria
探索东部王国、卡利姆多、外域和诺森德。,世界探索者,头衔奖励：探索者,46,-1,-1,0,97,0,50,0,5,237381,121984,0
奥特兰克山谷获胜,奥特兰克山谷获胜,,49,30,-1,0,153,0,0,1,6,136243,128749,0
风暴之眼获胜,风暴之眼获胜,,50,566,-1,0,153,0,0,1,10,136243,123016,0
阿拉希盆地获胜,阿拉希盆地获胜,,51,529,-1,0,153,0,0,1,8,136243,123018,0
战歌峡谷的战斗,战歌峡谷的战斗,,52,489,-1,0,153,0,0,1,13,136243,121974,0
奥特兰克山谷战斗,奥特兰克山谷战斗,,53,30,-1,0,153,0,0,1,5,136243,121976,0
风暴之眼战斗,风暴之眼战斗,,54,566,-1,0,153,0,0,1,9,136243,124476,0
阿拉希盆地战斗,阿拉希盆地战斗,,55,529,-1,0,153,0,0,1,7,136243,123973,0
在战歌峡谷中死亡,在战歌峡谷中死亡,,56,489,-1,0,124,0,0,1,3,136243,124248,0
在奥特兰克山谷中死亡,在奥特兰克山谷中死亡,,57,30,-1,0,124,0,0,1,1,136243,123275,0
被德雷克塔尔杀死,被德雷克塔尔杀死,,58,30,1,0,124,0,0,1,6,136243,124250,0
在阿拉希盆地中死亡,在阿拉希盆地中死亡,,59,529,-1,0,124,0,0,1,2,136243,124851,0
死亡的总次数,死亡的总次数,,60,-1,-1,0,122,0,0,1,1,136243,124407,0
在一场阿拉希盆地的战斗中突袭3座基地。,横扫盆地,,73,529,-1,0,14802,0,10,0,5,132333,127829,0
放弃任务,放弃任务,,94,-1,-1,0,133,0,0,1,5,136243,123283,0
平均每日完成的任务数量,平均每日完成的任务数量,,95,-1,-1,0,133,0,0,73,2,136243,126005,98
完成日常任务,完成日常任务,,97,-1,-1,0,133,0,0,1,3,136243,127771,0
完成任务,完成任务,,98,-1,-1,0,133,0,0,9,1,136243,122183,0
洛丹伦废墟比赛,洛丹伦废墟比赛,,99,-1,-1,0,152,0,0,1,17,136243,129940,0
试炼竞技场获胜,试炼竞技场获胜,,100,-1,-1,0,152,0,0,1,14,136243,123056,0
试炼竞技场参赛,试炼竞技场参赛,,101,-1,-1,0,152,0,0,1,13,136243,122986,0
洛丹伦废墟胜利,洛丹伦废墟胜利,,102,-1,-1,0,152,0,0,1,18,136243,127443,0
鲜血竞技场参赛,鲜血竞技场参赛,,103,-1,-1,0,152,0,0,1,9,136243,123285,0
鲜血竞技场获胜,鲜血竞技场获胜,,104,-1,-1,0,152,0,0,1,10,136243,128751,0
战歌峡谷胜利,战歌峡谷胜利,,105,-1,-1,0,153,0,0,1,14,136243,121932,0
消灭怪物数量,消灭怪物数量,,107,-1,-1,0,135,0,0,9,1,136243,122186,0
消灭小动物数量,消灭小动物数量,,108,-1,-1,0,135,0,0,1,4,136243,123501,0
"巫妖王 - 最常杀死的5人地下城首领","巫妖王 - 最常杀死的5人地下城首领",,110,-1,-1,0,14807,0,0,17,14,0,128330,1467
死于溺水,死于溺水,,112,-1,-1,0,126,0,0,1,1,136243,132274,0
死于疲劳,死于疲劳,,113,-1,-1,0,126,0,0,1,3,136243,123503,0
死于坠落,死于坠落,,114,-1,-1,0,126,0,0,1,4,136243,123075,0
死于火焰和熔岩,死于火焰和熔岩,,115,-1,-1,0,126,0,0,9,5,136243,123505,0
在一种专业中达到中级水准。,中级专业水准,,116,-1,-1,0,169,1,10,0,1,134327,123508,0
成为一名中级厨师。,中级烹饪,,121,-1,-1,0,170,0,10,0,1,133971,125873,0
成为一名高级厨师。,高级厨师,,122,-1,-1,121,170,0,10,0,2,133971,121924,0
成为一名专家级厨师。,烹饪专家,,123,-1,-1,122,170,0,10,0,3,133971,127610,0
成为一名大师级厨师。,大师级厨师,,124,-1,-1,123,170,0,10,0,4,133971,123077,0
成为一名宗师级厨师。,宗师级厨师,,125,-1,-1,124,170,0,10,0,5,133971,123520,0
成为一名中级渔夫。,中级钓鱼,,126,-1,-1,0,171,0,10,0,1,136245,123522,0
成为一名高级渔夫。,高级渔夫,,127,-1,-1,126,171,0,10,0,2,136245,121934,0
成为一名专家级渔夫。,钓鱼专家,,128,-1,-1,127,171,0,10,0,3,136245,123704,0
成为一名大师级渔夫。,大师级渔夫,,129,-1,-1,128,171,0,10,0,4,136245,126923,0
成为一名宗师级渔夫。,宗师级渔夫,,130,-1,-1,129,171,0,10,0,5,136245,121926,0
成为一名中级急救师。,中级急救,,131,-1,-1,0,172,0,10,0,1,135966,123670,0
成为一名高级急救师。,高级急救师,,132,-1,-1,131,172,0,10,0,2,135966,124254,0
成为一名专家级急救师。,急救专家,,133,-1,-1,132,172,0,10,0,3,135966,124256,0
成为一名大师级急救师。,大师级急救师,,134,-1,-1,133,172,0,10,0,4,135966,123706,0
成为一名宗师级急救师。,宗师级急救师,,135,-1,-1,134,172,0,10,0,5,135966,123531,0
制造500条厚霜纹布绷带。,囤积绷带,,137,-1,-1,0,172,0,10,0,6,133674,122240,0
为生命值低于5%的其他玩家或者你自己包扎厚霜纹布绷带。,救命如救火,,141,-1,-1,0,172,0,10,0,7,134470,125433,0
钓起毒蛇神殿的鱼斯拉。,钓起鱼斯拉,,144,-1,-1,0,171,0,10,0,15,132107,123014,0
在奥格瑞玛和暴风城钓鱼。,钓鱼外交,,150,-1,-1,0,171,0,10,0,8,133146,121978,0
成功地从鱼群中钓上鱼来。,老侏儒与海,,153,-1,-1,0,171,1,10,0,6,236573,121415,0
在阿拉希盆地获胜。,阿拉希盆地胜利,,154,529,-1,0,14802,0,10,0,1,236385,123277,0
在阿拉希盆地获得100场胜利。,阿拉希盆地精英,,155,529,-1,154,14802,0,10,0,2,236381,127324,0
在占领全部5面旗帜的情况下获取10次阿拉希盆地的胜利。,领土优势,,156,529,-1,0,14802,0,10,0,9,236386,123466,0
在阿拉希盆地中，通过夺回旗帜保卫50次基地。,雷霆救兵！,,157,529,-1,0,14802,0,10,0,7,132365,126804,0
在阿拉希盆地夺取50面旗帜。,夺旗能手,,158,529,-1,0,14802,0,10,0,4,236373,124099,0
在6分钟内获得阿拉希盆地的胜利。,一鼓作气,,159,529,-1,0,14802,0,10,0,10,236387,124101,0
在阿拉希盆地资源落后500点的情况下反超并获胜。,百折不挠,,161,529,-1,0,14802,1,10,0,8,236371,125158,0
在阿拉希盆地以1600比1590获胜。,完胜！*咳*,,162,529,-1,0,14802,0,10,0,11,136165,124759,0
在阿拉希盆地以1600比0获胜。,完美阿拉希盆地,,165,529,-1,0,14802,0,20,0,3,236348,121665,0
在战歌峡谷获胜。,战歌峡谷胜利,,166,489,-1,0,14804,0,10,0,1,236396,121667,0
在战歌峡谷获得100场胜利。,战歌峡谷精英,,167,489,-1,166,14804,0,10,0,2,236384,122230,0
以3比0的比分在战歌峡谷获胜。,完美战歌峡谷,,168,489,-1,0,14804,0,10,0,8,236397,132664,0
学习附魔公式,学习附魔公式,,178,-1,-1,0,173,0,0,1,6,136243,121981,0
分解物品,分解物品,,181,-1,-1,0,173,0,0,1,8,136243,124252,0
通过分解获得的材料,通过分解获得的材料,,183,-1,-1,0,173,0,0,1,7,136243,129942,0
施放的最大治疗,施放的最大治疗,,189,-1,-1,0,141,0,0,1,5,0,122232,0
造成的最高伤害,造成的最高伤害,,193,-1,-1,0,141,0,0,1,1,0,122234,0
造成的伤害总量,造成的伤害总量,,197,-1,-1,0,141,0,0,1,3,0,127441,0
施放的治疗总量,施放的治疗总量,,198,-1,-1,0,141,0,0,1,7,0,121939,0
在战歌峡谷中夺取并运回旗帜。,夺旗,,199,489,-1,0,14804,0,10,0,3,236350,127330,0
在战歌峡谷中夺回本方的50面旗帜。,坚强的卫士,,200,489,-1,0,14804,0,10,0,4,236355,121928,0
在7分钟内赢得战歌峡谷的胜利。,战歌如风,,201,489,-1,0,14804,0,10,0,9,236398,128594,0
拿起旗帜并在75秒内交还。,来去如风,,202,489,1,0,14804,0,10,0,16,236353,121915,0
在一场战歌峡谷的战斗中，在敌方的夺旗者走出银翼军旗室之前将其杀死，总计2次。,我的地盘，我说了算,,203,489,1,0,14804,0,10,0,14,236362,124561,0
在一场战歌峡谷的战斗中，连续夺取并运回3面旗帜，并且不死亡。,铁人,,204,489,-1,0,14804,0,10,0,10,236344,125153,0
在战歌峡谷杀死100个携带旗帜者。,超级防守者,,206,489,1,0,14804,0,10,0,6,236360,123493,0
当敌方的旗帜仍在他们的基地中，且敌方成员已经将你方的旗帜运回他们的军旗室时，杀死携带旗帜的敌人。,好险！,,207,489,-1,0,14804,1,10,0,18,132308,125181,0
在风暴之眼获胜。,风暴之眼胜利,,208,566,-1,0,14803,0,10,0,1,236392,121714,0
在风暴之眼获得100场胜利。,风暴之眼精英,,209,566,-1,208,14803,0,10,0,2,236383,121716,0
当你的队伍占领风暴之眼的4座基地时，夺取旗帜并将其运回基地。,风暴的荣耀,,211,566,-1,0,14803,0,10,0,12,236354,121718,0
在风暴之眼中夺取并运回旗帜。,风暴旗手,,212,566,-1,0,14803,0,10,0,7,236349,126970,0
在一场风暴之眼的战斗中杀死5名携带旗帜者。,突击队员,,213,566,-1,0,14803,0,10,0,6,236359,125246,0
在6分钟内获得风暴之眼的胜利。,疾风闪电,,214,566,-1,0,14803,0,10,0,5,236393,123380,0
在一场风暴之眼的战斗中，在不死亡的情况下夺取3次旗帜。,荣耀之跃,,216,566,-1,0,14803,0,10,0,8,135739,127732,0
在奥特兰克山谷获胜。,奥特兰克山谷胜利,,218,30,-1,0,14801,0,10,0,1,236388,127320,0
在奥特兰克山谷获得100场胜利。,奥特兰克山谷精英,,219,30,-1,218,14801,0,10,0,2,236382,127322,0
在不损失任何一名上尉或任何一座哨塔、同时还控制着所有部落哨塔的情况下获得奥特兰克山谷的胜利。,完美雷矛,,220,30,1,0,14801,0,20,0,11,133431,124853,0
在奥特兰克山谷夺取50处墓地。,奥特兰克盗墓贼,,221,30,-1,0,14801,0,10,0,3,236399,121895,0
在奥特兰克山谷中保卫50次哨塔。,防御哨塔,,222,30,-1,0,14801,0,10,0,4,236351,121897,0
在奥特兰克山谷的征战平原上，抢在一名敌人下马之前将其杀死。,生病的瞪羚,,223,30,-1,0,14801,0,10,0,10,236361,123668,0
在奥特兰克山谷的霜狼大厅中杀死50名敌方玩家。,忠诚的卫士,,224,30,0,0,14801,0,10,0,5,236368,127734,0
在本阵营占领两座矿洞的情况下获得奥特兰克山谷的胜利。,毫不浪费,,225,30,1,0,14801,0,10,0,7,236389,124864,0
在6分钟内获得奥特兰克山谷的胜利。,奥特兰克闪击战,,226,30,-1,0,14801,0,20,0,9,236390,126949,0
在任意战场的一场战斗中造成300000点伤害或者治疗，并且这些伤害或治疗的目标必须是玩家。,伤害控制,,227,-1,-1,0,95,1,10,0,39,236374,122154,0
在任意战场的一场战斗中，获得30个荣誉击杀。,恐怖收割者,,229,-1,-1,0,95,1,10,0,34,136177,124563,0
完成下列战场成就。,战斗大师,头衔奖励：战斗大师,230,-1,1,0,95,0,50,0,43,236591,127514,0
在任意战场的一场战斗中，亲手杀死20名敌人，并且自己不死亡。,摧枯拉朽,,231,-1,-1,0,95,1,10,16,40,132364,121323,0
在风暴之眼的战斗中，携带狂暴效果并杀死一名敌人。,嗜血的狂暴者,,233,566,-1,0,14803,0,10,0,11,136012,124230,0
完成一次荣誉击杀。,一次荣誉击杀,,238,-1,-1,0,95,0,10,0,1,236647,124429,0
达到25000个荣誉击杀。,25000个荣誉击杀,,239,-1,-1,509,95,0,10,0,7,236657,124431,0
亲手对下列职业中的一种进行荣誉击杀。,职业杀手,,245,-1,-1,0,95,0,10,0,11,132092,123851,0
亲手对五个不同种族的成员进行荣誉击杀。,知己知彼,,246,-1,1,0,95,0,10,0,12,132155,127831,0
在敌方玩家释放灵魂之前，对他们使用/hug表情命令。,要有爱，不要魔兽争霸,,247,-1,-1,0,95,0,10,0,14,135767,125261,0
在复活节期间，通过打开鲜艳的彩蛋获得白色礼服衬衣和黑色礼服短裤。,假日礼服,,248,-1,-1,0,159,0,10,0,4,135012,126292,0
在复活节期间，通过打开鲜艳的彩蛋获得一件端庄的裙子。,应景装扮,,249,-1,-1,0,159,0,10,0,5,132645,126802,0
通过欢乐制造器变成冬天爷爷的小助手，然后获得50个荣誉击杀。,我的小帮手,,252,-1,-1,0,156,0,10,136,2,236703,125839,0
杀死无头骑士。,取下他的首……呃，等等,,255,-1,-1,0,158,0,10,0,3,134015,121889,0
在冬幕节期间，向凯恩·血蹄投掷一枚雪球。,冬幕节见鬼去吧！,,259,-1,0,0,156,1,10,0,3,132387,121371,0
制作12个可爱的情人符手镯。,魅力四射,,260,-1,-1,0,187,0,10,0,2,133334,123330,0
消灭奴隶围栏的埃霍恩。,冰霜之王,,263,-1,-1,0,161,1,10,0,1,135861,125253,0
穿着全套仲夏火焰节套装，在彩带杆旁跳舞60秒。,木杆热舞,,271,-1,-1,0,161,0,10,0,2,236216,125563,0
在达拉然城、暴风城、铁炉堡、奥格瑞玛或幽暗城中，15秒内进行40次扔火炬杂耍。,火炬杂耍,,272,-1,-1,0,161,0,10,0,20,135433,124592,0
拯救驯鹿梅森。,拯救梅森！,,273,-1,-1,0,156,1,10,0,1,236707,121351,0
在同一个角色上获得蛋蛋的蛋、贪睡的威利和小象项圈。,资深保姆,,275,-1,-1,0,163,0,50,0,7,134505,126919,0
在冬幕节期间，穿着3件冬季服饰，然后吃下格拉库的肉松蛋糕。,冬天来了,,277,-1,-1,0,156,0,10,0,6,132934,127794,0
完成夺回被偷走的烟林牧场礼物的任务，并获得烟林牧场的感谢。,真讨厌,,279,-1,-1,0,156,1,10,0,8,133170,131941,0
急救技能,急救技能,,281,-1,-1,0,178,0,0,1,5,136243,123332,0
被下列万圣节魔棒变形。,化妆舞会,,283,-1,-1,0,158,0,10,0,12,236548,126093,0
收集下列20种不同的劣质面具。,一张面具应万变,,284,-1,-1,0,158,0,20,0,6,133567,127773,0
吃掉大量糖果，直到你觉得恶心。,狼吞虎咽,,288,-1,-1,0,158,0,10,0,2,136182,128703,0
完成一个从无头骑士的魔掌下拯救一座村庄的任务。,万圣节的救星,,289,-1,-1,0,158,1,10,0,4,236545,124872,0
对下列各种族使用沉重的南瓜灯。,摸摸你的头,,291,-1,-1,0,158,0,10,0,11,133661,121461,0
获得一只邪恶的南瓜娃娃宠物和一顶万圣节头盔。,邪恶的召唤,,292,-1,-1,0,158,0,10,0,13,236547,121878,0
穿着3件美酒节服装，喝个烂醉如泥，在达拉然跳舞。,不得安宁,,293,571,-1,0,162,0,10,0,10,133696,123066,0
杀死科林·烈酒。,烈酒节,,295,230,-1,0,162,0,10,0,8,134159,125135,0
获得一头美酒节坐骑，或使用美酒节蛇麻草把你的坐骑变成一头美酒节坐骑。,带酒上路,,303,-1,-1,0,162,1,10,0,11,132620,126851,0
赢得藏宝海湾钓鱼大赛或卡鲁亚克钓鱼大赛的胜利。,艾泽拉斯的钓鱼大师,,306,-1,-1,0,171,1,20,0,9,133892,126797,0
,被敌对阵营消灭的总次数,,318,-1,-1,0,21,0,0,1,2,136243,125881,0
决斗获胜,决斗获胜,,319,-1,-1,0,154,0,0,1,1,136243,127439,0
决斗失败,决斗失败,,320,-1,-1,0,154,0,0,1,2,136243,121472,0
在地下城和团队副本中死亡的总次数,在地下城和团队副本中死亡的总次数,,321,-1,-1,0,125,0,0,9,1,0,124571,0
在《巫妖王之怒》地下城首领战中死亡的总次数,在《巫妖王之怒》地下城首领战中死亡的总次数,,322,-1,-1,0,125,0,0,9,6,0,124294,0
在《巫妖王之怒》10人团队首领战中死亡的总次数,在《巫妖王之怒》10人团队首领战中死亡的总次数,,323,-1,-1,0,125,0,0,9,8,0,126559,0
在《巫妖王之怒》25人团队首领战中死亡的总次数,在《巫妖王之怒》25人团队首领战中死亡的总次数,,324,-1,-1,0,125,0,0,9,10,0,121474,0
通过任务奖励所得金币,通过任务奖励所得金币,,326,-1,-1,0,140,0,0,1,4,136243,128216,0
获得的金币总量,获得的金币总量,,328,-1,-1,0,140,0,0,9,1,136243,124219,0
在拍卖行出售物品,在拍卖行出售物品,,329,-1,-1,0,140,0,0,1,6,136243,128753,0
在拍卖行购买物品,在拍卖行购买物品,,330,-1,-1,0,140,0,0,1,7,136243,128930,0
在拍卖行购买物品的最高价格,在拍卖行购买物品的最高价格,,331,-1,-1,0,140,0,0,1,8,136243,129365,0
在拍卖行出售物品的最高价格,在拍卖行出售物品的最高价格,,332,-1,-1,0,140,0,0,1,9,136243,124224,0
拾取金币,拾取金币,,333,-1,-1,0,140,0,0,1,3,136243,124226,0
最大金币数量,最大金币数量,,334,-1,-1,0,140,0,0,1,15,136243,124228,0
拥有传说物品,拥有传说物品,,336,-1,-1,0,191,0,0,1,4,0,123672,0
获得小宠物,获得小宠物,,338,-1,-1,0,191,0,0,1,6,0,124755,0
获得坐骑数量,获得坐骑数量,,339,-1,-1,0,191,0,0,1,5,0,122250,0
拾取史诗物品,拾取史诗物品,,341,-1,-1,0,191,0,0,1,3,0,127612,0
获得史诗物品,获得史诗物品,,342,-1,-1,0,191,0,0,1,2,0,123114,0
使用绷带,使用绷带,,344,-1,-1,0,145,0,0,9,1,136243,123428,0
饮用治疗药水,饮用治疗药水,,345,-1,-1,0,145,0,0,9,4,136243,128755,0
饮用饮料,饮用饮料,,346,-1,-1,0,145,0,0,9,16,136243,122252,0
食用食品,食用食品,,347,-1,-1,0,145,0,0,9,19,136243,122443,0
使用飞行出租服务,使用飞行出租服务,,349,-1,-1,0,134,0,0,1,1,136243,123675,0
使用法师传送门,使用法师传送门,,350,-1,-1,0,134,0,0,9,3,136243,129855,0
使用炉石的次数,使用炉石的次数,,353,-1,-1,0,134,0,0,1,5,136243,123802,0
5v5胜利,5v5胜利,,362,-1,-1,0,152,0,0,9,4,136243,124353,0
5v5比赛,5v5比赛,,363,-1,-1,0,152,0,0,9,3,136243,121809,0
3v3胜利,3v3胜利,,364,-1,-1,0,152,0,0,9,6,136243,123677,0
3v3比赛,3v3比赛,,365,-1,-1,0,152,0,0,9,5,136243,121815,0
2v2胜利,2v2胜利,,366,-1,-1,0,152,0,0,9,8,136243,121821,0
2v2比赛,2v2比赛,,367,-1,-1,0,152,0,0,9,7,136243,124359,0
,最高的2人战队个人等级,,370,-1,-1,0,152,0,0,1,21,136243,121827,0
,最高的2人战队等级,,374,-1,-1,0,152,0,0,1,24,136243,127615,0
达到崇拜的声望,达到崇拜的声望,,377,-1,-1,0,147,0,0,1,1,0,125583,0
达到崇敬以上的声望,达到崇敬以上的声望,,378,-1,-1,0,147,0,0,1,2,0,124365,0
世界荣誉消灭,世界荣誉消灭,,381,-1,-1,0,136,0,0,9,2,136243,121829,0
战场荣誉消灭,战场荣誉消灭,,382,-1,-1,0,136,0,0,9,5,136243,132858,0
竞技场荣誉消灭,竞技场荣誉消灭,,383,-1,-1,0,136,0,0,9,4,136243,121834,0
在你所属阵营的任意主城中杀死50个敌对阵营的玩家。,城市卫兵,,388,-1,1,0,95,0,10,136,17,236593,126198,0
从古拉巴什竞技场拾取竞技场高手饰物。,竞技场高手饰物,,389,-1,-1,0,95,1,10,0,15,133608,126888,0
保卫奥特兰克山谷哨塔,保卫奥特兰克山谷哨塔,,393,-1,-1,0,153,0,0,1,17,136243,123117,0
占领奥特兰克山谷哨塔,占领奥特兰克山谷哨塔,,394,-1,-1,0,153,0,0,1,18,136243,124433,0
夺取战歌峡谷旗帜,夺取战歌峡谷旗帜,,395,-1,-1,0,153,0,0,1,20,136243,125190,0
完成小个子约翰·米斯瑞尔的任务，获得竞技场大师饰物。,古拉巴什竞技场大师,,396,-1,-1,0,95,1,10,0,16,133599,127463,0
在80级时获得一场竞技场积分赛的胜利。,进入竞技场,,397,-1,-1,0,165,0,10,0,1,236543,121451,0
在80级时获得100场竞技场积分赛的胜利。,残酷的斗士,,398,-1,-1,397,165,0,10,0,2,236534,121453,0
在80级2v2竞技场战队中达到1550个人等级。,两人世界：1550,,399,-1,-1,0,165,0,10,0,6,236323,140616,0
在80级2v2竞技场战队中达到1750个人等级。,两人世界：1750,,400,-1,-1,399,165,0,10,0,7,236326,140618,0
在80级2v2竞技场战队中达到2000个人等级。,两人世界：2000,,401,-1,-1,400,165,0,10,0,8,236327,140620,0
在80级3v3竞技场战队中达到1550个人等级。,三人行：1550,,402,-1,-1,0,165,0,10,0,10,236330,140624,0
在80级3v3竞技场战队中达到1750个人等级。,三人行：1750,,403,-1,-1,402,165,0,10,0,11,236333,140626,0
在80级5v5竞技场战队中达到2000个人等级。,五子登科：2000,,404,-1,-1,407,165,0,10,0,16,236341,140636,0
在80级3v3竞技场战队中达到2000个人等级。,三人行：2000,,405,-1,-1,403,165,0,10,0,12,236334,140628,0
在80级5v5竞技场战队中达到1550个人等级。,五子登科：1550,,406,-1,-1,0,165,0,10,0,14,236337,140632,0
在80级5v5竞技场战队中达到1750个人等级。,五子登科：1750,,407,-1,-1,406,165,0,10,0,15,236340,140634,0
在80级时获得连续10场排位赛的胜利。,连战连胜,,408,-1,-1,0,165,0,10,0,18,135805,128706,0
在80级的5v5竞技场积分赛中成为最后一名幸存者。,最后一人,,409,-1,-1,0,165,0,10,0,20,135981,0,0
拥有2005年BlizzCon赠送的鱼人宝宝。,奔波尔霸,,411,-1,-1,0,81,1,0,0,80,132834,125487,0
拥有2007年BlizzCon赠送的鱼人服装。,鱼人服装,,412,-1,-1,0,81,1,0,0,81,134169,121958,0
拥有2008年巴黎WWI赠送的泰瑞尔的剑柄。,泰瑞尔的剑柄,,414,-1,-1,0,81,1,0,0,84,135277,123634,0
拥有2008年BlizzCon赠送的暴雪巨熊。,暴雪巨熊,,415,-1,-1,0,81,1,0,0,82,298586,124809,0
打开安其拉之门。,甲虫之王,,416,-1,-1,0,81,0,0,0,158,236829,124093,0
获得头衔“残酷角斗士”。,残酷角斗士,头衔奖励：残酷角斗士,418,-1,-1,0,81,0,0,0,151,236534,123064,0
获得头衔“复仇角斗士”。,复仇角斗士,头衔奖励：复仇角斗士,419,-1,-1,0,81,0,0,0,152,236535,124585,0
获得头衔“野蛮角斗士”。,野蛮角斗士,头衔奖励：野蛮角斗士,420,-1,-1,0,81,0,0,0,153,236536,126681,0
获得一枚红色其拉共鸣水晶。,红色是身份的象征,,424,-1,-1,0,81,1,0,0,142,134396,127169,0
获得埃提耶什，守护者的传说之杖。,埃提耶什，守护者的传说之杖,,425,-1,-1,0,81,1,0,0,145,135226,123975,0
获得一套埃辛诺斯战刃。,埃辛诺斯战刃,,426,-1,-1,0,81,0,0,0,146,135561,123221,0
获得雷霆之怒，逐风者的祝福之剑。,雷霆之怒，逐风者的祝福之剑,,428,-1,-1,0,81,0,0,0,144,135349,127171,0
获得萨弗拉斯，炎魔拉格纳罗斯之手。,萨弗拉斯，炎魔拉格纳罗斯之手,,429,-1,-1,0,81,0,0,0,143,133066,123053,0
拥有一头阿曼尼战熊。,阿曼尼战熊,,430,-1,-1,0,81,1,0,0,141,132117,121457,0
获得头衔“阿达尔之手”。,阿达尔之手,,431,-1,-1,0,81,0,0,0,114,133502,124694,0
获得头衔“纳鲁的勇士”。,纳鲁的勇士,,432,-1,-1,0,81,0,0,0,113,133531,123867,0
获得头衔“大元帅”。,大元帅,,433,-1,1,0,81,0,0,0,112,236590,122142,0
获得头衔“元帅”。,元帅,,434,-1,1,0,81,0,0,0,111,236589,121881,0
获得头衔“司令”。,司令,,435,-1,1,0,81,0,0,0,109,236587,124021,0
获得头衔“少校”。,少校,,436,-1,1,0,81,0,0,0,108,236586,122144,0
获得头衔“护卫骑士”。,护卫骑士,,437,-1,1,0,81,0,0,0,107,236585,126184,0
获得头衔“骑士队长”。,骑士队长,,438,-1,1,0,81,0,0,0,106,236584,123119,0
获得头衔“骑士”。,骑士,,439,-1,1,0,81,0,0,0,104,236582,122146,0
获得头衔“士官长”。,士官长,,440,-1,1,0,81,0,0,0,103,236581,122148,0
获得头衔“军士长”。,军士长,,441,-1,1,0,81,0,0,0,102,236580,123870,0
获得头衔“列兵”。,列兵,,442,-1,1,0,81,0,0,0,99,236577,124411,0
获得头衔“高阶督军”。,高阶督军,,443,-1,0,0,81,0,0,0,98,236625,122150,0
获得头衔“中将”。,中将,,444,-1,0,0,81,0,0,0,95,236622,121883,0
获得头衔“督军”。,督军,,445,-1,0,0,81,0,0,0,97,236624,122010,0
获得头衔“将军”。,将军,,446,-1,0,0,81,0,0,0,96,236623,122012,0
获得头衔“勇士”。,勇士,,447,-1,0,0,81,0,0,0,94,236621,126182,0
获得头衔“百夫长”。,百夫长,,448,-1,0,0,81,0,0,0,93,236620,122152,0
获得头衔“血卫士”。,血卫士,,449,-1,0,0,81,0,0,0,91,236618,126784,0
获得头衔“高阶军士”。,高阶军士,,450,-1,0,0,81,0,0,0,88,236615,126054,0
获得头衔“石头守卫”。,石头守卫,,451,-1,0,0,81,0,0,0,90,236617,122246,0
获得头衔“一等军士长”。,一等军士长,,452,-1,0,0,81,0,0,0,89,236616,123307,0
获得头衔“中士”。,中士,,453,-1,0,0,81,0,0,0,87,236614,127363,0
