Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,Criteria_tree,Shares_criteria
"아웃랜드 탐험","아웃랜드 탐험",,44,-1,-1,0,97,0,25,0,3,236813,121396,0
"노스렌드 지역 탐험","노스렌드 탐험","보상: 탐험가의 휘장",45,-1,-1,0,97,0,25,0,4,236812,128467,0
"동부 왕국, 칼림도어, 아웃랜드, 노스렌드 탐험","세계 탐험","칭호: 탐험가",46,-1,-1,0,97,0,50,0,5,237381,121984,0
"알터랙 계곡 승리","알터랙 계곡 승리",,49,30,-1,0,153,0,0,1,6,136243,128749,0
"폭풍의 눈 승리","폭풍의 눈 승리",,50,566,-1,0,153,0,0,1,10,136243,123016,0
"아라시 분지 승리","아라시 분지 승리",,51,529,-1,0,153,0,0,1,8,136243,123018,0
"전쟁노래 협곡 전투","전쟁노래 협곡 전투",,52,489,-1,0,153,0,0,1,13,136243,121974,0
"알터랙 계곡 전투","알터랙 계곡 전투",,53,30,-1,0,153,0,0,1,5,136243,121976,0
"폭풍의 눈 전투","폭풍의 눈 전투",,54,566,-1,0,153,0,0,1,9,136243,124476,0
"아라시 분지 전투","아라시 분지 전투",,55,529,-1,0,153,0,0,1,7,136243,123973,0
"전쟁노래 협곡에서 죽은 횟수","전쟁노래 협곡에서 죽은 횟수",,56,489,-1,0,124,0,0,1,3,136243,124248,0
"알터랙 계곡에서 죽은 횟수","알터랙 계곡에서 죽은 횟수",,57,30,-1,0,124,0,0,1,1,136243,123275,0
"드렉타르에게 죽은 횟수","드렉타르에게 죽은 횟수",,58,30,1,0,124,0,0,1,6,136243,124250,0
"아라시 분지에서 죽은 횟수","아라시 분지에서 죽은 횟수",,59,529,-1,0,124,0,0,1,2,136243,124851,0
"전체 죽은 횟수","전체 죽은 횟수",,60,-1,-1,0,122,0,0,1,1,136243,124407,0
"아라시 분지 단일 전투에서 거점 3개 공격","아라시 분지 농락",,73,529,-1,0,14802,0,10,0,5,132333,127829,0
"포기한 퀘스트","포기한 퀘스트",,94,-1,-1,0,133,0,0,1,5,136243,123283,0
"일일 평균 완료한 퀘스트","일일 평균 완료한 퀘스트",,95,-1,-1,0,133,0,0,73,2,136243,126005,98
"완료한 일일 퀘스트","완료한 일일 퀘스트",,97,-1,-1,0,133,0,0,1,3,136243,127771,0
"퀘스트 완료","퀘스트 완료",,98,-1,-1,0,133,0,0,9,1,136243,122183,0
"로데론의 폐허 경기","로데론의 폐허 경기",,99,-1,-1,0,152,0,0,1,17,136243,129940,0
"시험의 투기장 승리","시험의 투기장 승리",,100,-1,-1,0,152,0,0,1,14,136243,123056,0
"시험의 투기장 경기","시험의 투기장 경기",,101,-1,-1,0,152,0,0,1,13,136243,122986,0
"로데론의 폐허 승리","로데론의 폐허 승리",,102,-1,-1,0,152,0,0,1,18,136243,127443,0
"피의 투기장 경기","피의 투기장 경기",,103,-1,-1,0,152,0,0,1,9,136243,123285,0
"피의 투기장 승리","피의 투기장 승리",,104,-1,-1,0,152,0,0,1,10,136243,128751,0
"전쟁노래 협곡 승리","전쟁노래 협곡 승리",,105,-1,-1,0,153,0,0,1,14,136243,121932,0
"처치한 몬스터","처치한 몬스터",,107,-1,-1,0,135,0,0,9,1,136243,122186,0
"처치한 동물","처치한 동물",,108,-1,-1,0,135,0,0,1,4,136243,123501,0
"가장 많이 처치한 리치 왕 5인 우두머리","가장 많이 처치한 리치 왕 5인 우두머리",,110,-1,-1,0,14807,0,0,17,14,0,128330,1467
"익사 횟수","익사 횟수",,112,-1,-1,0,126,0,0,1,1,136243,132274,0
"과로사 횟수","과로사 횟수",,113,-1,-1,0,126,0,0,1,3,136243,123503,0
"실족사 횟수","실족사 횟수",,114,-1,-1,0,126,0,0,1,4,136243,123075,0
"화염과 용암으로 죽은 횟수","화염과 용암으로 죽은 횟수",,115,-1,-1,0,126,0,0,9,5,136243,123505,0
"전문 기술 수습 등급 달성","전문 기술 수습 등급",,116,-1,-1,0,169,1,10,0,1,134327,123508,0
"수습 요리사 되기","수습 요리사",,121,-1,-1,0,170,0,10,0,1,133971,125873,0
"숙련 요리사 되기","숙련 요리사",,122,-1,-1,121,170,0,10,0,2,133971,121924,0
"전문 요리사 되기","전문 요리사",,123,-1,-1,122,170,0,10,0,3,133971,127610,0
"요리의 대가 되기","요리의 대가",,124,-1,-1,123,170,0,10,0,4,133971,123077,0
"요리의 거장 되기","요리의 거장",,125,-1,-1,124,170,0,10,0,5,133971,123520,0
"수습 낚시꾼 되기","수습 낚시꾼",,126,-1,-1,0,171,0,10,0,1,136245,123522,0
"숙련 낚시꾼 되기","숙련 낚시꾼",,127,-1,-1,126,171,0,10,0,2,136245,121934,0
"전문 낚시꾼 되기","전문 낚시꾼",,128,-1,-1,127,171,0,10,0,3,136245,123704,0
"낚시의 대가 되기","낚시의 대가",,129,-1,-1,128,171,0,10,0,4,136245,126923,0
"낚시의 거장 되기","낚시의 거장",,130,-1,-1,129,171,0,10,0,5,136245,121926,0
"수습 응급치료사 되기","수습 응급치료사",,131,-1,-1,0,172,0,10,0,1,135966,123670,0
"숙련 응급치료사 되기","숙련 응급치료사",,132,-1,-1,131,172,0,10,0,2,135966,124254,0
"전문 응급치료사 되기","전문 응급치료사",,133,-1,-1,132,172,0,10,0,3,135966,124256,0
"응급치료의 대가 되기","응급치료의 대가",,134,-1,-1,133,172,0,10,0,4,135966,123706,0
"응급치료의 거장 되기","응급치료의 거장",,135,-1,-1,134,172,0,10,0,5,135966,123531,0
"두꺼운 서리매듭 붕대 500개 만들기","물품 비축",,137,-1,-1,0,172,0,10,0,6,133674,122240,0
"전투 중 생명력이 5% 아래로 떨어졌을 때 두꺼운 서리매듭 붕대로 자신 또는 동료 치유","궁극의 응급치료",,141,-1,-1,0,172,0,10,0,7,134470,125433,0
"불뱀 제단에서 심연의 잠복꾼 낚기","잠복꾼 낚시",,144,-1,-1,0,171,0,10,0,15,132107,123014,0
"오그리마와 스톰윈드에서 낚시","낚시는 즐거워!",,150,-1,-1,0,171,0,10,0,8,133146,121978,0
"물고기 떼에서 낚시 성공","노움과 바다",,153,-1,-1,0,171,1,10,0,6,236573,121415,0
"아라시 분지 승리","아라시 분지 승리",,154,529,-1,0,14802,0,10,0,1,236385,123277,0
"아라시 분지 100승","아라시 분지 역전용사",,155,529,-1,154,14802,0,10,0,2,236381,127324,0
"5개 거점 모두 점령한 상태로 아라시 분지 10회 승리","영토 점령",,156,529,-1,0,14802,0,10,0,9,236386,123466,0
"깃발 탈환 후 아라시 분지 거점 50회 방어","구원의 손길",,157,529,-1,0,14802,0,10,0,7,132365,126804,0
"아라시 분지 깃발 50회 쟁취","너와 내가 아니면 누가 뺏으랴!",,158,529,-1,0,14802,0,10,0,4,236373,124099,0
"6분 안에 아라시 분지 승리",끝장내기,,159,529,-1,0,14802,0,10,0,10,236387,124101,0
"자원 500점 차이 극복 후 아라시 분지 승리","끈질긴 승리",,161,529,-1,0,14802,1,10,0,8,236371,125158,0
"아라시 분지 자원 10점 차 승리 (1,600 대 1,590)","승리가 제일 쉬웠어요. *풉*",,162,529,-1,0,14802,0,10,0,11,136165,124759,0
"아라시 분지 1,600대 0 승리","아라시 분지 완승",,165,529,-1,0,14802,0,20,0,3,236348,121665,0
"전쟁노래 협곡 승리","전쟁노래 협곡 승리",,166,489,-1,0,14804,0,10,0,1,236396,121667,0
"전쟁노래 협곡 100승","전쟁노래 협곡 역전용사",,167,489,-1,166,14804,0,10,0,2,236384,122230,0
"전쟁노래 협곡 3 대 0으로 승리","전쟁노래 협곡 완승",,168,489,-1,0,14804,0,10,0,8,236397,132664,0
"배운 마법부여 주문식","배운 마법부여 주문식",,178,-1,-1,0,173,0,0,1,6,136243,121981,0
"아이템 마력 추출","아이템 마력 추출",,181,-1,-1,0,173,0,0,1,8,136243,124252,0
"마력 추출로 획득한 재료","마력 추출로 획득한 재료",,183,-1,-1,0,173,0,0,1,7,136243,129942,0
"시전한 최대 치유","시전한 최대 치유",,189,-1,-1,0,141,0,0,1,5,0,122232,0
"입힌 최대 피해량","입힌 최대 피해량",,193,-1,-1,0,141,0,0,1,1,0,122234,0
"입힌 전체 피해량","입힌 전체 피해량",,197,-1,-1,0,141,0,0,1,3,0,127441,0
"전체 치유량","전체 치유량",,198,-1,-1,0,141,0,0,1,7,0,121939,0
"전쟁노래 협곡에서 깃발 운반 및 쟁취","깃발 쟁취",,199,489,-1,0,14804,0,10,0,3,236350,127330,0
"전쟁노래 협곡에서 깃발 50회 반환","끈질긴 수호자",,200,489,-1,0,14804,0,10,0,4,236355,121928,0
"전쟁노래 협곡 전투 7분 안에 승리","전쟁노래부족의 승리",,201,489,-1,0,14804,0,10,0,9,236398,128594,0
"깃발 운반 및 쟁취까지 75초 안에 완료","신속 배달",,202,489,1,0,14804,0,10,0,16,236353,121915,0
"전쟁노래 협곡 단일 전투에서 깃발 운반자가 은빛날개 깃발 보관실에서 나가기 전에 처치 2회","우리 집은 내가 지킨다!",,203,489,1,0,14804,0,10,0,14,236362,124561,0
"전쟁노래 협곡 단일 전투에서 죽지 않고 깃발 3회 쟁취",무쇠인간,,204,489,-1,0,14804,0,10,0,10,236344,125153,0
"전쟁노래 협곡에서 깃발 운반자 100회 처치","궁극의 수호자",,206,489,1,0,14804,0,10,0,6,236360,123493,0
"적 깃발이 적 기지에 있는 동안 적 팀의 깃발이 있는 방에서 아군의 깃발을 든 적 처치","위기 모면",,207,489,-1,0,14804,1,10,0,18,132308,125181,0
"폭풍의 눈 승리","폭풍의 눈 승리",,208,566,-1,0,14803,0,10,0,1,236392,121714,0
"폭풍의 눈 100승","폭풍의 눈 역전용사",,209,566,-1,208,14803,0,10,0,2,236383,121716,0
"자신의 팀이 폭풍의 눈에서 거점 4개를 확보한 상태로 깃발 운반 및 쟁취","영광의 폭풍",,211,566,-1,0,14803,0,10,0,12,236354,121718,0
"폭풍의 눈에서 깃발 운반 및 쟁취","폭풍의 바람잡이",,212,566,-1,0,14803,0,10,0,7,236349,126970,0
"폭풍의 눈 단일 전투에서 깃발 운반자 5회 처치","폭풍의 돌격대",,213,566,-1,0,14803,0,10,0,6,236359,125246,0
"6분 안에 폭풍의 눈 승리",질풍,,214,566,-1,0,14803,0,10,0,5,236393,123380,0
"폭풍의 눈 단일 전투에서 죽지 않고 깃발 3회 쟁취","영광을 향한 질주",,216,566,-1,0,14803,0,10,0,8,135739,127732,0
"알터랙 계곡 승리","알터랙 계곡 승리",,218,30,-1,0,14801,0,10,0,1,236388,127320,0
"알터랙 계곡 100승","알터랙 계곡 역전용사",,219,30,-1,218,14801,0,10,0,2,236382,127322,0
"알터랙 계곡에서 경비탑이나 지휘관을 잃지 않고 승리. 호드 경비탑을 모두 점령해야 함.","스톰파이크의 승리",,220,30,1,0,14801,0,20,0,11,133431,124853,0
"알터랙 계곡 무덤 50회 점령","알터랙 도굴꾼",,221,30,-1,0,14801,0,10,0,3,236399,121895,0
"알터랙 계곡 경비탑 50회 방어","철벽 수비",,222,30,-1,0,14801,0,10,0,4,236351,121897,0
"알터랙 계곡 투쟁의 벌판에서 적이 탈것에서 내리기 전에 처치","병든 가젤",,223,30,-1,0,14801,0,10,0,10,236361,123668,0
"알터랙 계곡 서리늑대 전당에서 적 플레이어 50명 처치","충성스러운 수호자",,224,30,0,0,14801,0,10,0,5,236368,127734,0
"양 진영 광산 점령 상태로 알터랙 계곡 승리",다다익선,,225,30,1,0,14801,0,10,0,7,236389,124864,0
"6분 이내 알터랙 계곡 승리","알터랙 급습",,226,30,-1,0,14801,0,20,0,9,236390,126949,0
"전장의 단일 전투에서 플레이어만을 대상으로 피해 혹은 치유 300,000 달성","전세 수습",,227,-1,-1,0,95,1,10,0,39,236374,122154,0
"전장의 단일 전투에서 명예 승수 30 획득","공포의 사신",,229,-1,-1,0,95,1,10,0,34,136177,124563,0
"아래 나열된 플레이어 대 플레이어 업적 완료",지휘관,"칭호: 지휘관",230,-1,1,0,95,0,50,0,43,236591,127514,0
"전장의 단일 전투에서 죽지 않고 결정타 20회","잔인한 학살자",,231,-1,-1,0,95,1,10,16,40,132364,121323,0
"폭풍의 눈에서 광폭 강화 효과 상태로 결정타 획득","피에 굶주린 광전사",,233,566,-1,0,14803,0,10,0,11,136012,124230,0
"명예 승수 획득","명예로운 처치",,238,-1,-1,0,95,0,10,0,1,236647,124429,0
"명예 승수 25,000","명예 승수 25,000",,239,-1,-1,509,95,0,10,0,7,236657,124431,0
"각 직업 캐릭터를 상대로 명예 승수, 결정타 획득","직업 불균형 해결사",,245,-1,-1,0,95,0,10,0,11,132092,123851,0
"다섯 종족 캐릭터를 상대로 명예 승수, 결정타 획득","적을 알고 나를 알면",,246,-1,1,0,95,0,10,0,12,132155,127831,0
"죽은 상대가 무덤에 가기 전에 /포옹 또는 /껴안아 해주기","사랑의 월드 오브 워크래프트! 꼭 /껴안아 주세요!",,247,-1,-1,0,95,0,10,0,14,135767,125261,0
"귀족의 정원 축제 기간 동안 알록달록한 알에서 흰색 턱시도 셔츠와 검은색 턱시도 바지 획득","일요 특선",,248,-1,-1,0,159,0,10,0,4,135012,126292,0
"귀족의 정원 축제 기간 동안 알록달록한 알에서 우아한 드레스 획득","특별한 날의 의상",,249,-1,-1,0,159,0,10,0,5,132645,126802,0
"겨울맞이 윈터볼트의 꼬마 도우미로서 명예 승수 50 획득","내 친구의 꼬마 도우미",,252,-1,-1,0,156,0,10,136,2,236703,125839,0
"저주받은 기사 처치","저주받은 기사의 머리를... 어, 잠깐만?",,255,-1,-1,0,158,0,10,0,3,134015,121889,0
"겨울맞이 축제 기간 동안 케른 블러드후프에게 눈뭉치 던지기",구두쇠,,259,-1,0,0,156,1,10,0,3,132387,121371,0
"아름다운 장식 팔찌 12개 만들기","매력 만점",,260,-1,-1,0,187,0,10,0,2,133334,123330,0
"강제 노역소에서 아훈 처치","서리 군주 처치",,263,-1,-1,0,161,1,10,0,1,135861,125253,0
"한여름 축제 의상을 모두 갖춰 입고 불꽃 기둥에서 60초 동안 춤추기","정열의 불꽃춤",,271,-1,-1,0,161,0,10,0,2,236216,125563,0
"달라란, 스톰윈드, 아이언포지, 오그리마, 언더시티에서 15초 안에 횃불 40회 던지기","불꽃 마술사",,272,-1,-1,0,161,0,10,0,20,135433,124592,0
"순록 멧젠 구하기","달려라 멧젠!",,273,-1,-1,0,156,1,10,0,1,236707,121351,0
"한 캐릭터로 용용이 알, 잠꾸러기 왕눈이, 엘레크 조련용 목줄 획득","노련한 보모",,275,-1,-1,0,163,0,50,0,7,134505,126919,0
"겨울맞이 축제 기간 동안 겨울 의복 세 벌을 입고 그라추의 말린 과일 듬뿍 케이크를 먹기","즐거운 연말연시",,277,-1,-1,0,156,0,10,0,6,132934,127794,0
"굴뚝나무 목장조합의 도둑맞은 장난감을 찾아주고 보상으로 굴뚝나무 목장조합의 선물 받기","장난감을 찾아라!",,279,-1,-1,0,156,1,10,0,8,133170,131941,0
"응급치료 숙련도","응급치료 숙련도",,281,-1,-1,0,178,0,0,1,5,136243,123332,0
"아래 나열된 할로윈 마법봉을 이용해 변신",가장무도회,,283,-1,-1,0,158,0,10,0,12,236548,126093,0
"아래 나열된 얇은 가면 20개 모으기","가면 수집가",,284,-1,-1,0,158,0,20,0,6,133567,127773,0
"축제 사탕 많이 먹고 배탈 나기","다 뱉어내!",,288,-1,-1,0,158,0,10,0,2,136182,128703,0
"저주받은 기사에 맞서 마을을 지키는 퀘스트 1개 이상 완료","할로윈 축제의 구원자",,289,-1,-1,0,158,1,10,0,4,236545,124872,0
"무거운 호박등으로 아래 나열된 각 종족에 호박 머리 올려 놓기","호박 머리",,291,-1,-1,0,158,0,10,0,11,133661,121461,0
"사악한 작은 호박과 성스러운 투구 획득","사악한 충동",,292,-1,-1,0,158,0,10,0,13,236547,121878,0
"가을 축제 옷 세 벌을 입고 달라란에서 곤드레만드레 취해 춤추기","평화의 방해자",,293,571,-1,0,162,0,10,0,10,133696,123066,0
"코렌 다이어브루 처치","공포의 가을 축제",,295,230,-1,0,162,0,10,0,8,134159,125135,0
"가을 축제 탈것 획득 또는 가을 축제 홉 열매를 사용하여 자신의 탈것을 가을 축제 탈것으로 변신","만취 여행",,303,-1,-1,0,162,1,10,0,11,132620,126851,0
"무법항 낚시왕 선발대회나 칼루아크 낚시 대회에서 우승","아제로스 낚시왕",,306,-1,-1,0,171,1,20,0,9,133892,126797,0
,"상대 진영에게 죽은 전체 횟수",,318,-1,-1,0,21,0,0,1,2,136243,125881,0
"결투 승리 횟수","결투 승리 횟수",,319,-1,-1,0,154,0,0,1,1,136243,127439,0
"결투 패배 횟수","결투 패배 횟수",,320,-1,-1,0,154,0,0,1,2,136243,121472,0
"공격대 및 던전에서 죽은 전체 횟수","공격대 및 던전에서 죽은 전체 횟수",,321,-1,-1,0,125,0,0,9,1,0,124571,0
"리치 왕 던전 우두머리에게 죽은 전체 횟수","리치 왕 던전 우두머리에게 죽은 전체 횟수",,322,-1,-1,0,125,0,0,9,6,0,124294,0
"리치 왕 10인 공격대 우두머리에게 죽은 전체 횟수","리치 왕 10인 공격대 우두머리에게 죽은 전체 횟수",,323,-1,-1,0,125,0,0,9,8,0,126559,0
"리치 왕 25인 공격대 우두머리에게 죽은 전체 횟수","리치 왕 25인 공격대 우두머리에게 죽은 전체 횟수",,324,-1,-1,0,125,0,0,9,10,0,121474,0
"퀘스트 완료 후 받은 골드","퀘스트 완료 후 받은 골드",,326,-1,-1,0,140,0,0,1,4,136243,128216,0
"획득한 전체 골드","획득한 전체 골드",,328,-1,-1,0,140,0,0,9,1,136243,124219,0
"전체 경매 건수","전체 경매 건수",,329,-1,-1,0,140,0,0,1,6,136243,128753,0
"경매 구입 횟수","경매 구입 횟수",,330,-1,-1,0,140,0,0,1,7,136243,128930,0
"최고 경매 입찰액","최고 경매 입찰액",,331,-1,-1,0,140,0,0,1,8,136243,129365,0
"최고 경매 판매액","최고 경매 판매액",,332,-1,-1,0,140,0,0,1,9,136243,124224,0
"전리품으로 획득한 골드","전리품으로 획득한 골드",,333,-1,-1,0,140,0,0,1,3,136243,124226,0
"최대 보유 골드","최대 보유 골드",,334,-1,-1,0,140,0,0,1,15,136243,124228,0
"획득한 전설급 아이템","획득한 전설급 아이템",,336,-1,-1,0,191,0,0,1,4,0,123672,0
"소유한 애완동물","소유한 애완동물",,338,-1,-1,0,191,0,0,1,6,0,124755,0
"소유한 탈것 개수","소유한 탈것 개수",,339,-1,-1,0,191,0,0,1,5,0,122250,0
"영웅급 전리품 아이템 획득","영웅급 전리품 아이템 획득",,341,-1,-1,0,191,0,0,1,3,0,127612,0
"획득한 영웅급 아이템","획득한 영웅급 아이템",,342,-1,-1,0,191,0,0,1,2,0,123114,0
"소비한 붕대","소비한 붕대",,344,-1,-1,0,145,0,0,9,1,136243,123428,0
"소비한 치유 물약","소비한 치유 물약",,345,-1,-1,0,145,0,0,9,4,136243,128755,0
"소비한 음료","소비한 음료",,346,-1,-1,0,145,0,0,9,16,136243,122252,0
"먹은 음식","먹은 음식",,347,-1,-1,0,145,0,0,9,19,136243,122443,0
"비행 경로 이용 횟수","비행 경로 이용 횟수",,349,-1,-1,0,134,0,0,1,1,136243,123675,0
"마법사 차원문 이용 횟수","마법사 차원문 이용 횟수",,350,-1,-1,0,134,0,0,9,3,136243,129855,0
"귀환 횟수","귀환 횟수",,353,-1,-1,0,134,0,0,1,5,136243,123802,0
"5v5 경기 승리","5v5 경기 승리",,362,-1,-1,0,152,0,0,9,4,136243,124353,0
"5v5 경기","5v5 경기",,363,-1,-1,0,152,0,0,9,3,136243,121809,0
"3v3 경기 승리","3v3 경기 승리",,364,-1,-1,0,152,0,0,9,6,136243,123677,0
"3v3 경기","3v3 경기",,365,-1,-1,0,152,0,0,9,5,136243,121815,0
"2v2 경기 승리","2v2 경기 승리",,366,-1,-1,0,152,0,0,9,8,136243,121821,0
"2v2 경기","2v2 경기",,367,-1,-1,0,152,0,0,9,7,136243,124359,0
,"최고 2인 개인 평점",,370,-1,-1,0,152,0,0,1,21,136243,121827,0
,"최고 2인 팀 평점",,374,-1,-1,0,152,0,0,1,24,136243,127615,0
"확고한 동맹인 평판","확고한 동맹인 평판",,377,-1,-1,0,147,0,0,1,1,0,125583,0
"매우 우호적 이상인 평판","매우 우호적 이상인 평판",,378,-1,-1,0,147,0,0,1,2,0,124365,0
"야외 명예 승수","야외 명예 승수",,381,-1,-1,0,136,0,0,9,2,136243,121829,0
"전장 명예 승수","전장 명예 승수",,382,-1,-1,0,136,0,0,9,5,136243,132858,0
"투기장 명예 승수","투기장 명예 승수",,383,-1,-1,0,136,0,0,9,4,136243,121834,0
"자신의 진영에 속한 도시에서 적 50명 처치","도시의 수호자",,388,-1,1,0,95,0,10,136,17,236593,126198,0
"구루바시 투기장에서 전리품으로 ""전문 검투사의 징표"" 획득","구루바시 투기장 전문 검투사",,389,-1,-1,0,95,1,10,0,15,133608,126888,0
"알터랙 계곡 경비탑 방어","알터랙 계곡 경비탑 방어",,393,-1,-1,0,153,0,0,1,17,136243,123117,0
"알터랙 계곡 경비탑 점령","알터랙 계곡 경비탑 점령",,394,-1,-1,0,153,0,0,1,18,136243,124433,0
"전쟁노래 협곡 깃발 쟁취","전쟁노래 협곡 깃발 쟁취",,395,-1,-1,0,153,0,0,1,20,136243,125190,0
"땅딸보 존 미스릴의 퀘스트를 완료하여 ""최고검투사의 징표"" 획득","구루바시 투기장 최고검투사",,396,-1,-1,0,95,1,10,0,16,133599,127463,0
"80 레벨 투기장 본선 전투 승리",투기장으로,,397,-1,-1,0,165,0,10,0,1,236543,121451,0
"80 레벨 투기장 본선 전투 승리 100회","무자비한 집념",,398,-1,-1,397,165,0,10,0,2,236534,121453,0
"80 레벨 2v2 투기장 개인 평점 1,550","우리 둘이서 1,550",,399,-1,-1,0,165,0,10,0,6,236323,140616,0
"80 레벨 2v2 투기장 개인 평점 1,750","우리 둘이서 1,750",,400,-1,-1,399,165,0,10,0,7,236326,140618,0
"80 레벨 2v2 투기장 개인 평점 2,000","우리 둘이서 2,000",,401,-1,-1,400,165,0,10,0,8,236327,140620,0
"80 레벨 3v3 투기장 개인 평점 1,550","투기장 삼총사 1,550",,402,-1,-1,0,165,0,10,0,10,236330,140624,0
"80 레벨 3v3 투기장 개인 평점 1,750","투기장 삼총사 1,750",,403,-1,-1,402,165,0,10,0,11,236333,140626,0
"80 레벨 5v5 투기장 개인 평점 2,000","의기투합 오형제 2,000",,404,-1,-1,407,165,0,10,0,16,236341,140636,0
"80 레벨 3v3 투기장 개인 평점 2,000","투기장 삼총사 2,000",,405,-1,-1,403,165,0,10,0,12,236334,140628,0
"80 레벨 5v5 투기장 개인 평점 1,550","의기투합 오형제 1,550",,406,-1,-1,0,165,0,10,0,14,236337,140632,0
"80 레벨 5v5 투기장 개인 평점 1,750","의기투합 오형제 1,750",,407,-1,-1,406,165,0,10,0,15,236340,140634,0
"연속으로 80 레벨 본선 전투 승리 10회",파죽지세,,408,-1,-1,0,165,0,10,0,18,135805,128706,0
"80 레벨 5v5 투기장 본선 전투에서 혼자 살아남기","최후의 생존자",,409,-1,-1,0,165,0,10,0,20,135981,0,0
"2005년 블리즈컨 머키 소유자",머키,,411,-1,-1,0,81,1,0,0,80,132834,125487,0
"2007년 블리즈컨 멀록 복장 소유자","멀록 복장",,412,-1,-1,0,81,1,0,0,81,134169,121958,0
"프랑스 파리에서 개최된 2008 월드와이드 인비테이셔널에서 제공한 티리엘의 칼자루 소유자","티리엘의 칼자루",,414,-1,-1,0,81,1,0,0,84,135277,123634,0
"2008년 블리즈컨 큰 눈보라 곰 소유자","큰 눈보라 곰",,415,-1,-1,0,81,1,0,0,82,298586,124809,0
"안퀴라즈 성문 열기","스카라베 군주",,416,-1,-1,0,81,0,0,0,158,236829,124093,0
"""무자비한 검투사"" 칭호 획득","무자비한 검투사","칭호: 무자비한 검투사",418,-1,-1,0,81,0,0,0,151,236534,123064,0
"""복수심에 불타는 검투사"" 칭호 획득","복수심에 불타는 검투사","칭호: 복수심에 불타는 검투사",419,-1,-1,0,81,0,0,0,152,236535,124585,0
"""야만적인 검투사"" 칭호 획득","야만적인 검투사","칭호: 야만적인 검투사",420,-1,-1,0,81,0,0,0,153,236536,126681,0
"공명의 붉은 퀴라지 수정 획득","왜? 붉은색이니까!",,424,-1,-1,0,81,1,0,0,142,134396,127169,0
"아티쉬 - 수호자의 지팡이를 부리는 자","아티쉬 - 수호자의 지팡이",,425,-1,-1,0,81,1,0,0,145,135226,123975,0
"아지노스의 쌍날검을 부리는 자","아지노스의 쌍날검",,426,-1,-1,0,81,0,0,0,146,135561,123221,0
"우레폭풍 - 바람추적자의 성검을 부리는 자","우레폭풍 - 바람추적자의 성검",,428,-1,-1,0,81,0,0,0,144,135349,127171,0
"설퍼라스 - 라그나로스의 손을 부리는 자","설퍼라스 - 라그나로스의 손",,429,-1,-1,0,81,0,0,0,143,133066,123053,0
"아마니 전투곰 소유자","아마니 전투곰",,430,-1,-1,0,81,1,0,0,141,132117,121457,0
