Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,Criteria_tree,Shares_criteria
"Исследуйте все местности Восточных королевств.","Восточные королевства",,42,-1,-1,0,97,0,25,0,1,236759,122988,0
"Исследуйте все местности Калимдора.",Калимдор,,43,-1,-1,0,97,0,25,0,2,236807,121375,0
"Исследуйте все местности Запределья.",Запределье,,44,-1,-1,0,97,0,25,0,3,236813,121396,0
"Исследуйте все местности Нордскола.",Нордскол,"Награда: гербовая накидка исследователя",45,-1,-1,0,97,0,25,0,4,236812,128467,0
"Исследуйте Восточные королевства, Калимдор, Запределье и Нордскол.",Первооткрыватель,"Наградное звание: Исследователь",46,-1,-1,0,97,0,50,0,5,237381,121984,0
"Победы в Альтеракской долине","Победы в Альтеракской долине",,49,30,-1,0,153,0,0,1,6,136243,128749,0
"Победы на Оке Бури","Победы на Оке Бури",,50,566,-1,0,153,0,0,1,10,136243,123016,0
"Победы в низине Арати","Победы в низине Арати",,51,529,-1,0,153,0,0,1,8,136243,123018,0
"Сражения в ущелье Песни Войны","Сражения в ущелье Песни Войны",,52,489,-1,0,153,0,0,1,13,136243,121974,0
"Сражения в Альтеракской долине","Сражения в Альтеракской долине",,53,30,-1,0,153,0,0,1,5,136243,121976,0
"Сражения на Оке Бури","Сражения на Оке Бури",,54,566,-1,0,153,0,0,1,9,136243,124476,0
"Сражения в низине Арати","Сражения в низине Арати",,55,529,-1,0,153,0,0,1,7,136243,123973,0
"Смерти в Ущелье Песни Войны","Смерти в Ущелье Песни Войны",,56,489,-1,0,124,0,0,1,3,136243,124248,0
"Смерти в Альтеракской долине","Смерти в Альтеракской долине",,57,30,-1,0,124,0,0,1,1,136243,123275,0
"Смерти от Дрек'Тара","Смерти от Дрек'Тара",,58,30,1,0,124,0,0,1,6,136243,124250,0
"Смерти в Низине Арати","Смерти в Низине Арати",,59,529,-1,0,124,0,0,1,2,136243,124851,0
"Всего смертей","Всего смертей",,60,-1,-1,0,122,0,0,1,1,136243,124407,0
"В течение одного сражения в Низине Арати возьмите штурмом 3 базы.","Нападение на Низину",,73,529,-1,0,14802,0,10,0,5,132333,127829,0
"Отменено заданий","Отменено заданий",,94,-1,-1,0,133,0,0,1,5,136243,123283,0
"Среднее количество заданий за день","Среднее количество заданий за день",,95,-1,-1,0,133,0,0,73,2,136243,126005,98
"Выполнено ежедневных заданий","Выполнено ежедневных заданий",,97,-1,-1,0,133,0,0,1,3,136243,127771,0
"Выполнено заданий","Выполнено заданий",,98,-1,-1,0,133,0,0,9,1,136243,122183,0
"Бои в Руинах Лордерона","Бои в Руинах Лордерона",,99,-1,-1,0,152,0,0,1,17,136243,129940,0
"Победы на арене Награнда","Победы на арене Награнда",,100,-1,-1,0,152,0,0,1,14,136243,123056,0
"Бои на арене Награнда","Бои на арене Награнда",,101,-1,-1,0,152,0,0,1,13,136243,122986,0
"Победы в Руинах Лордерона","Победы в Руинах Лордерона",,102,-1,-1,0,152,0,0,1,18,136243,127443,0
"Бои на арене Острогорья","Бои на арене Острогорья",,103,-1,-1,0,152,0,0,1,9,136243,123285,0
"Победы на арене Острогорья","Победы на арене Острогорья",,104,-1,-1,0,152,0,0,1,10,136243,128751,0
"Победы в ущелье Песни Войны","Победы в ущелье Песни Войны",,105,-1,-1,0,153,0,0,1,14,136243,121932,0
"Убито существ","Убито существ",,107,-1,-1,0,135,0,0,9,1,136243,122186,0
"Убито животных","Убито животных",,108,-1,-1,0,135,0,0,1,4,136243,123501,0
"Самый часто убиваемый босс Lich King (5 игроков)","Самый часто убиваемый босс Lich King (5 игроков)",,110,-1,-1,0,14807,0,0,17,14,0,128330,1467
"Смерти от утопления","Смерти от утопления",,112,-1,-1,0,126,0,0,1,1,136243,132274,0
"Смерти от изнеможения","Смерти от изнеможения",,113,-1,-1,0,126,0,0,1,3,136243,123503,0
"Смерти от падения","Смерти от падения",,114,-1,-1,0,126,0,0,1,4,136243,123075,0
"Смерти от огня и лавы","Смерти от огня и лавы",,115,-1,-1,0,126,0,0,9,5,136243,123505,0
"Станьте подмастерьем в любой профессии.",Подмастерье,,116,-1,-1,0,169,1,10,0,1,134327,123508,0
"Станьте поваром-подмастерьем.",Повар-подмастерье,,121,-1,-1,0,170,0,10,0,1,133971,125873,0
"Станьте поваром-умельцем.",Повар-умелец,,122,-1,-1,121,170,0,10,0,2,133971,121924,0
"Станьте поваром-искусником.",Повар-искусник,,123,-1,-1,122,170,0,10,0,3,133971,127610,0
"Станьте мастером кулинарии.","Мастер кулинарии",,124,-1,-1,123,170,0,10,0,4,133971,123077,0
"Станьте великим мастером кулинарии.","Великий мастер кулинарии",,125,-1,-1,124,170,0,10,0,5,133971,123520,0
"Станьте рыболовом-подмастерьем.",Рыболов-подмастерье,,126,-1,-1,0,171,0,10,0,1,136245,123522,0
"Станьте рыболовом-умельцем.",Рыболов-умелец,,127,-1,-1,126,171,0,10,0,2,136245,121934,0
"Станьте рыболовом-искусником.",Рыболов-искусник,,128,-1,-1,127,171,0,10,0,3,136245,123704,0
"Станьте рыболовом-мастером.",Рыболов-мастер,,129,-1,-1,128,171,0,10,0,4,136245,126923,0
"Станьте великим мастером рыбной ловли.","Великий мастер рыбной ловли",,130,-1,-1,129,171,0,10,0,5,136245,121926,0
"Станьте подмастерьем первой помощи.","Подмастерье первой помощи",,131,-1,-1,0,172,0,10,0,1,135966,123670,0
"Станьте умельцем в деле оказания первой помощи.","Умелец оказывать первую помощь",,132,-1,-1,131,172,0,10,0,2,135966,124254,0
"Станьте искусником в деле оказания первой помощи.","Искусник оказания первой помощи",,133,-1,-1,132,172,0,10,0,3,135966,124256,0
"Станьте мастером в деле оказания первой помощи.","Мастер оказания первой помощи",,134,-1,-1,133,172,0,10,0,4,135966,123706,0
"Станьте великим мастером в деле оказания первой помощи.","Великий мастер первой помощи",,135,-1,-1,134,172,0,10,0,5,135966,123531,0
"Создайте 500 плотных бинтов из ледяной ткани.",Запасаемся,,137,-1,-1,0,172,0,10,0,6,133674,122240,0
"Перебинтуйте друга или себя плотными бинтами из ледяной ткани, когда уровень здоровья опустится ниже 5%.","Срочная перевязка",,141,-1,-1,0,172,0,10,0,7,134470,125433,0
"Выудите скрытня из глубин в Змеином святилище.","Скрытое становится явным",,144,-1,-1,0,171,0,10,0,15,132107,123014,0
"Выудите что-нибудь в Оргриммаре и Штормграде.","Дипломатическая рыбалка",,150,-1,-1,0,171,0,10,0,8,133146,121978,0
"Выудите рыбу из косяка.","Старый гном и море",,153,-1,-1,0,171,1,10,0,6,236573,121415,0
"Выиграйте сражение в Низине Арати.","Победа в Низине Арати",,154,529,-1,0,14802,0,10,0,1,236385,123277,0
"Одержите 100 побед в Низине Арати.","Защитник Низины Арати",,155,529,-1,154,14802,0,10,0,2,236381,127324,0
"Выиграйте 10 сражений в Низине Арати, захватив все 5 флагов.","Господство в землях Арати",,156,529,-1,0,14802,0,10,0,9,236386,123466,0
"Защищая базы в Низине Арати, 50 раз верните контроль над флагом.","На помощь!",,157,529,-1,0,14802,0,10,0,7,132365,126804,0
"Захватите 50 флагов в Низине Арати.","Ловкость рук и резвость ног",,158,529,-1,0,14802,0,10,0,4,236373,124099,0
"Выиграйте сражение в Низине Арати за 6 минут.","У нас все получится!",,159,529,-1,0,14802,0,10,0,10,236387,124101,0
"Отстав от команды врага на 500 единиц ресурсов в Низине Арати, догоните и победите противника.","Воля к победе",,161,529,-1,0,14802,1,10,0,8,236371,125158,0
"Выиграйте сражение в Низине Арати, оторвавшись от противника на 10 очков (1600 к 1590).","Они нам дышали в затылок…",,162,529,-1,0,14802,0,10,0,11,136165,124759,0
"Выиграйте сражение в Низине Арати со счетом 1600 к 0.","Победить всухую в Низине",,165,529,-1,0,14802,0,20,0,3,236348,121665,0
"Выиграйте сражение в Ущелье Песни Войны.","Победа в Ущелье Песни Войны",,166,489,-1,0,14804,0,10,0,1,236396,121667,0
"Одержите 100 побед в Ущелье Песни Войны.","Защитник Ущелья Песни Войны",,167,489,-1,166,14804,0,10,0,2,236384,122230,0
"Выиграйте сражение в Ущелье Песни Войны со счетом 3 к 0.","Победить всухую в Ущелье",,168,489,-1,0,14804,0,10,0,8,236397,132664,0
"Изучено формул наложения чар","Изучено формул наложения чар",,178,-1,-1,0,173,0,0,1,6,136243,121981,0
"Количество распыленных вещей","Количество распыленных вещей",,181,-1,-1,0,173,0,0,1,8,136243,124252,0
"Материалы, образовавшиеся от распыления","Материалы, образовавшиеся от распыления",,183,-1,-1,0,173,0,0,1,7,136243,129942,0
"Самое эффективное исцеление","Самое эффективное исцеление",,189,-1,-1,0,141,0,0,1,5,0,122232,0
"Самый сильный удар","Самый сильный удар",,193,-1,-1,0,141,0,0,1,1,0,122234,0
"Всего урона нанесено","Всего урона нанесено",,197,-1,-1,0,141,0,0,1,3,0,127441,0
"Общее количество исцеленного здоровья","Общее количество исцеленного здоровья",,198,-1,-1,0,141,0,0,1,7,0,121939,0
"Возьмите флаг и отнесите его на свою базу в Ущелье Песни Войны.","Захват флага",,199,489,-1,0,14804,0,10,0,3,236350,127330,0
"Верните 50 флагов, защищая свою базу в Ущелье Песни Войны.","Неутомимый защитник",,200,489,-1,0,14804,0,10,0,4,236355,121928,0
"Одержите победу в Ущелье Песни Войны менее чем за 7 минут.","Рационализация Ущелья",,201,489,-1,0,14804,0,10,0,9,236398,128594,0
"Захватите флаг и отнесите его на свою базу менее чем за 75 секунд.","Быстрый захват",,202,489,1,0,14804,0,10,0,16,236353,121915,0
"В течение одного сражения в Ущелье Песни Войны убейте 2 персонажей, пытающихся вынести флаг из вашей комнаты.","Только не у меня дома",,203,489,1,0,14804,0,10,0,14,236362,124561,0
"Проиграно дуэлей","Проиграно дуэлей",,320,-1,-1,0,154,0,0,1,2,136243,121472,0
"В течение одного сражения в Ущелье Песни Войны трижды захватите флаг и доставьте на свою базу, не умерев ни разу.","Железный человек",,204,489,-1,0,14804,0,10,0,10,236344,125153,0
"Убейте 100 персонажей, несущих флаг, в Ущелье Песни Войны.","Лучший защитник",,206,489,1,0,14804,0,10,0,6,236360,123493,0
"Убейте противника, который будет находится в своей флаговой комнате с флагом вашей фракции. Флаг противника должен находиться на своем месте.","Спасти положение",,207,489,-1,0,14804,1,10,0,18,132308,125181,0
"Одержите победу на Оке Бури.","Победа на Оке Бури",,208,566,-1,0,14803,0,10,0,1,236392,121714,0
"Одержите 100 побед на Оке Бури.","Защитник Ока Бури",,209,566,-1,208,14803,0,10,0,2,236383,121716,0
"Пока ваша команда удерживает 4 башни на Оке Бури, лично захватите флаг и отнесите его в одну из башен.","Да будет буря!",,211,566,-1,0,14803,0,10,0,12,236354,121718,0
"Возьмите флаг и отнесите его на свою базу на Оке Бури.","Вестник бури",,212,566,-1,0,14803,0,10,0,7,236349,126970,0
"В течение одного сражения на Оке Бури убейте 5 персонажей, несущих флаг.",Штурмовик,,213,566,-1,0,14803,0,10,0,6,236359,125246,0
"Выиграйте сражение на Оке Бури за 6 минут.",Шквал,,214,566,-1,0,14803,0,10,0,5,236393,123380,0
"В течение одного сражения на Оке Бури трижды захватите флаг, не умерев ни разу.","Обречен прославиться",,216,566,-1,0,14803,0,10,0,8,135739,127732,0
"Выиграйте сражение в Альтеракской долине.","Победа в Альтеракской долине",,218,30,-1,0,14801,0,10,0,1,236388,127320,0
"Одержите 100 побед в Альтеракской долине.","Защитник Альтеракской долины",,219,30,-1,218,14801,0,10,0,2,236382,127322,0
"Выиграйте сражение в Альтеракской долине, не потеряв ни одного капитана и не уступив ни одной башни. Вы должны удерживать контроль над всеми башнями Орды.","Превосходство Грозовой Вершины",,220,30,1,0,14801,0,20,0,11,133431,124853,0
"50 раз захватите кладбища в Альтеракской долине.","Кладбищенский вор Альтерака",,221,30,-1,0,14801,0,10,0,3,236399,121895,0
"50 раз защитите башни в Альтеракской долине.","Защита башен",,222,30,-1,0,14801,0,10,0,4,236351,121897,0
"Убейте врага, не успевшего спешиться, на Поле Брани в Альтеракской долине.","Больная газель",,223,30,-1,0,14801,0,10,0,10,236361,123668,0
"Убейте 50 персонажей в Зале Северного Волка в Альтеракской долине.","Преданный защитник",,224,30,0,0,14801,0,10,0,5,236368,127734,0
"Выиграйте сражение в Альтеракской долине, пока ваша команда удерживает контроль над обеими шахтами.","Учитывается все",,225,30,1,0,14801,0,10,0,7,236389,124864,0
"Выиграйте сражение в Альтеракской долине за 6 минут.","Альтеракский блиц",,226,30,-1,0,14801,0,20,0,9,236390,126949,0
"Нанесите 300000 единиц урона или восполните 300000 единиц здоровья лечением в течение одного сражения на поле боя. Объектом исцеления или нанесения урона должен быть игрок.","Контроль над повреждениями",,227,-1,-1,0,95,1,10,0,39,236374,122154,0
"Одержите 30 почетных побед за одно сражение на любом поле боя.","Угрюмый жнец",,229,-1,-1,0,95,1,10,0,34,136177,124563,0
"Добейтесь указанных ниже достижений на поле боя.",Военачальник,"Наградное звание: Военачальник",230,-1,1,0,95,0,50,0,43,236591,127514,0
"Нанесите смертельный удар 20 персонажам за время одного сражения на поле боя, ни разу не умерев.","Массовое уничтожение",,231,-1,-1,0,95,1,10,16,40,132364,121323,0
"Нанесите смертельный удар, находясь в состоянии берсерка на Оке Бури.","Кровожадный берсерк",,233,566,-1,0,14803,0,10,0,11,136012,124230,0
"Одержите почетную победу в PvP.","Победа в PvP",,238,-1,-1,0,95,0,10,0,1,236647,124429,0
"Одержите 25000 почетных побед в PvP.","25000 почетных побед в PvP",,239,-1,-1,509,95,0,10,0,7,236657,124431,0
"Одержите почетную победу в PvP, убив по одному персонажу каждого класса.","Вот это класс!",,245,-1,-1,0,95,0,10,0,11,132092,123851,0
"Одержите почетную победу в PvP, убив по одному представителю 5 разных рас.","Знай врага",,246,-1,1,0,95,0,10,0,12,132155,127831,0
"Обнимите (/обнять) мертвого врага, прежде чем его душа отлетит от тела.","Занимайтесь любовью, а не войной",,247,-1,-1,0,95,0,10,0,14,135767,125261,0
"Найдите белую рубашку под смокинг и черные брюки под смокинг в раскрашенных яйцах во время празднования Сада чудес.","Воскресный костюм",,248,-1,-1,0,159,0,10,0,4,135012,126292,0
"Найдите элегантное платье в раскрашенных яйцах во время празднования Сада чудес.","Дорого платье к Саду чудес",,249,-1,-1,0,159,0,10,0,5,132645,126802,0
"Одержите 50 почетных побед в облике Маленького Помощника с помощью Чудовольта Мороза.","С некоторой помощью моих друзей…",,252,-1,-1,0,156,0,10,136,2,236703,125839,0
"Убейте Всадника без головы.","Принеси мне голову… ээ, то есть…",,255,-1,-1,0,158,0,10,0,3,134015,121889,0
"Киньте снежок в Кэрна Кровавое Копыто во время празднования Зимнего Покрова.",Бука,,259,-1,0,0,156,1,10,0,3,132387,121371,0
"Получите 12 чудесных браслетов-оберегов.","Чудесный оберег",,260,-1,-1,0,187,0,10,0,2,133334,123330,0
"Убейте Ахуна в Узилище.","Заморозить Повелителя Холода",,263,-1,-1,0,161,1,10,0,1,135861,125253,0
"Потанцуйте вокруг праздничного шеста в течение 60 секунд, надев костюм праздника Солнцеворота.","Зажигательный танец у шеста",,271,-1,-1,0,161,0,10,0,2,236216,125563,0
"Подбросьте 40 факелов за 15 секунд в Даларане, Штормграде, Стальгорне, Оргриммаре или Подгороде.","Жонглер факелами",,272,-1,-1,0,161,0,10,0,20,135433,124592,0
"Спасите Метцена-северного оленя.","К Метцену!",,273,-1,-1,0,156,1,10,0,1,236707,121351,0
"Соберите Яйцо Эгберта, Вилли-соню и Дрессировочный ошейник элекка одним персонажем.","Заслуженная няня",,275,-1,-1,0,163,0,50,0,7,134505,126919,0
"Во время Зимнего Покрова наденьте 3 предмета из праздничного набора и съешьте кекс Гракку с мясом и фруктами.","Зимние деньки",,277,-1,-1,0,156,0,10,0,6,132934,127794,0
"Выполните задание, связанное с возвращением угощений Пастбищ Дымного Леса, и заслужите благодарность тех, кому помогли.","Ох уж этот Гринч...",,279,-1,-1,0,156,1,10,0,8,133170,131941,0
"Уровень знаний в первой помощи","Уровень знаний в первой помощи",,281,-1,-1,0,178,0,0,1,5,136243,123332,0
"Испытайте действие всех волшебных палочек, меняющих внешность.",Маскарад,,283,-1,-1,0,158,0,10,0,12,236548,126093,0
"Соберите 20 тонких масок, указанных ниже.","Маски на все случаи жизни",,284,-1,-1,0,158,0,20,0,6,133567,127773,0
"Объешьтесь тыквовинскими сладостями и заработайте расстройство желудка.","Сыт по горло",,288,-1,-1,0,158,0,10,0,2,136182,128703,0
"Выполните одно из заданий для спасения деревни от Всадника без головы.","Спаситель Тыквовина",,289,-1,-1,0,158,1,10,0,4,236545,124872,0
"Наденьте тыквы на головы представителям следующих рас.","У вас что-то с головой",,291,-1,-1,0,158,0,10,0,11,133661,121461,0
"Получите зловещую тыковку и Священный шлем.","Зловещий призыв",,292,-1,-1,0,158,0,10,0,13,236547,121878,0
"Напейтесь в стельку и, надев три предмета из набора Хмельного фестиваля, станцуйте в Даларане.",Дебошир,,293,571,-1,0,162,0,10,0,10,133696,123066,0
"Убейте Корена Худовара.","Фестиваль худоварева",,295,230,-1,0,162,0,10,0,8,134159,125135,0
"Получите верховое животное Хмельного фестиваля или превратите в него свое средство передвижения, используя пивные дрожжи.","С бочкой едешь – дальше будешь",,303,-1,-1,0,162,1,10,0,11,132620,126851,0
"Одержите победу в состязании рыболовов Пиратской Бухты или в калуакском рыбоборье.","Лучший рыболов Азерота",,306,-1,-1,0,171,1,20,0,9,133892,126797,0
,"Смерти в стычках с вражеской фракцией",,318,-1,-1,0,21,0,0,1,2,136243,125881,0
"Одержано побед в дуэлях","Одержано побед в дуэлях",,319,-1,-1,0,154,0,0,1,1,136243,127439,0
"Кол-во смертей в подземельях и рейдах","Кол-во смертей в подземельях и рейдах",,321,-1,-1,0,125,0,0,9,1,0,124571,0
"Смерти в подземельях Lich King","Смерти в подземельях Lich King",,322,-1,-1,0,125,0,0,9,6,0,124294,0
"Смерти от боссов в рейдах Lich King (10 игроков)","Смерти от боссов в рейдах Lich King (10 игроков)",,323,-1,-1,0,125,0,0,9,8,0,126559,0
"Смерти от боссов, рейд Lich King (25 игроков)","Смерти от боссов, рейд Lich King (25 игроков)",,324,-1,-1,0,125,0,0,9,10,0,121474,0
"Получено золота в награду за задания","Получено золота в награду за задания",,326,-1,-1,0,140,0,0,1,4,136243,128216,0
"Всего получено золота","Всего получено золота",,328,-1,-1,0,140,0,0,9,1,136243,124219,0
"Объявлено аукционов","Объявлено аукционов",,329,-1,-1,0,140,0,0,1,6,136243,128753,0
"Сделано покупок на аукционе","Сделано покупок на аукционе",,330,-1,-1,0,140,0,0,1,7,136243,128930,0
"Самая большая ставка на аукционе","Самая большая ставка на аукционе",,331,-1,-1,0,140,0,0,1,8,136243,129365,0
"Самый дорогой лот из проданных","Самый дорогой лот из проданных",,332,-1,-1,0,140,0,0,1,9,136243,124224,0
"Всего золота получено из добычи","Всего золота получено из добычи",,333,-1,-1,0,140,0,0,1,3,136243,124226,0
"Максимальный запас золота","Максимальный запас золота",,334,-1,-1,0,140,0,0,1,15,136243,124228,0
"Получено легендарных предметов","Получено легендарных предметов",,336,-1,-1,0,191,0,0,1,4,0,123672,0
"Количество спутников","Количество спутников",,338,-1,-1,0,191,0,0,1,6,0,124755,0
"Количество верховых животных","Количество верховых животных",,339,-1,-1,0,191,0,0,1,5,0,122250,0
"Подобрано эпических предметов","Подобрано эпических предметов",,341,-1,-1,0,191,0,0,1,3,0,127612,0
"Получено эпических предметов","Получено эпических предметов",,342,-1,-1,0,191,0,0,1,2,0,123114,0
"Количество использованных бинтов","Количество использованных бинтов",,344,-1,-1,0,145,0,0,9,1,136243,123428,0
"Количество выпитых зелий здоровья","Количество выпитых зелий здоровья",,345,-1,-1,0,145,0,0,9,4,136243,128755,0
"Количество выпитых напитков","Количество выпитых напитков",,346,-1,-1,0,145,0,0,9,16,136243,122252,0
"Количество съеденных блюд","Количество съеденных блюд",,347,-1,-1,0,145,0,0,9,19,136243,122443,0
"Совершено полетов","Совершено полетов",,349,-1,-1,0,134,0,0,1,1,136243,123675,0
"Кол-во пройденных магических порталов","Кол-во пройденных магических порталов",,350,-1,-1,0,134,0,0,9,3,136243,129855,0
"Вы использовали камень возвращения","Вы использовали камень возвращения",,353,-1,-1,0,134,0,0,1,5,136243,123802,0
"Победы в команде 5 на 5","Победы в команде 5 на 5",,362,-1,-1,0,152,0,0,9,4,136243,124353,0
"Сражения в команде 5 на 5","Сражения в команде 5 на 5",,363,-1,-1,0,152,0,0,9,3,136243,121809,0
"Победы в команде 3 на 3","Победы в команде 3 на 3",,364,-1,-1,0,152,0,0,9,6,136243,123677,0
"Сражения в команде 3 на 3","Сражения в команде 3 на 3",,365,-1,-1,0,152,0,0,9,5,136243,121815,0
"Победы в команде 2 на 2","Победы в команде 2 на 2",,366,-1,-1,0,152,0,0,9,8,136243,121821,0
"Сражения в команде 2 на 2","Сражения в команде 2 на 2",,367,-1,-1,0,152,0,0,9,7,136243,124359,0
,"Наивысший личный рейтинг (2 на 2)",,370,-1,-1,0,152,0,0,1,21,136243,121827,0
,"Наивысший командный рейтинг (2 на 2)",,374,-1,-1,0,152,0,0,1,24,136243,127615,0
"Наибольшее количество фракций, которые вас превозносят","Наибольшее количество фракций, которые вас превозносят",,377,-1,-1,0,147,0,0,1,1,0,125583,0
"Откройте Врата Ан'Киража.",Король-скарабей,,416,-1,-1,0,81,0,0,0,158,236829,124093,0
"Наибольшее количество фракций, относящихся к вам с почтением или лучше","Наибольшее количество фракций, относящихся к вам с почтением или лучше",,378,-1,-1,0,147,0,0,1,2,0,124365,0
"Почетных побед по всему миру","Почетных побед по всему миру",,381,-1,-1,0,136,0,0,9,2,136243,121829,0
"Почетных побед на поле боя","Почетных побед на поле боя",,382,-1,-1,0,136,0,0,9,5,136243,132858,0
"Почетных побед на арене","Почетных побед на арене",,383,-1,-1,0,136,0,0,9,4,136243,121834,0
"Убейте 50 вражеских персонажей в любом из главных городов вашей фракции.","На страже города",,388,-1,1,0,95,0,10,136,17,236593,126198,0
"Добудьте аксессуар Повелителя Арены на арене Гурубаши.","Повелитель арены Гурубаши",,389,-1,-1,0,95,1,10,0,15,133608,126888,0
"Количество защищенных башен в Альтеракской долине","Количество защищенных башен в Альтеракской долине",,393,-1,-1,0,153,0,0,1,17,136243,123117,0
"Захватите башни в Альтеракской долине","Захватите башни в Альтеракской долине",,394,-1,-1,0,153,0,0,1,18,136243,124433,0
"Количество захваченных флагов в ущелье Песни Войны","Количество захваченных флагов в ущелье Песни Войны",,395,-1,-1,0,153,0,0,1,20,136243,125190,0
"Выполните задание Коротышки Джона Мифрила, чтобы получить аксессуар великого мастера Арены.","Великий хозяин арены Гурубаши",,396,-1,-1,0,95,1,10,0,16,133599,127463,0
"Одержите победу в рейтинговом бою на арене на 80-м уровне.","Шаг на арену",,397,-1,-1,0,165,0,10,0,1,236543,121451,0
"Одержите победу в 100 рейтинговых боях на арене на 80-м уровне.","Безжалостность гладиатора",,398,-1,-1,397,165,0,10,0,2,236534,121453,0
"Заслужите 1550 очков личного рейтинга в команде арены 2 на 2 на 80-м уровне.","Только ты и я: 1550",,399,-1,-1,0,165,0,10,0,6,236323,140616,0
"Заслужите 1750 очков личного рейтинга в команде арены 2 на 2 на 80-м уровне.","Только ты и я: 1750",,400,-1,-1,399,165,0,10,0,7,236326,140618,0
"Заслужите 2000 очков личного рейтинга в команде арены 2 на 2 на 80-м уровне.","Только ты и я: 2000",,401,-1,-1,400,165,0,10,0,8,236327,140620,0
"Заслужите 1550 очков личного рейтинга в команде арены 3 на 3 на 80-м уровне.","Трое – уже банда: 1550",,402,-1,-1,0,165,0,10,0,10,236330,140624,0
"Заслужите 1750 очков личного рейтинга в команде арены 3 на 3 на 80-м уровне.","Трое – уже банда: 1750",,403,-1,-1,402,165,0,10,0,11,236333,140626,0
"Заслужите 2000 очков личного рейтинга в команде арены 5 на 5 на 80-м уровне.","Большая пятерка: 2000",,404,-1,-1,407,165,0,10,0,16,236341,140636,0
"Заслужите 2000 очков личного рейтинга в команде арены 3 на 3 на 80-м уровне.","Трое – уже банда: 2000",,405,-1,-1,403,165,0,10,0,12,236334,140628,0
"Заслужите 1550 очков личного рейтинга в команде арены 5 на 5 на 80-м уровне.","Большая пятерка: 1550",,406,-1,-1,0,165,0,10,0,14,236337,140632,0
"Заслужите 1750 очков личного рейтинга в команде арены 5 на 5 на 80-м уровне.","Большая пятерка: 1750",,407,-1,-1,406,165,0,10,0,15,236340,140634,0
"Выиграйте подряд 10 рейтинговых боев на 80-м уровне.","Полоса везения",,408,-1,-1,0,165,0,10,0,18,135805,128706,0
"Останьтесь единственным выжившим после рейтингового боя на Арене 5 на 5 на 80-м уровне.","Остаться в живых",,409,-1,-1,0,165,0,10,0,20,135981,0,0
"Гордый владелец Мурчаля, полученного в награду за посещение BlizzCon-2005 в Анахейме в Калифорнии.",Мурчаль,,411,-1,-1,0,81,1,0,0,80,132834,125487,0
"Гордый владелец костюма мурлока, полученного в награду за посещение BlizzCon-2007 в Анахайме в Калифорнии.","Костюм мурлока",,412,-1,-1,0,81,1,0,0,81,134169,121958,0
