ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
311,"Elixier der rohen Gewalt",285,0,0,4347,19,0
312,"Elixier der Verteidigung",285,0,0,4349,21,0
313,"Elixier des Dämonentötens",285,0,0,4350,22,0
314,"Elixier der Dämonenentdeckung",285,0,0,4351,23,0
315,"Elixier der Seelenstärke",285,0,0,4358,30,0
316,"Elixier der Frostmacht",285,0,0,4359,31,0
317,"Elixier der großen Feuermacht",285,0,0,4364,36,0
318,"Elixier der großen Intelligenz",285,0,0,4365,37,0
319,"Starkes Trollblutelixier",285,0,0,8648,9,0
320,"Elixier der mächtigen Verteidigung",285,0,0,8062,80,0
321,"Elixier der mächtigen Gedanken",285,0,0,8066,81,0
322,"Elixier des Adepten",285,0,0,4340,12,0
323,"Erhebliches Trollblutelixier",285,0,0,8074,85,0
324,"Elixier der mächtigen Beweglichkeit",285,0,0,4380,52,0
325,"Schwaches Trollblutelixier",285,0,0,8076,102,0
326,"Mächtiges Trollblutelixier",285,0,0,8077,101,0
327,Zornelixier,285,0,0,8078,100,0
328,"Bluttangelixier des Ausweichens",285,0,0,8082,96,0
329,"Elixier der Schatten",285,0,0,8086,92,0
330,"Drakurus Elixier",285,0,0,8087,91,0
331,"Zorts schützendes Elixier",285,0,0,8089,89,0
332,"Elixier der draenischen Weisheit",285,0,0,4354,26,0
333,"Elixier der Riesen",285,0,0,4361,33,0
334,"Elixier der geringen Beweglichkeit",285,0,0,4369,41,0
335,"Bluttangelixier des Widerstands",285,0,0,8083,95,0
336,"Elixier des Wasserwandelns",285,0,0,4394,66,0
337,"Elixier der Waffenkunde",285,0,0,8063,110,0
338,Kristallbarriere,285,0,0,8068,82,0
339,"Kälte des Juju",285,0,0,8070,83,0
340,"Flucht des Juju",285,0,0,8071,105,0
341,"Elixier der Präzision",285,0,0,8031,87,0
342,"Elixier des Rüstungsdurchschlags",285,0,0,8064,109,0
343,"Elixier der Blitzgeschwindigkeit",285,0,0,8065,108,0
344,"Glut des Juju",285,0,0,8069,106,0
345,"Feuerwasser der Winterfelle",285,0,0,8073,104,0
346,Magierblutelixier,285,0,0,8075,103,0
347,Zaubermachtelixier,285,0,0,8079,99,0
348,Worgblutelixier,285,0,0,8081,97,0
349,Videre-Elixier,285,0,0,8084,94,0
350,"Ahuurns Elixier",285,0,0,8085,93,0
351,"Zorts schützendes Elixier",285,0,0,8088,90,0
352,"Macht des Juju",285,0,0,8072,84,0
353,"Elixier der tödlichen Stöße",285,0,0,8032,86,0
354,"Elixier der Schwächung",285,0,0,4356,28,0
355,"Elixier der Eisenhaut",285,0,0,4368,40,0
356,"Elixier der Ogerstärke",285,0,0,4388,60,0
357,Lungensaftcocktail,285,0,0,4404,76,0
358,"Zanzas Geist",285,0,0,4338,10,0
359,"Elixier der erheblichen Stärke",285,0,0,4378,50,0
360,Kristallkraft,285,0,0,8067,107,0
361,"Noggenfoggers Elixier",285,0,0,4406,78,0
362,Düstergraselixier,285,0,0,8090,88,0
363,"Elixier der Heilkraft",285,0,0,4367,39,0
364,"Elixier der erheblichen Feuermacht",285,0,0,4373,45,0
365,"Elixier der erheblichen Frostmacht",285,0,0,4375,47,0
366,"Elixier der erheblichen Seelenstärke",285,0,0,4374,46,0
367,Katzenaugenelixier,285,0,0,4343,15,0
368,"Elixier der Beweglichkeit",285,0,0,4346,18,0
369,"Elixier der Traumvision",285,0,0,4355,27,0
370,"Elixier der Feuermacht",285,0,0,4357,29,0
371,"Elixier der großen Verteidigung",285,0,0,4363,35,0
372,"Elixier der verbesserten Wasseratmung",285,0,0,4366,38,0
373,"Elixier der Tarnung",285,0,0,4348,20,0
374,"Elixier der Entd. geringer Unsichtbarkeit",285,0,0,4352,24,0
375,"Elixier des Meisters",285,0,0,4379,51,0
376,"Elixier der mächtigen Seelenstärke",285,0,0,4382,54,0
377,"Elixier des mächtigen Magierbluts",285,0,0,4383,55,0
378,"Elixier der schwachen Verteidigung",285,0,0,4386,58,0
379,"Elixier der schwachen Seelenstärke",285,0,0,4387,59,0
380,"Elixier der überragenden Verteidigung",285,0,0,4391,63,0
381,"Elixier der Zähigkeit",285,0,0,4392,64,0
382,"Elixier der Wasseratmung",285,0,0,4393,65,0
383,"Elixier der Weisen",285,0,0,4397,69,0
384,"Elixier des suchenden Auges",285,0,0,4398,70,0
385,Muskelmagenkaugummi,285,0,0,4401,73,0
386,R.O.I.D.S.,285,0,0,4405,77,0
387,"Elixier des Ansturms",285,0,0,4407,79,0
388,"Elixier des Gurus",285,0,0,8080,98,0
399,lachen,398,0,0,3238,1,0
400,kichern,398,0,0,7194,5,0
401,auslachen,398,0,0,7195,2,0
402,rofl,398,0,0,7196,3,0
403,gibbeln,398,0,0,7197,4,0
426,"Pathaleon der Kalkulator",425,1,0,3720,1,2
459,Erste-Hilfe-Fertigkeit,458,375,0,5592,0,1
468,Ruhestein,467,0,0,5008,0,0
469,Rubinschuhe,467,0,0,11719,1,0
530,"Keli'dan der Zerstörer",529,1,0,3710,1,2
533,"5vs5-Siege in den Ruinen von Lordaeron",532,0,0,8601,1,0
534,"5vs5-Siege in Nagrand",532,0,0,8600,2,0
536,"5vs5-Siege im Schergrat",532,0,0,5726,0,0
540,"2vs2-Kämpfe im Ring der Ehre",539,0,0,8614,3,0
541,"2vs2-Kämpfe in den Ruinen von Lordaeron",539,0,0,8613,2,0
542,"2vs2-Kämpfe in Dalaran",539,0,0,8611,4,0
543,"2vs2-Kämpfe in Nagrand",539,0,0,8612,1,0
544,"2vs2-Kämpfe im Schergrat",539,0,0,5725,0,0
553,Nefarian,552,1,0,3273,1,2
554,"Therazanes Zusammenhalt",552,1,0,4564,5,2
555,"Stiefel der Schattenflamme",552,1,0,4567,8,2
556,"Brustplatte des Zorns",552,1,0,4578,19,2
557,"Archimtiros' Ring der Abrechnung",552,1,0,4565,6,2
558,"Brustplatte des Richturteils",552,1,0,4580,21,2
559,"Sturmgrimms Brustschutz",552,1,0,4581,22,2
560,"Roben der Erhabenheit",552,1,0,4584,25,2
561,"Ashkandi, Großschwert der Bruderschaft",552,1,0,4566,7,2
562,"Crul'shorukh, Schneide des Chaos",552,1,0,4569,10,2
563,"Der Herrscher des Schwarzfels",552,1,0,4447,2,2
564,"Der Herrscher des Schwarzfels",552,1,0,4448,3,2
565,"Umhang des Brutlords",552,1,0,4568,9,2
566,"Lok'amir il Romathis",552,1,0,4570,11,2
567,"Neltharions Träne",552,1,0,4572,13,2
568,"Stab der Schattenflamme",552,1,0,4575,16,2
569,"Brustplatte der zehn Stürme",552,1,0,4577,18,2
570,"Brustplatte des Drachenjägers",552,1,0,4579,20,2
571,"Nefarius' Verderbnis",552,1,0,4449,4,2
572,Blutfangbrustharnisch,552,1,0,4576,17,2
573,"Prestors Talisman der Verschwörung",552,1,0,4573,14,2
574,"Band aus reinem Elementium",552,1,0,4574,15,2
575,"Roben des Netherwinds",552,1,0,4583,24,2
576,"Mish'undare, Reif des Gedankenschinders",552,1,0,4571,12,2
577,"Roben der Nemesis",552,1,0,4582,23,2
580,Ragnaros,579,1,0,3272,1,2
581,"Gurt des Ansturms",579,1,0,4544,4,2
582,"Band von Sulfuras",579,1,0,4545,6,2
583,"Kropfband des Feuerlords",579,1,0,4546,7,2
584,"Krone der Zerstörung",579,1,0,4549,10,2
585,"Gamaschen der Erhabenheit",579,1,0,4550,11,2
586,"Beinplatten des Zorns",579,1,0,4553,14,2
587,"Gamaschen der Nemesis",579,1,0,4556,17,2
588,"Sturmgrimms Beinschützer",579,1,0,4558,19,2
589,Blutfanghose,579,1,0,4555,16,2
590,"Beinschützer des Drachenjägers",579,1,0,4551,12,2
591,"Beinplatten des Richturteils",579,1,0,4552,13,2
593,"Malistars Verteidiger",579,1,0,4559,20,2
594,"Umhang der verhüllten Nebel",579,1,0,4561,22,2
595,Rückgratschnitter,579,1,0,4563,24,2
596,"Band von Accuria",579,1,0,4560,21,2
597,Drachenblutcape,579,1,0,5055,25,2
598,"Essenz der reinen Flamme",579,1,0,4547,8,2
599,"Klinge des Verderbens",579,1,0,4548,9,2
600,"Drachisch für Dummies",579,1,0,7364,28,2
601,"Donnerzorn, Gesegnete Klinge des Windsuchers",579,1,0,8146,2,2
602,"Splitter der Flamme",579,1,0,5056,26,2
603,"Beinplatten der zehn Stürme",579,1,0,4554,15,2
604,"Essenz des Feuerfürsten",579,1,0,8893,27,2
605,"Hose des Netherwinds",579,1,0,4557,18,2
606,"Knochenhäschers Schneide",579,1,0,4562,23,2
607,"Sulfuras, Hand von Ragnaros",579,1,0,318,5,2
650,"Das Schmieden von Quel'Serrar",648,1,0,4270,4,2
651,"Sieg für die Allianz",648,1,0,4266,0,2
652,"Eskhandars Halsband",648,1,0,4286,11,2
653,"Rucksack aus Onyxias Haut",648,1,0,4271,5,2
654,"Sieg für die Horde",648,1,0,4267,2,2
655,"Die passende Sehne",648,1,0,4268,1,2
656,Todesbringer,648,1,0,4282,7,2
657,"Ring der Bindung",648,1,0,4284,9,2
658,"Splitter der Schuppe",648,1,0,4287,12,2
659,"Vis'kag der Blutvergießer",648,1,0,4283,8,2
660,"Zauberfoliant des uralten Grundsteins",648,1,0,4272,6,2
661,Saphirontuch,648,1,0,4285,10,2
759,"Tägliche Quests",758,0,0,4984,2,0
760,"Quests insgesamt",758,0,0,3631,1,0
763,Wildtiere,762,0,0,4948,1,0
764,Elementar,762,0,0,4951,4,0
765,Humanoid,762,0,0,4953,6,0
766,Mechanisch,762,0,0,4954,7,0
767,Untote,762,0,0,4955,8,0
768,"Nicht klassifizierte",762,0,0,4956,9,0
769,Totems,762,0,0,4957,10,0
770,Dämonen,762,0,0,4949,2,0
771,Drachkin,762,0,0,4950,3,0
772,Riese,762,0,0,4952,5,0
775,"Kleintiere getötet",774,0,0,4958,1,0
778,"Tode durch Erschöpfung",777,0,0,148,1,0
803,Lederverarbeitungsfertigkeit,802,375,0,5718,0,1
806,"Quests abgebrochen",805,0,0,5289,1,0
809,"Kämpfe in der Arena des Schergrats",808,0,0,5729,0,0
813,"Eine unheilige Allianz",811,1,0,4409,4,2
814,"Ein schreckliches Schicksal",811,1,0,4250,2,2
815,"Die Greisin des Krals",811,1,0,4251,3,2
824,"Die Platinscheiben",822,1,0,4256,1,2
825,"Findet die Edelsteine und die Kraftquelle",822,1,0,4257,2,2
826,"Restaurierung der Halskette",822,1,0,4258,3,2
829,"Häuptling Ukorz Sandskalp",828,1,0,3265,1,2
833,"Verderbnis von Erde und Samenkorn",831,1,0,4259,2,2
834,"Verderbnis von Erde und Samenkorn",831,1,0,4260,3,2
837,"Siege im Ring der Prüfung",836,0,0,5735,0,0
885,"25-Spieler-Schlachtzüge durchgeführt",884,0,0,4989,1,0
894,"Für Post ausgegebenes Gold",893,0,0,3358,1,8
923,"Portal zur Exodar",921,0,0,4995,2,0
924,"Portal nach Shattrath",921,0,0,4996,3,0
925,"Portal nach Eisenschmiede",921,0,0,4997,4,0
926,"Portal: Silbermond",921,0,0,4999,6,0
927,"Portal nach Steinard",921,0,0,5000,7,0
928,"Portal nach Sturmwind",921,0,0,5001,8,0
929,"Portal nach Theramore",921,0,0,5002,9,0
930,"Portal nach Donnerfels",921,0,0,5003,10,0
931,"Portal nach Unterstadt",921,0,0,5004,11,0
932,"Portal nach Darnassus",921,0,0,4994,1,0
933,"Portal nach Shattrath",921,0,0,4992,0,0
934,"Portal nach Orgrimmar",921,0,0,4998,5,0
937,"Gefangene der Zitadelle",936,1,0,4487,2,2
938,"Die Prüfung der Naaru: Erbarmen",936,1,0,4489,4,2
939,"Kriegshäuptling Kargath Messerfaust",936,1,0,3719,1,2
940,"Gefangene der Zitadelle",936,1,0,4488,3,2
946,"Kämpfe im Ring der Prüfung",945,0,0,5730,0,0
959,"Die Bollwerke schwächen",957,1,0,4462,3,2
960,"Die Bollwerke schwächen",957,1,0,4461,2,2
963,"Keli'dan der Zerstörer",962,1,0,3239,1,2
1036,Auchindoun...,1035,1,0,4465,2,2
1037,"Alles wird gut",1035,1,0,4466,3,2
1038,"Exarch Maladaar",1035,1,0,3244,1,2
1041,Quagmirran,1040,1,0,3711,1,2
1071,Kürschnerfertigkeit,1070,375,0,5720,0,1
1074,"Höchste Ingenieursfertigkeit",1073,375,0,5722,0,1
1149,"Kriegsherr Kalithresh",1148,1,0,3248,1,2
1151,"Das Versteck des Kriegsherren",1148,1,0,4473,2,2
1161,"NSCs insgesamt getötet",1159,0,0,4944,1,0
1163,server-only,0,1,7,0,0,2
1164,Bergbau,1163,1,0,5559,7,0
1165,Schneiderei,1163,1,0,5561,9,0
1166,Ingenieurskunst,1163,1,0,5554,3,0
1167,Kräuterkunde,1163,1,0,5555,4,0
1168,Alchimie,1163,1,0,5551,0,0
1169,Schmiedekunst,1163,1,0,5552,1,0
1170,Verzauberkunst,1163,1,0,5553,2,0
1171,Lederverarbeitung,1163,1,0,5558,6,0
1172,Kürschnerei,1163,1,0,5560,8,0
1174,Juwelenschleifen,1163,1,0,5557,5,0
1176,server-only,0,375,8,0,0,2
1179,Schmiedekunst,1176,375,0,5566,2,0
1180,Verzauberkunst,1176,375,0,5567,4,0
1181,Ingenieurskunst,1176,375,0,5722,1,0
1182,Kräuterkunde,1176,375,0,5569,3,0
1183,Lederverarbeitung,1176,375,0,5718,6,0
1184,Bergbau,1176,375,0,5573,7,0
1185,Juwelenschleifen,1176,375,0,5571,5,0
1186,Kürschnerei,1176,375,0,5720,8,0
1187,Schneiderei,1176,375,0,5575,9,0
1190,"Tode insgesamt",1189,0,0,111,1,0
1223,Quagmirran,1222,1,0,3240,1,2
1226,Epochenjäger,1225,1,0,3242,1,2
1227,"Flucht aus Durnholde",1225,1,0,4467,2,2
1230,"Terokks Erbe",1229,1,0,4468,2,2
1231,"Klauenkönig Ikiss",1229,1,0,3245,1,2
1234,Aeonus,1233,1,0,3247,1,2
1235,"Die Berührung des Meisters",1233,1,0,4471,2,2
1236,"Die Öffnung des Dunklen Portals",1233,1,0,4472,3,2
1239,"Pathaleon der Kalkulator",1238,1,0,3250,1,2
1240,"Wie man in Arkatraz einbricht",1238,1,0,4480,2,2
1273,"Schlachten im Auge des Sturms",1272,0,0,105,0,0
1279,"Flaggen im Auge des Sturms erobert",1278,0,0,438,0,0
1287,"Bekannte Verzauberungsformeln",1285,0,0,7225,0,0
1456,"Tägliche Quests abgeschlossen",1455,0,0,4984,1,0
1491,"Gugel der Absolution",1489,1,0,4630,14,2
1492,Stachelblitztreffer,1489,1,0,4620,4,2
1493,"Schneide der Verheerung",1489,1,0,4621,5,2
1494,"Beinschützer des endlosen Zorns",1489,1,0,4623,7,2
1495,"Apostel von Argus",1489,1,0,4619,3,2
1496,"Kapuze der Boshaftigkeit",1489,1,0,4632,16,2
1497,"Gesichtsschutz des Lichtbringers",1489,1,0,4633,17,2
1498,"Helm des Gronnjägers",1489,1,0,4636,20,2
1499,"Kopfschutz des Himmelsdonners",1489,1,0,4639,23,2
1500,"Helm des Schlächters",1489,1,0,4642,26,2
1501,"Bedeckung des Donnerherzens",1489,1,0,4644,28,2
1502,"Helm des Himmelsdonners",1489,1,0,4640,24,2
1503,"Großhelm des Lichtbringers",1489,1,0,4634,18,2
1504,"Kriegshelm des Lichtbringers",1489,1,0,4635,19,2
1505,"Großhelm des Ansturms",1489,1,0,4638,22,2
1506,"Rhonins Roben",1489,1,0,4626,10,2
1507,"Umklammerung des Retters",1489,1,0,4627,11,2
1508,"Sturm des Chaos",1489,1,0,4629,13,2
1509,"Gamaschen der Ewigkeit",1489,1,0,4622,6,2
1510,"Panzer der fieberhaften Jagd",1489,1,0,4624,8,2
1511,"Szepter der Läuterung",1489,1,0,4628,12,2
1512,"Kampfhelm des Ansturms",1489,1,0,4637,21,2
1513,"Antonidas' Aegis der Konzentration",1489,1,0,4618,2,2
1514,"Kapuze der Absolution",1489,1,0,4631,15,2
1515,Mitternachtsbrustschutz,1489,1,0,4625,9,2
1516,"Bedeckung des Himmelsdonners",1489,1,0,4641,25,2
1517,"Gugel des Gewittersturms",1489,1,0,4643,27,2
1518,"Helm des Donnerherzens",1489,1,0,4646,30,2
1519,"Kopfschutz des Donnerherzens",1489,1,0,4645,29,2
1522,C'Thun,1521,1,0,3274,1,2
1523,"Mal von C'Thun",1521,1,0,4941,25,2
1524,"Weste der Genesis",1521,1,0,4454,5,2
1525,"C'Thuns Vermächnis",1521,1,0,4459,11,2
1526,"Umhang der Klarsicht",1521,1,0,4586,14,2
1527,"Szepter des falschen Propheten",1521,1,0,4593,21,2
1528,"Stich des Todes",1521,1,0,4589,17,2
1529,"Dunkle Schneide des Irrsinns",1521,1,0,4587,15,2
1530,"Stulpen der Vernichtung",1521,1,0,4590,18,2
1531,"Gürtel der endlosen Pein",1521,1,0,4585,13,2
1532,"Griff des alten Gottes",1521,1,0,4591,19,2
1533,Augenstrangkordel,1521,1,0,4596,24,2
1534,"Weste des Todesboten",1521,1,0,4451,3,2
1535,"Halsberge des Sturmrufers",1521,1,0,4455,6,2
1536,"Roben des Mysteriums",1521,1,0,4457,9,2
1537,"Gewänder des Orakels",1521,1,0,4458,10,2
1538,"Atiesh, der korrumpierte Hohestab",1521,1,0,4460,12,2
1539,"Halsberge des Hetzers",1521,1,0,4450,2,2
1540,"Brustplatte des Rächers",1521,1,0,4453,7,2
1541,"Brustplatte des Eroberers",1521,1,0,4452,4,2
1542,"Stulpen der dunklen Stürme",1521,1,0,4588,16,2
1543,"Ring des Göttertöters",1521,1,0,4592,20,2
1544,"Hülle des alten Gottes",1521,1,0,9078,36,2
1545,"Bezwungene Tentakel von C'Thun",1521,1,0,4594,22,2
1546,"Roben des Verdammnisrufers",1521,1,0,4456,8,2
1547,"Brustplatte des Eroberers",1521,1,0,8894,26,2
1548,"Brustplatte des Rächers",1521,1,0,8895,27,2
1549,"Weste des Todesboten",1521,1,0,8896,28,2
1550,"Roben des Verdammnisrufers",1521,1,0,8897,29,2
1551,"Roben des Mysteriums",1521,1,0,8898,30,2
1552,"Weste der Genesis",1521,1,0,8899,31,2
1553,"Umhang des Verschlungenen",1521,1,0,4595,23,2
1554,"Halsberge des Sturmrufers",1521,1,0,8900,32,2
1555,"Halsberge des Hetzers",1521,1,0,8901,33,2
1556,"Gewänder des Orakels",1521,1,0,8902,34,2
1557,"Hülle des alten Gottes",1521,1,0,8903,35,2
1593,"Tode durch Feuer und Lava",1592,0,0,150,1,0
1594,"Tode durch Feuer und Lava",1592,0,0,151,2,0
1717,Ragnaros,1716,1,0,3272,1,0
1723,"Anzahl /winken",1722,0,0,3236,1,0
1727,"Der Untergang von Ossirian",1725,1,0,4265,2,2
1858,"Höchste 3-Spieler-Teamwertung",1857,0,0,449,1,0
1860,server-only,0,0,7,0,0,2
1861,Wildtiere,1860,0,0,4948,1,0
1862,Elementar,1860,0,0,4951,4,0
1863,Humanoid,1860,0,0,4953,6,0
1864,Mechanisch,1860,0,0,4954,7,0
1865,Untote,1860,0,0,4955,8,0
1866,"Nicht klassifizierte",1860,0,0,4956,9,0
1867,Totems,1860,0,0,4957,10,0
1868,Dämonen,1860,0,0,4949,2,0
1869,Drachkin,1860,0,0,4950,3,0
1870,Riese,1860,0,0,4952,5,0
1876,"Kriegsgleve von Azzinoth (Schildhand)",1875,1,0,325,1,2
1877,"Kriegsgleve von Azzinoth (Waffenhand)",1875,1,0,326,2,2
1878,,1875,1,0,12480,3,2
1879,,1875,1,0,12481,4,2
1931,"Schwerer Netherstoffverband",1930,1,0,3313,9,0
1933,"Magiestoffverband der Entweihten",1930,1,0,3305,4,0
1934,"Schwerer Runenstoffverband",1930,1,0,3314,10,0
1935,"Runenstoffverband des Arathibeckens",1930,1,0,3303,2,0
1937,"Runenstoffverband des Alteractals",1930,1,0,3301,0,0
1938,"Seidenverband des Highlanders",1930,1,0,7901,23,0
1939,"Schwerer Wollverband",1930,1,0,7900,24,0
1940,"Magiestoffverband des Highlanders",1930,1,0,7902,21,0
1941,Triagenverband,1930,1,0,7904,25,0
1942,"Runenstoffverband der Entweihten",1930,1,0,3306,5,0
1943,"Seidenverband der Entweihten",1930,1,0,3307,6,0
1946,"Schwerer Leinenverband",1930,1,0,3311,7,0
1947,"Schwerer Magiestoffverband",1930,1,0,3312,8,0
1948,"Schwerer Seidenverband",1930,1,0,3315,11,0
1949,Magiestoffverband,1930,1,0,3317,13,0
1950,Netherstoffverband,1930,1,0,3318,14,0
1951,Seidenverband,1930,1,0,3320,16,0
1952,"Runenstoffverband der Kriegshymnenschlucht",1930,1,0,3323,18,0
1953,Wollverband,1930,1,0,3325,20,0
1954,"Seidenverband des Arathibeckens",1930,1,0,3304,3,0
1955,"Magiestoffverband des Arathibeckens",1930,1,0,3302,1,0
1956,Runenstoffverband,1930,1,0,3319,15,0
1957,"Magiestoffverband der Kriegshymnenschlucht",1930,1,0,3322,17,0
1958,Leinenverband,1930,1,0,3316,12,0
1959,"Seidenverband der Kriegshymnenschlucht",1930,1,0,3324,19,0
1960,"Runenstoffverband des Highlanders",1930,1,0,7903,22,0
2069,Angelfertigkeit,2068,375,0,5696,0,1
2084,"Einkäufe bei Auktionen insgesamt",2083,0,0,4221,1,0
2087,"Zügel des feurigen Schlachtrosses",2086,1,0,1863,1,2
2088,"Feuriges Schlachtross",2086,0,0,6163,2,2
2142,"10-Spieler-Instanzen durchgeführt",2141,0,0,4988,1,0
2145,Epochenjäger,2144,1,0,3242,1,0
2148,Verzauberfertigkeit,2147,375,0,5567,0,1
2157,"Höchste persönliche 5-Spieler-Wertung",2156,0,0,452,1,0
2236,"Die Prüfung der Naaru: Zuverlässigkeit",2235,1,0,4490,2,2
2237,"Herold Horizontiss",2235,1,0,3722,1,2
2275,"Todesstöße insgesamt",2274,0,0,5529,1,0
2340,,2339,0,0,5304,1,0
2371,"Die Schattenmutter",2370,1,0,3712,1,2
2374,"Kriegsherr Kalithresh",2373,1,0,3718,1,2
2430,"Tode durch Stürze",2429,0,0,149,1,0
2443,"Bereiste Flugrouten",2442,0,0,5305,1,0
2446,"3vs3-Siege in den Ruinen von Lordaeron",2445,0,0,8609,3,0
2447,"3vs3-Siege im Ring der Ehre",2445,0,0,8610,2,0
2448,"3vs3-Siege in Nagrand",2445,0,0,8608,1,0
2449,"3vs3-Siege in Dalaran",2445,0,0,8607,4,0
2450,"3vs3-Siege am Schergrat",2445,0,0,5727,0,0
2475,"Türme im Alteractal verteidigt",2474,0,0,436,0,0
2492,"Anzahl an Umarmungen",2491,0,0,3231,1,0
2495,"Nexusprinz Shaffar",2494,1,0,3241,1,2
2496,"Die Konkurrenz untergraben",2494,1,0,4464,2,2
2499,Murmur,2498,1,0,3246,1,2
2500,"In das Herz des Labyrinths",2498,1,0,4469,2,2
2505,,2503,1,0,12482,2,2
2515,"Tötet einen NSC, der EP einbringt",2513,0,0,4946,0,0
2527,,0,0,4,0,0,0
2556,"Prinz Malchezaar",2555,1,0,3254,1,2
2557,"Eine dämonische Präsenz",2555,1,0,4491,2,2
2562,Magtheridon,2561,1,0,3257,1,2
2563,"Tuch des Leibhaftigen",2561,1,0,4901,28,2
