ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
815,剃刀沼澤的乾癟老太婆,811,1,0,4251,3,2
824,白金圓盤,822,1,0,4256,1,2
825,尋找寶貝,822,1,0,4257,2,2
826,修復項鍊,822,1,0,4258,3,2
829,烏克茲·沙頂,828,1,0,3265,1,2
833,大地的污染,831,1,0,4259,2,2
834,大地的污染,831,1,0,4260,3,2
837,試煉競技場獲勝次數,836,0,0,5735,0,0
885,25人副本通過次數,884,0,0,4989,1,0
894,信件往來花費,893,0,0,3358,1,8
923,艾克索達傳送門,921,0,0,4995,2,0
924,撒塔斯傳送門,921,0,0,4996,3,0
925,鐵爐堡傳送門,921,0,0,4997,4,0
926,銀月城傳送門,921,0,0,4999,6,0
927,斯通納德傳送門,921,0,0,5000,7,0
928,暴風城傳送門,921,0,0,5001,8,0
929,塞拉摩傳送門,921,0,0,5002,9,0
930,雷霆崖傳送門,921,0,0,5003,10,0
931,幽暗城傳送門,921,0,0,5004,11,0
932,達納蘇斯傳送門,921,0,0,4994,1,0
933,撒塔斯傳送門,921,0,0,4992,0,0
934,奧格瑪傳送門,921,0,0,4998,5,0
937,監禁堡壘,936,1,0,4487,2,2
938,那魯的試煉:寬容,936,1,0,4489,4,2
939,大酋長卡加斯·刃拳,936,1,0,3719,1,2
940,監禁堡壘,936,1,0,4488,3,2
946,參與試煉競技場賽事次數,945,0,0,5730,0,0
959,削弱防禦,957,1,0,4462,3,2
960,削弱防禦,957,1,0,4461,2,2
963,『破壞者』凱利丹,962,1,0,3239,1,2
1036,奧齊頓……,1035,1,0,4465,2,2
1037,一切都會很好,1035,1,0,4466,3,2
1038,主教瑪拉達爾,1035,1,0,3244,1,2
1041,奎克米瑞,1040,1,0,3711,1,2
1071,剝皮技能,1070,375,0,5720,0,1
1074,工程學技能,1073,375,0,5722,0,1
1149,督軍卡利斯瑞,1148,1,0,3248,1,2
1151,督軍的藏身之處,1148,1,0,4473,2,2
1161,NPC擊殺總數,1159,0,0,4944,1,0
1163,server-only,0,1,7,0,0,2
1164,採礦,1163,1,0,5559,7,0
1165,裁縫,1163,1,0,5561,9,0
1166,工程學,1163,1,0,5554,3,0
1167,草藥學,1163,1,0,5555,4,0
1168,鍊金術,1163,1,0,5551,0,0
1169,鍛造,1163,1,0,5552,1,0
1170,附魔,1163,1,0,5553,2,0
1171,製皮,1163,1,0,5558,6,0
1172,剝皮,1163,1,0,5560,8,0
1174,珠寶設計,1163,1,0,5557,5,0
1176,server-only,0,375,8,0,0,2
1179,鍛造,1176,375,0,5566,2,0
1180,附魔,1176,375,0,5567,4,0
1181,工程學,1176,375,0,5722,1,0
1182,草藥學,1176,375,0,5569,3,0
1183,製皮,1176,375,0,5718,6,0
1184,採礦,1176,375,0,5573,7,0
1185,珠寶設計,1176,375,0,5571,5,0
1186,剝皮,1176,375,0,5720,8,0
1187,裁縫,1176,375,0,5575,9,0
1190,死亡總數,1189,0,0,111,1,0
1223,奎克米瑞,1222,1,0,3240,1,2
1226,紀元狩獵者,1225,1,0,3242,1,2
1227,逃離敦霍爾德,1225,1,0,4467,2,2
1230,泰洛克的遺產,1229,1,0,4468,2,2
1231,鷹王伊奇斯,1229,1,0,3245,1,2
1234,艾奧那斯,1233,1,0,3247,1,2
1235,大師之觸,1233,1,0,4471,2,2
1236,黑暗之門的開啟,1233,1,0,4472,3,2
1239,操縱者帕薩里歐,1238,1,0,3250,1,2
1240,闖入亞克崔茲的方法,1238,1,0,4480,2,2
1273,參與暴風之眼戰場次數,1272,0,0,105,0,0
1279,奪取暴風之眼旗幟總數,1278,0,0,438,0,0
1287,已學會的附魔公式,1285,0,0,7225,0,0
1456,曾完成的每日任務,1455,0,0,4984,1,0
1491,赦免儀祭風帽,1489,1,0,4630,14,2
1492,刺皮打擊,1489,1,0,4620,4,2
1493,裂地之鋒,1489,1,0,4621,5,2
1494,無盡憤怒腿甲,1489,1,0,4623,7,2
1495,阿古斯使徒,1489,1,0,4619,3,2
1496,邪惡戰衣頭環,1489,1,0,4632,16,2
1497,光明使者防禦面甲,1489,1,0,4633,17,2
1498,古羅行者的盔帽,1489,1,0,4636,20,2
1499,碎天者戰衣護盔,1489,1,0,4639,23,2
1500,殺戮者頭盔,1489,1,0,4642,26,2
1501,雷霆之心戰馭頭罩,1489,1,0,4644,28,2
1502,碎天者儀祭盔帽,1489,1,0,4640,24,2
1503,光明使者神聖頭盔,1489,1,0,4634,18,2
1504,光明使者戰甲戰盔,1489,1,0,4635,19,2
1505,猛擊防禦巨盔,1489,1,0,4638,22,2
1506,羅甯長袍,1489,1,0,4626,10,2
1507,救主之握,1489,1,0,4627,11,2
1508,混沌風暴之劍,1489,1,0,4629,13,2
1509,永恆護腿,1489,1,0,4622,6,2
1510,狂熱追蹤鎖甲,1489,1,0,4624,8,2
1511,淨化權杖,1489,1,0,4628,12,2
1512,猛擊戰甲鬥盔,1489,1,0,4637,21,2
1513,安東尼達斯的專注聖禦盾,1489,1,0,4618,2,2
1514,赦免戰衣兜帽,1489,1,0,4631,15,2
1515,午夜護胸,1489,1,0,4625,9,2
1516,碎天者戰馭頭罩,1489,1,0,4641,25,2
1517,風暴風帽,1489,1,0,4643,27,2
1518,雷霆之心儀祭盔帽,1489,1,0,4646,30,2
1519,雷霆之心戰衣護盔,1489,1,0,4645,29,2
1522,克蘇恩,1521,1,0,3274,1,2
1523,克蘇恩印記,1521,1,0,4941,25,2
1524,起源外衣,1521,1,0,4454,5,2
1525,克蘇恩的遺產,1521,1,0,4459,11,2
1526,明晰披風,1521,1,0,4586,14,2
1527,虛妄先知權杖,1521,1,0,4593,21,2
1528,死亡之釘,1521,1,0,4589,17,2
1529,瘋狂黑暗之鋒,1521,1,0,4587,15,2
1530,毀滅護手,1521,1,0,4590,18,2
1531,無盡痛苦腰帶,1521,1,0,4585,13,2
1532,古神之握,1521,1,0,4591,19,2
1533,眼柄腰索,1521,1,0,4596,24,2
1534,死亡執行者的外衣,1521,1,0,4451,3,2
1535,風暴召喚者鍊衫,1521,1,0,4455,6,2
1536,神秘長袍,1521,1,0,4457,9,2
1537,神諭者的法衣,1521,1,0,4458,10,2
1538,阿泰絲，被污損的守護者之杖,1521,1,0,4460,12,2
1539,打擊者鍊衫,1521,1,0,4450,2,2
1540,復仇者的胸甲,1521,1,0,4453,7,2
1541,征服者的胸甲,1521,1,0,4452,4,2
1542,黑暗風暴護手,1521,1,0,4588,16,2
1543,屠神者之戒,1521,1,0,4592,20,2
1544,上古之神的外殼,1521,1,0,9078,36,2
1545,克蘇恩的觸鬚,1521,1,0,4594,22,2
1546,厄運召喚者的長袍,1521,1,0,4456,8,2
1547,征服者的胸甲,1521,1,0,8894,26,2
1548,復仇者的胸甲,1521,1,0,8895,27,2
1549,死亡執行者的外衣,1521,1,0,8896,28,2
1550,厄運召喚者的長袍,1521,1,0,8897,29,2
1551,神秘長袍,1521,1,0,8898,30,2
1552,起源外衣,1521,1,0,8899,31,2
1553,吞噬者披風,1521,1,0,4595,23,2
1554,風暴召喚者鍊衫,1521,1,0,8900,32,2
1555,打擊者鍊衫,1521,1,0,8901,33,2
1556,神諭者的法衣,1521,1,0,8902,34,2
1557,上古之神的外殼,1521,1,0,8903,35,2
1593,死於火焰與熔岩的次數,1592,0,0,150,1,0
2649,埃辛諾斯戰刃,2632,1,0,326,4,2
1594,死於火焰與熔岩的次數,1592,0,0,151,2,0
1717,熔岩爆發,1716,1,0,3272,1,0
1723,揮手總數,1722,0,0,3236,1,0
1727,奧斯里安的墮落,1725,1,0,4265,2,2
1858,最高3v3隊伍積分,1857,0,0,449,1,0
1860,server-only,0,0,7,0,0,2
1861,野獸之力,1860,0,0,4948,1,0
1862,元素,1860,0,0,4951,4,0
1863,人形生物,1860,0,0,4953,6,0
1864,機械,1860,0,0,4954,7,0
1865,不死族,1860,0,0,4955,8,0
1866,無指定,1860,0,0,4956,9,0
1867,圖騰,1860,0,0,4957,10,0
1868,驅使惡魔,1860,0,0,4949,2,0
1869,龍類,1860,0,0,4950,3,0
1870,巨人,1860,0,0,4952,5,0
1876,埃辛諾斯戰刃(副手),1875,1,0,325,1,2
1877,埃辛諾斯戰刃(主手),1875,1,0,326,2,2
1878,,1875,1,0,12480,3,2
1879,,1875,1,0,12481,4,2
1931,厚幽紋繃帶,1930,1,0,3313,9,0
1933,污染者魔紋布繃帶,1930,1,0,3305,4,0
1934,厚符文布繃帶,1930,1,0,3314,10,0
1935,阿拉希盆地符文布繃帶,1930,1,0,3303,2,0
1937,奧特蘭克山谷符文布繃帶,1930,1,0,3301,0,0
1938,高地絲質繃帶,1930,1,0,7901,23,0
1939,厚絨線繃帶,1930,1,0,7900,24,0
1940,高地魔紋布繃帶,1930,1,0,7902,21,0
1941,急救繃帶,1930,1,0,7904,25,0
1942,污染者符文布繃帶,1930,1,0,3306,5,0
1943,污染者絲質繃帶,1930,1,0,3307,6,0
1946,厚亞麻繃帶,1930,1,0,3311,7,0
1947,厚魔紋繃帶,1930,1,0,3312,8,0
1948,厚絲質繃帶,1930,1,0,3315,11,0
1949,魔紋繃帶,1930,1,0,3317,13,0
1950,幽紋繃帶,1930,1,0,3318,14,0
1951,絲質繃帶,1930,1,0,3320,16,0
1952,戰歌峽谷符文布繃帶,1930,1,0,3323,18,0
1953,絨線繃帶,1930,1,0,3325,20,0
1954,阿拉希盆地絲質繃帶,1930,1,0,3304,3,0
1955,阿拉希盆地魔紋布繃帶,1930,1,0,3302,1,0
1956,符文布繃帶,1930,1,0,3319,15,0
1957,戰歌峽谷魔紋布繃帶,1930,1,0,3322,17,0
1958,亞麻繃帶,1930,1,0,3316,12,0
1959,戰歌峽谷絲質繃帶,1930,1,0,3324,19,0
1960,高地符文布繃帶,1930,1,0,7903,22,0
2069,釣魚技能,2068,375,0,5696,0,1
2084,得標拍賣總數,2083,0,0,4221,1,0
2087,熾炎戰馬韁繩,2086,1,0,1863,1,2
2088,熾炎戰馬,2086,0,0,6163,2,2
2142,10人副本通過次數,2141,0,0,4988,1,0
2145,紀元狩獵者,2144,1,0,3242,1,0
2148,附魔技能,2147,375,0,5567,0,1
2157,最高5v5個人積分,2156,0,0,452,1,0
2236,那魯的試煉:堅毅,2235,1,0,4490,2,2
2237,先驅者史蓋力司,2235,1,0,3722,1,2
2275,最後一擊總數,2274,0,0,5529,1,0
2340,,2339,0,0,5304,1,0
2371,黑色捕獵者,2370,1,0,3712,1,2
2374,督軍卡利斯瑞,2373,1,0,3718,1,2
2430,掉落致死,2429,0,0,149,1,0
2443,飛行趟數,2442,0,0,5305,1,0
2446,羅德隆廢墟3v3獲勝次數,2445,0,0,8609,3,0
2447,勇武競技場3v3獲勝次數,2445,0,0,8610,2,0
2448,納葛蘭3v3獲勝次數,2445,0,0,8608,1,0
2449,達拉然3v3獲勝次數,2445,0,0,8607,4,0
2450,劍刃3v3獲勝次數,2445,0,0,5727,0,0
2475,防守奧特蘭克山谷哨塔,2474,0,0,436,0,0
2492,擁抱的次數,2491,0,0,3231,1,0
2495,奈薩斯王子薩法爾,2494,1,0,3241,1,2
2496,暗殺競爭對手,2494,1,0,4464,2,2
2499,莫爾墨,2498,1,0,3246,1,2
2500,進入迷宮的中心,2498,1,0,4469,2,2
2505,,2503,1,0,12482,2,2
2515,擊殺一個會給經驗值的NPC,2513,0,0,4946,0,0
2527,,0,0,4,0,0,0
2556,莫克札王子,2555,1,0,3254,1,2
2557,惡魔存在,2555,1,0,4491,2,2
2562,瑪瑟里頓,2561,1,0,3257,1,2
2563,聖軀戰衣罩衣,2561,1,0,4901,28,2
2564,那魯的試煉:瑪瑟里頓,2561,1,0,4494,2,2
2565,瑪瑟里頓陣亡,2561,1,0,4495,4,2
2566,瑪瑟里頓之眼,2561,1,0,4883,10,2
2567,競技場之寬刃,2561,1,0,4884,11,2
2568,那魯的試煉:瑪瑟里頓,2561,1,0,4939,3,2
2569,無盡圈套束腰,2561,1,0,4942,35,2
2570,颶風戰馭胸甲,2561,1,0,4890,17,2
2571,颶風戰衣護胸,2561,1,0,4891,18,2
2572,颶風儀祭鍊衫,2561,1,0,4892,19,2
2573,審判者戰甲胸甲,2561,1,0,4893,20,2
2574,審判者神聖護軀,2561,1,0,4895,22,2
2575,瑪洛尼儀祭護胸,2561,1,0,4898,25,2
2576,戰爭使者戰甲胸甲,2561,1,0,4902,29,2
2577,惡魔獵者背心,2561,1,0,4904,31,2
2578,虛無之心長袍,2561,1,0,4906,33,2
2579,深淵領主的背包,2561,1,0,4907,34,2
2580,地窖潛行者披風,2561,1,0,4880,7,2
2581,恐怖陷阱束腰,2561,1,0,4888,15,2
2582,聖軀儀祭長袍,2561,1,0,4900,27,2
2583,復仇者聖禦盾,2561,1,0,4879,6,2
2584,瑪瑟里頓陣亡,2561,1,0,4496,5,2
2585,審判者防禦護胸,2561,1,0,4894,21,2
2586,雷霆巨盔,2561,1,0,4889,16,2
2587,虛空之刃護軀,2561,1,0,4896,23,2
2588,水晶之心搏動法杖,2561,1,0,4881,8,2
2589,埃雷達爾忘卻法杖,2561,1,0,4882,9,2
2590,卡拉伯爾護符,2561,1,0,4885,12,2
2591,嗜魂者裹手,2561,1,0,4887,14,2
2592,瑪洛尼戰衣護軀,2561,1,0,4899,26,2
2593,騙子的口才手套,2561,1,0,4886,13,2
2594,瑪洛尼戰馭胸甲,2561,1,0,4897,24,2
2595,奧多爾法衣,2561,1,0,4905,32,2
2596,戰爭使者防禦護胸,2561,1,0,4903,30,2
2599,凱爾薩斯·逐日者,2598,1,0,3259,0,2
2600,凱爾薩斯和嫩綠球體,2598,1,0,4499,2,2
2601,遊俠領袖指環,2598,1,0,4821,3,2
2602,聖者儀祭法衣,2598,1,0,4845,27,2
2603,諾達希爾生命護胸,2598,1,0,4846,28,2
2604,死神傳承護胸,2598,1,0,4838,20,2
2605,墮落者長袍,2598,1,0,4842,24,2
2606,諾達希爾憤怒護軀,2598,1,0,4847,29,2
2607,太陽王冠,2598,1,0,4822,4,2
2608,太陽之王權杖,2598,1,0,4825,7,2
2609,太陽之鷹護腿,2598,1,0,4828,10,2
2610,奈薩斯關鍵法杖,2598,1,0,4831,13,2
2611,裂地儀祭護胸,2598,1,0,4833,15,2
2612,裂地戰衣護軀,2598,1,0,4834,16,2
2613,浴陽光明披風,2598,1,0,4829,11,2
2614,逐日者皇家披風,2598,1,0,4826,8,2
2616,鳳凰之雙刃劍,2598,1,0,4832,14,2
2618,薩拉斯迷霧披風,2598,1,0,4830,12,2
2619,銀月皇家護手,2598,1,0,4827,9,2
2620,太陽之王護手,2598,1,0,4823,5,2
2621,晶鑄防禦護胸,2598,1,0,4836,18,2
2622,晶鑄神聖護軀,2598,1,0,4837,19,2
2623,毀滅者戰甲胸甲,2598,1,0,4839,21,2
2624,毀滅者防禦護胸,2598,1,0,4840,22,2
2625,致命意圖護腿,2598,1,0,4824,6,2
2626,晶鑄戰甲胸甲,2598,1,0,4835,17,2
2627,聖者戰衣罩衣,2598,1,0,4844,26,2
2628,裂隙行者鍊衫,2598,1,0,4841,23,2
