Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,Criteria_tree,Shares_criteria
"Lotes colocados em leilão","Lotes colocados em leilão",,329,-1,-1,0,140,0,0,1,6,136243,128753,0
"Total de lotes comprados","Total de lotes comprados",,330,-1,-1,0,140,0,0,1,7,136243,128930,0
"Maior lance por um lote","Maior lance por um lote",,331,-1,-1,0,140,0,0,1,8,136243,129365,0
"Lote mais caro vendido","Lote mais caro vendido",,332,-1,-1,0,140,0,0,1,9,136243,124224,0
"Total de peças de ouro saqueadas","Total de peças de ouro saqueadas",,333,-1,-1,0,140,0,0,1,3,136243,124226,0
"Maior quantidade de peças de ouro já possuída","Maior quantidade de peças de ouro já possuída",,334,-1,-1,0,140,0,0,1,15,136243,124228,0
"Itens lendários obtidos","Itens lendários obtidos",,336,-1,-1,0,191,0,0,1,4,0,123672,0
"Mascotes obtidas","Mascotes obtidas",,338,-1,-1,0,191,0,0,1,6,0,124755,0
"Montarias obtidas","Montarias obtidas",,339,-1,-1,0,191,0,0,1,5,0,122250,0
"Itens épicos saqueados","Itens épicos saqueados",,341,-1,-1,0,191,0,0,1,3,0,127612,0
"Itens épicos obtidos","Itens épicos obtidos",,342,-1,-1,0,191,0,0,1,2,0,123114,0
"Bandagens usadas","Bandagens usadas",,344,-1,-1,0,145,0,0,9,1,136243,123428,0
"Poções de vida consumidas","Poções de vida consumidas",,345,-1,-1,0,145,0,0,9,4,136243,128755,0
"Bebidas consumidas","Bebidas consumidas",,346,-1,-1,0,145,0,0,9,16,136243,122252,0
"Comidas devoradas","Comidas devoradas",,347,-1,-1,0,145,0,0,9,19,136243,122443,0
"Rotas de voo percorridas","Rotas de voo percorridas",,349,-1,-1,0,134,0,0,1,1,136243,123675,0
"Portais de Magos usados","Portais de Magos usados",,350,-1,-1,0,134,0,0,9,3,136243,129855,0
"Número de vezes que você usou a Pedra de Regresso","Número de vezes que você usou a Pedra de Regresso",,353,-1,-1,0,134,0,0,1,5,136243,123802,0
"Vitórias 5x5","Vitórias 5x5",,362,-1,-1,0,152,0,0,9,4,136243,124353,0
"Partidas 5x5","Partidas 5x5",,363,-1,-1,0,152,0,0,9,3,136243,121809,0
"Vitórias 3x3","Vitórias 3x3",,364,-1,-1,0,152,0,0,9,6,136243,123677,0
"Partidas 3x3","Partidas 3x3",,365,-1,-1,0,152,0,0,9,5,136243,121815,0
"Vitórias 2x2","Vitórias 2x2",,366,-1,-1,0,152,0,0,9,8,136243,121821,0
"Partidas 2x2","Partidas 2x2",,367,-1,-1,0,152,0,0,9,7,136243,124359,0
,"Maior pontuação pessoal em arenas 2x2",,370,-1,-1,0,152,0,0,1,21,136243,121827,0
,"Maior pontuação de equipe em arenas 2x2",,374,-1,-1,0,152,0,0,1,24,136243,127615,0
"Número de facções que o exaltam","Número de facções que o exaltam",,377,-1,-1,0,147,0,0,1,1,0,125583,0
"Número de facções com reputação em nível Reverenciado ou maior","Número de facções com reputação em nível Reverenciado ou maior",,378,-1,-1,0,147,0,0,1,2,0,124365,0
"Jogadores Abatidos Honrosamente mundo afora","Jogadores Abatidos Honrosamente mundo afora",,381,-1,-1,0,136,0,0,9,2,136243,121829,0
"Jogadores Abatidos Honrosamente em Campo de Batalha","Jogadores Abatidos Honrosamente em Campo de Batalha",,382,-1,-1,0,136,0,0,9,5,136243,132858,0
"Jogadores Abatidos Honrosamente em Arenas","Jogadores Abatidos Honrosamente em Arenas",,383,-1,-1,0,136,0,0,9,4,136243,121834,0
"Abater 50 jogadores inimigos em qualquer uma das capitais da sua facção.","Defensor da cidade",,388,-1,1,0,95,0,10,136,17,236593,126198,0
"Obter o berloque Mestre da Arena na Arena de Gurubashi.","Mestre da Arena de Gurubashi",,389,-1,-1,0,95,1,10,0,15,133608,126888,0
"Torres do Vale Alterac defendidas","Torres do Vale Alterac defendidas",,393,-1,-1,0,153,0,0,1,17,136243,123117,0
"Torres do Vale Alterac capturadas","Torres do Vale Alterac capturadas",,394,-1,-1,0,153,0,0,1,18,136243,124433,0
"Bandeiras da Ravina Brado Guerreiro capturadas","Bandeiras da Ravina Brado Guerreiro capturadas",,395,-1,-1,0,153,0,0,1,20,136243,125190,0
"Cumprir a missão do João Tampinha Mithril para obter o berloque Grande Mestre da Arena.","Grande Mestre da Arena de Gurubashi",,396,-1,-1,0,95,1,10,0,16,133599,127463,0
"Vencer uma partida de arena ranqueada no nível 80.","Primeiros passos na Arena",,397,-1,-1,0,165,0,10,0,1,236543,121451,0
"Vencer 100 partidas de arena ranqueadas no nível 80.","Dedicação impiedosa",,398,-1,-1,397,165,0,10,0,2,236534,121453,0
"Obter pontuação pessoal de 1550 na categoria 2x2 da arena no nível 80.","Dupla Dinâmica: 1550",,399,-1,-1,0,165,0,10,0,6,236323,140616,0
"Obter pontuação pessoal de 1750 na categoria 2x2 da arena no nível 80.","Dupla Dinâmica: 1750",,400,-1,-1,399,165,0,10,0,7,236326,140618,0
"Obter pontuação pessoal de 2000 na categoria 2x2 da arena no nível 80.","Dupla Dinâmica: 2000",,401,-1,-1,400,165,0,10,0,8,236327,140620,0
"Obter pontuação pessoal de 1550 na categoria 3x3 da arena no nível 80.","Três é demais: 1550",,402,-1,-1,0,165,0,10,0,10,236330,140624,0
"Obter pontuação pessoal de 1750 na categoria 3x3 da arena no nível 80.","Três é demais: 1750",,403,-1,-1,402,165,0,10,0,11,236333,140626,0
"Obter pontuação pessoal de 2000 na categoria 5x5 da arena no nível 80.","Cinco contra... cinco: 2000",,404,-1,-1,407,165,0,10,0,16,236341,140636,0
