ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
382,"수중 호흡의 비약",285,0,0,4393,65,0
383,"현인의 비약",285,0,0,4397,69,0
384,"탐색의 비약",285,0,0,4398,70,0
385,"모래주머니 껌",285,0,0,4401,73,0
386,"근육 촉진제",285,0,0,4405,77,0
387,"맹공의 비약",285,0,0,4407,79,0
388,"숙달의 비약",285,0,0,8080,98,0
399,웃음,398,0,0,3238,1,0
400,"킬킬대며 웃음",398,0,0,7194,5,0
401,박장대소,398,0,0,7195,2,0
402,후후,398,0,0,7196,3,0
403,"키득거리며 웃음",398,0,0,7197,4,0
426,"철두철미한 파탈리온",425,1,0,3720,1,2
459,"응급치료 숙련도",458,375,0,5592,0,1
468,귀환석,467,0,0,5008,0,0
469,"루비 덧신",467,0,0,11719,1,0
530,"파괴자 켈리단",529,1,0,3710,1,2
533,"로데론의 폐허 5v5 승리",532,0,0,8601,1,0
534,"나그란드 5v5 승리",532,0,0,8600,2,0
536,"칼날 산맥 5v5 승리",532,0,0,5726,0,0
540,"용맹의 투기장 2v2 경기",539,0,0,8614,3,0
541,"로데론의 폐허 2v2 경기",539,0,0,8613,2,0
542,"달라란 2v2 경기",539,0,0,8611,4,0
543,"나그란드 2v2 경기",539,0,0,8612,1,0
544,"칼날 투기장 2v2 경기",539,0,0,5725,0,0
553,네파리안,552,1,0,3273,1,2
554,"테라제인의 사슬",552,1,0,4564,5,2
555,"암흑 불길의 장화",552,1,0,4567,8,2
556,"격노의 흉갑",552,1,0,4578,19,2
557,"아킴티로스의 징벌의 반지",552,1,0,4565,6,2
558,"심판의 흉갑",552,1,0,4580,21,2
559,"성난폭풍 흉갑",552,1,0,4581,22,2
560,"초월의 로브",552,1,0,4584,25,2
561,"아쉬칸디 - 기사단의 대검",552,1,0,4566,7,2
562,"크룰쇼루크 - 혼돈의 서슬",552,1,0,4569,10,2
563,"검은바위부족의 군주",552,1,0,4447,2,2
564,"검은바위부족의 군주",552,1,0,4448,3,2
565,"혈족군주의 망토",552,1,0,4568,9,2
566,"로크아미르 일 로마시스",552,1,0,4570,11,2
567,"넬타리온의 눈물",552,1,0,4572,13,2
568,"암흑 불길의 지팡이",552,1,0,4575,16,2
569,"폭풍우 흉갑",552,1,0,4577,18,2
570,"용추적자 흉갑",552,1,0,4579,20,2
571,"네파리우스의 타락",552,1,0,4449,4,2
572,"붉은송곳니 가슴방어구",552,1,0,4576,17,2
573,"음모의 프레스톨 부적",552,1,0,4573,14,2
574,"순수한 엘레멘티움 고리",552,1,0,4574,15,2
575,"소용돌이 로브",552,1,0,4583,24,2
576,"미슌데어 - 정신파괴자의 관",552,1,0,4571,12,2
577,"천벌의 로브",552,1,0,4582,23,2
580,라그나로스,579,1,0,3272,1,2
581,"맹습의 벨트",579,1,0,4544,4,2
582,"설퍼라스의 반지",579,1,0,4545,6,2
583,"화염 군주의 목걸이",579,1,0,4546,7,2
584,"파괴의 관",579,1,0,4549,10,2
585,"초월의 다리보호구",579,1,0,4550,11,2
586,"격노의 다리갑옷",579,1,0,4553,14,2
587,"천벌의 다리보호구",579,1,0,4556,17,2
588,"성난폭풍 다리보호대",579,1,0,4558,19,2
589,"붉은송곳니 바지",579,1,0,4555,16,2
590,"용추적자 다리보호대",579,1,0,4551,12,2
591,"심판의 다리갑옷",579,1,0,4552,13,2
593,"말리스타의 파수방패",579,1,0,4559,20,2
594,"장막의 망토",579,1,0,4561,22,2
595,"가시쐐기 도끼",579,1,0,4563,24,2
596,"아큐리아의 고리",579,1,0,4560,21,2
597,"용혈 단망토",579,1,0,5055,25,2
598,"순수한 불꽃의 정수",579,1,0,4547,8,2
599,"전멸의 비수",579,1,0,4548,9,2
600,"왕초보를 위한 용언 완전정복",579,1,0,7364,28,2
601,"우레폭풍 - 바람추적자의 성검",579,1,0,8146,2,2
602,"화염의 파편",579,1,0,5056,26,2
603,"폭풍우 다리갑옷",579,1,0,4554,15,2
604,"불의 군주의 정수",579,1,0,8893,27,2
605,"소용돌이 바지",579,1,0,4557,18,2
606,"각골의 검",579,1,0,4562,23,2
607,"설퍼라스 - 라그나로스의 손",579,1,0,318,5,2
650,"쿠엘세라 검 만들기",648,1,0,4270,4,2
651,"얼라이언스의 승리",648,1,0,4266,0,2
652,"에스칸다르의 목줄",648,1,0,4286,11,2
653,"오닉시아 가죽 배낭",648,1,0,4271,5,2
654,"호드의 승리",648,1,0,4267,2,2
655,"최고의 활시위",648,1,0,4268,1,2
656,"죽음의 인도자",648,1,0,4282,7,2
657,"결속의 반지",648,1,0,4284,9,2
658,"비늘의 파편",648,1,0,4287,12,2
659,"혈문도 비스카그",648,1,0,4283,8,2
660,"고대의 흑마법서",648,1,0,4272,6,2
661,"사피론 망토",648,1,0,4285,10,2
759,"일일 퀘스트",758,0,0,4984,2,0
760,"전체 퀘스트",758,0,0,3631,1,0
763,야수,762,0,0,4948,1,0
764,정령,762,0,0,4951,4,0
765,인간형,762,0,0,4953,6,0
766,기계,762,0,0,4954,7,0
767,언데드,762,0,0,4955,8,0
768,기타,762,0,0,4956,9,0
769,토템,762,0,0,4957,10,0
770,악마,762,0,0,4949,2,0
771,용족,762,0,0,4950,3,0
772,거인,762,0,0,4952,5,0
775,"처치한 동물",774,0,0,4958,1,0
778,"과로사 횟수",777,0,0,148,1,0
803,"가죽세공 숙련도",802,375,0,5718,0,1
806,"포기한 퀘스트",805,0,0,5289,1,0
809,"칼날 산맥 투기장 경기",808,0,0,5729,0,0
813,"사악한 동맹",811,1,0,4409,4,2
814,"운명의 복수",811,1,0,4250,2,2
815,"가시덩굴 우리의 대모",811,1,0,4251,3,2
824,"백금 원반",822,1,0,4256,1,2
825,"보석과 마력원천 찾기",822,1,0,4257,2,2
826,"목걸이 복원",822,1,0,4258,3,2
829,"족장 우코르즈 샌드스칼프",828,1,0,3265,1,2
833,"대지와 씨앗의 오염",831,1,0,4259,2,2
834,"대지와 씨앗의 오염",831,1,0,4260,3,2
837,"시험의 투기장 승리",836,0,0,5735,0,0
885,"25인 공격대 참여",884,0,0,4989,1,0
894,"우편에 사용한 골드",893,0,0,3358,1,8
923,"엑소다르로 통하는 차원의 문",921,0,0,4995,2,0
924,"샤트라스로 통하는 차원의 문",921,0,0,4996,3,0
925,"아이언포지로 통하는 차원의 문",921,0,0,4997,4,0
926,"실버문으로 통하는 차원의 문",921,0,0,4999,6,0
927,"스토나드로 통하는 차원의 문",921,0,0,5000,7,0
928,"스톰윈드로 통하는 차원의 문",921,0,0,5001,8,0
929,"테라모어로 통하는 차원의 문",921,0,0,5002,9,0
930,"썬더 블러프로 통하는 차원의 문",921,0,0,5003,10,0
931,"언더시티로 통하는 차원의 문",921,0,0,5004,11,0
932,"다르나서스로 통하는 차원의 문",921,0,0,4994,1,0
933,"샤트라스로 통하는 차원의 문",921,0,0,4992,0,0
934,"오그리마로 통하는 차원의 문",921,0,0,4998,5,0
937,"성채에 수감된 자",936,1,0,4487,2,2
938,"나루의 시험: 자비",936,1,0,4489,4,2
939,"대족장 카르가스 블레이드피스트",936,1,0,3719,1,2
940,"성채에 수감된 자",936,1,0,4488,3,2
946,"시험의 투기장 경기",945,0,0,5730,0,0
959,"성루 무력화",957,1,0,4462,3,2
960,"성루 무력화",957,1,0,4461,2,2
963,"파괴자 켈리단",962,1,0,3239,1,2
1036,아킨둔...,1035,1,0,4465,2,2
1037,"영혼의 자유를 위하여",1035,1,0,4466,3,2
1038,"총독 말라다르",1035,1,0,3244,1,2
1041,쿠아그미란,1040,1,0,3711,1,2
1071,"무두질 숙련도",1070,375,0,5720,0,1
1074,"기계공학 숙련도",1073,375,0,5722,0,1
1149,"장군 칼리스레쉬",1148,1,0,3248,1,2
1151,"장군의 은신처",1148,1,0,4473,2,2
1161,"전체 NPC 처치 수",1159,0,0,4944,1,0
1163,server-only,0,1,7,0,0,2
1164,채광,1163,1,0,5559,7,0
1165,재봉술,1163,1,0,5561,9,0
1166,기계공학,1163,1,0,5554,3,0
1167,"약초 채집",1163,1,0,5555,4,0
1168,연금술,1163,1,0,5551,0,0
1169,대장기술,1163,1,0,5552,1,0
1170,마법부여,1163,1,0,5553,2,0
1171,가죽세공,1163,1,0,5558,6,0
1172,무두질,1163,1,0,5560,8,0
1174,보석세공,1163,1,0,5557,5,0
1176,server-only,0,375,8,0,0,2
1179,대장기술,1176,375,0,5566,2,0
1180,마법부여,1176,375,0,5567,4,0
1181,기계공학,1176,375,0,5722,1,0
1182,"약초 채집",1176,375,0,5569,3,0
1183,가죽세공,1176,375,0,5718,6,0
1184,채광,1176,375,0,5573,7,0
1185,보석세공,1176,375,0,5571,5,0
1186,무두질,1176,375,0,5720,8,0
1187,재봉술,1176,375,0,5575,9,0
1190,"전체 죽은 횟수",1189,0,0,111,1,0
1223,쿠아그미란,1222,1,0,3240,1,2
1226,"시대의 사냥꾼",1225,1,0,3242,1,2
1227,"던홀드 탈출",1225,1,0,4467,2,2
1230,"테로크의 유산",1229,1,0,4468,2,2
1231,"갈퀴대왕 이키스",1229,1,0,3245,1,2
1234,아에누스,1233,1,0,3247,1,2
1235,"메디브와의 만남",1233,1,0,4471,2,2
1236,"어둠의 문 열기",1233,1,0,4472,3,2
1239,"철두철미한 파탈리온",1238,1,0,3250,1,2
1240,"알카트라즈에 잠입하는 방법",1238,1,0,4480,2,2
1273,"폭풍의 눈 전투",1272,0,0,105,0,0
1279,"폭풍의 눈 깃발 쟁취",1278,0,0,438,0,0
1287,"배운 마법부여 주문식",1285,0,0,7225,0,0
1456,"일일 퀘스트 완료",1455,0,0,4984,1,0
1491,"면죄의 머리덮개",1489,1,0,4630,14,2
1492,"가시다발 쐐기",1489,1,0,4620,4,2
1493,"대재앙의 칼날",1489,1,0,4621,5,2
1494,"끝없는 분노의 다리보호대",1489,1,0,4623,7,2
1495,"아르거스의 사도",1489,1,0,4619,3,2
1496,"재앙의 두건",1489,1,0,4632,16,2
1497,"빛의 수호자 면갑",1489,1,0,4633,17,2
1498,"그론추적자 투구",1489,1,0,4636,20,2
1499,"무너지는 하늘의 머리보호구",1489,1,0,4639,23,2
1500,"학살자의 투구",1489,1,0,4642,26,2
1501,"천둥심장 모자",1489,1,0,4644,28,2
1502,"무너지는 하늘의 투구",1489,1,0,4640,24,2
1503,"빛의 수호자 철갑투구",1489,1,0,4634,18,2
1504,"빛의 수호자 전투투구",1489,1,0,4635,19,2
1505,"맹공의 철갑투구",1489,1,0,4638,22,2
1506,"로닌의 로브",1489,1,0,4626,10,2
1507,"구세주의 갑옷",1489,1,0,4627,11,2
1508,"혼돈의 폭풍우",1489,1,0,4629,13,2
1509,"영원의 다리보호구",1489,1,0,4622,6,2
1510,"맹추격의 사슬 갑옷",1489,1,0,4624,8,2
1511,"정화의 홀",1489,1,0,4628,12,2
1512,"맹공의 전투투구",1489,1,0,4637,21,2
1513,"전념의 안토니다스 아이기스",1489,1,0,4618,2,2
1514,"면죄의 두건",1489,1,0,4631,15,2
1515,"한밤중의 가슴보호구",1489,1,0,4625,9,2
1516,"무너지는 하늘의 모자",1489,1,0,4641,25,2
1517,"폭풍우의 두건",1489,1,0,4643,27,2
1518,"천둥심장 투구",1489,1,0,4646,30,2
1519,"천둥심장 머리보호구",1489,1,0,4645,29,2
1522,쑨,1521,1,0,3274,1,2
1523,"쑨의 문장",1521,1,0,4941,25,2
1524,"태초의 조끼",1521,1,0,4454,5,2
1525,"쑨의 유물",1521,1,0,4459,11,2
1526,"청명의 망토",1521,1,0,4586,14,2
1527,"거짓된 예언자의 홀",1521,1,0,4593,21,2
1528,"죽음의 쐐기",1521,1,0,4589,17,2
1529,"광기의 암흑 도끼",1521,1,0,4587,15,2
1530,"전멸의 건틀릿",1521,1,0,4590,18,2
1531,"무한한 고통의 허리띠",1521,1,0,4585,13,2
1532,"고대신의 올가미",1521,1,0,4591,19,2
1533,"눈자루 허리띠",1521,1,0,4596,24,2
1534,"죽음의 선고자 조끼",1521,1,0,4451,3,2
1535,"폭풍소환사의 갑옷",1521,1,0,4455,6,2
1536,"불가사의의 로브",1521,1,0,4457,9,2
1537,"신탁의 의복",1521,1,0,4458,10,2
1538,"아티쉬, 저주받은 지팡이",1521,1,0,4460,12,2
1539,"관통의 갑옷",1521,1,0,4450,2,2
1540,"응징의 흉갑",1521,1,0,4453,7,2
1541,"정복자의 흉갑",1521,1,0,4452,4,2
1542,"암흑폭풍 건틀릿",1521,1,0,4588,16,2
9949,"수호자의 휘장",9948,1,0,7382,1,2
1543,"고대신 학살자의 반지",1521,1,0,4592,20,2
1544,"고대신의 허물",1521,1,0,9078,36,2
1545,"정복당한 쑨의 촉수",1521,1,0,4594,22,2
1546,"파멸의 소환사 로브",1521,1,0,4456,8,2
1547,"정복자의 흉갑",1521,1,0,8894,26,2
1548,"응징의 흉갑",1521,1,0,8895,27,2
1549,"죽음의 선고자 조끼",1521,1,0,8896,28,2
1550,"파멸의 소환사 로브",1521,1,0,8897,29,2
1551,"불가사의의 로브",1521,1,0,8898,30,2
1552,"태초의 조끼",1521,1,0,8899,31,2
1553,"희생자의 망토",1521,1,0,4595,23,2
1554,"폭풍소환사의 갑옷",1521,1,0,8900,32,2
1555,"관통의 갑옷",1521,1,0,8901,33,2
1556,"신탁의 의복",1521,1,0,8902,34,2
1557,"고대신의 허물",1521,1,0,8903,35,2
1593,"화염과 용암으로 죽은 횟수",1592,0,0,150,1,0
1594,"화염과 용암으로 죽은 횟수",1592,0,0,151,2,0
1717,라그나로스,1716,1,0,3272,1,0
1723,"전체 /손인사 횟수",1722,0,0,3236,1,0
1727,"오시리안 처치",1725,1,0,4265,2,2
1858,"최고 3인 팀 평점",1857,0,0,449,1,0
1860,server-only,0,0,7,0,0,2
1861,야수,1860,0,0,4948,1,0
1862,정령,1860,0,0,4951,4,0
1863,인간형,1860,0,0,4953,6,0
1864,기계,1860,0,0,4954,7,0
1865,언데드,1860,0,0,4955,8,0
1866,기타,1860,0,0,4956,9,0
1867,토템,1860,0,0,4957,10,0
1868,악마,1860,0,0,4949,2,0
1869,용족,1860,0,0,4950,3,0
1870,거인,1860,0,0,4952,5,0
1876,"아지노스의 전투검 (보조장비)",1875,1,0,325,1,2
1877,"아지노스의 전투검 (주장비)",1875,1,0,326,2,2
1878,,1875,1,0,12480,3,2
1879,,1875,1,0,12481,4,2
1931,"두꺼운 황천매듭 붕대",1930,1,0,3313,9,0
1933,"파멸단 마법 붕대",1930,1,0,3305,4,0
1934,"두꺼운 룬매듭 붕대",1930,1,0,3314,10,0
1935,"아라시 분지 룬매듭 붕대",1930,1,0,3303,2,0
1937,"알터랙 계곡 룬무늬 붕대",1930,1,0,3301,0,0
1938,"산악연대 비단 붕대",1930,1,0,7901,23,0
1939,"두꺼운 양모 붕대",1930,1,0,7900,24,0
1940,"산악연대 마법 붕대",1930,1,0,7902,21,0
1941,"응급 붕대",1930,1,0,7904,25,0
1942,"파멸단 룬매듭 붕대",1930,1,0,3306,5,0
1943,"파멸단 비단 붕대",1930,1,0,3307,6,0
1946,"두꺼운 리넨 붕대",1930,1,0,3311,7,0
1947,"두꺼운 마법 붕대",1930,1,0,3312,8,0
1948,"두꺼운 비단 붕대",1930,1,0,3315,11,0
1949,"마법 붕대",1930,1,0,3317,13,0
1950,"황천매듭 붕대",1930,1,0,3318,14,0
1951,"비단 붕대",1930,1,0,3320,16,0
1952,"전쟁노래 협곡 룬매듭 붕대",1930,1,0,3323,18,0
1953,"양모 붕대",1930,1,0,3325,20,0
1954,"아라시 분지 비단 붕대",1930,1,0,3304,3,0
1955,"아라시 분지 마법 붕대",1930,1,0,3302,1,0
1956,"룬매듭 붕대",1930,1,0,3319,15,0
1957,"전쟁노래 협곡 마법 붕대",1930,1,0,3322,17,0
1958,"리넨 붕대",1930,1,0,3316,12,0
1959,"전쟁노래 협곡 비단 붕대",1930,1,0,3324,19,0
1960,"산악연대 룬매듭 붕대",1930,1,0,7903,22,0
2069,"낚시 숙련도",2068,375,0,5696,0,1
2084,"전체 경매 구입",2083,0,0,4221,1,0
2087,"불타는 전투마 고삐",2086,1,0,1863,1,2
2088,"불타는 전투마",2086,0,0,6163,2,2
2142,"10인 던전 참여",2141,0,0,4988,1,0
2145,"시대의 사냥꾼",2144,1,0,3242,1,0
2148,"마법부여 숙련도",2147,375,0,5567,0,1
2157,"최고 5인 개인 평점",2156,0,0,452,1,0
2236,"나루의 시험: 끈기",2235,1,0,4490,2,2
2237,"선구자 스키리스",2235,1,0,3722,1,2
2275,"전체 결정타",2274,0,0,5529,1,0
2340,,2339,0,0,5304,1,0
2371,"검은 추적자",2370,1,0,3712,1,2
2374,"장군 칼리스레쉬",2373,1,0,3718,1,2
2430,"실족사 횟수",2429,0,0,149,1,0
2443,"비행 경로 이용 횟수",2442,0,0,5305,1,0
2446,"로데론의 폐허 3v3 승리",2445,0,0,8609,3,0
2447,"용맹의 투기장 3v3 승리",2445,0,0,8610,2,0
2448,"나그란드 3v3 승리",2445,0,0,8608,1,0
2449,"달라란 3v3 승리",2445,0,0,8607,4,0
2450,"칼날 투기장 3v3 승리",2445,0,0,5727,0,0
2475,"알터랙 계곡 경비탑 방어",2474,0,0,436,0,0
2492,"포옹한 횟수",2491,0,0,3231,1,0
2495,"연합왕자 샤파르",2494,1,0,3241,1,2
2496,"경쟁자 처치",2494,1,0,4464,2,2
2499,울림,2498,1,0,3246,1,2
2500,"미궁의 심장부로",2498,1,0,4469,2,2
2505,,2503,1,0,12482,2,2
2515,"경험치 주는 NPC 처치",2513,0,0,4946,0,0
2527,,0,0,4,0,0,0
2556,"공작 말체자르",2555,1,0,3254,1,2
2557,"불타는 군단의 첩자",2555,1,0,4491,2,2
2562,마그테리돈,2561,1,0,3257,1,2
2563,"현신의 의복",2561,1,0,4901,28,2
2564,"나루의 시험: 마그테리돈",2561,1,0,4494,2,2
2565,"마그테리돈의 죽음",2561,1,0,4495,4,2
2566,"마그테리돈의 눈",2561,1,0,4883,10,2
2567,"지옥의 언월도",2561,1,0,4884,11,2
2568,"나루의 시험: 마그테리돈",2561,1,0,4939,3,2
2569,"끝없는 심연의 벨트",2561,1,0,4942,35,2
2570,"회오리 흉갑",2561,1,0,4890,17,2
2571,"회오리 가슴보호구",2561,1,0,4891,18,2
2572,"회오리 갑옷",2561,1,0,4892,19,2
2573,"심판관의 흉갑",2561,1,0,4893,20,2
2574,"심판관의 가슴보호대",2561,1,0,4895,22,2
2575,"말로른의 가슴보호구",2561,1,0,4898,25,2
2576,"전쟁의 인도자 흉갑",2561,1,0,4902,29,2
2577,"악마추적자의 멜빵",2561,1,0,4904,31,2
2578,"공허의 심장 로브",2561,1,0,4906,33,2
2579,"지옥의 군주 가방",2561,1,0,4907,34,2
2580,"지옥 추적자의 망토",2561,1,0,4880,7,2
2581,"공포의 지옥 벨트",2561,1,0,4888,15,2
2582,"현신의 로브",2561,1,0,4900,27,2
2583,"구원자의 아이기스",2561,1,0,4879,6,2
2584,"마그테리돈의 죽음",2561,1,0,4496,5,2
2585,"심판관의 가슴보호구",2561,1,0,4894,21,2
2586,"우레의 철갑투구",2561,1,0,4889,16,2
2587,"황천의 칼날 가슴보호대",2561,1,0,4896,23,2
2588,"고동치는 수정핵 지팡이",2561,1,0,4881,8,2
2589,"소멸의 에레다르 마법봉",2561,1,0,4882,9,2
2590,"카라보르 부적",2561,1,0,4885,12,2
2591,"영혼 포식자의 장갑",2561,1,0,4887,14,2
2592,"말로른의 가슴보호대",2561,1,0,4899,26,2
2593,"거짓말쟁이의 혓바닥 장갑",2561,1,0,4886,13,2
2594,"말로른의 흉갑",2561,1,0,4897,24,2
2595,"알도르 의복",2561,1,0,4905,32,2
2596,"전쟁의 인도자 가슴보호구",2561,1,0,4903,30,2
2599,"캘타스 선스트라이더",2598,1,0,3259,0,2
2600,"캘타스와 신록의 구슬",2598,1,0,4499,2,2
