ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
211,"Кели'дан Разрушитель",210,1,0,3239,1,0
249,"Судьба королевства",248,1,0,4262,2,2
250,"Спасение принцессы",248,1,0,4263,3,2
251,"Император Дагран Тауриссан",248,1,0,3266,1,2
259,Балназзар,257,1,0,550,0,0
262,Эонус,261,1,0,3247,1,0
265,"Максимальная ставка на аукционе",264,0,0,4222,1,8
274,"Принц Малчезар",273,1,0,3254,1,0
277,"Вождь Укорз Песчаный Череп",276,1,0,3265,1,0
285,server-only,0,0,5,0,0,2
286,"Эликсир Львиной силы",285,0,0,4370,42,0
287,"Большой эликсир ловкости",285,0,0,4371,43,0
288,"Большой эликсир защиты",285,0,0,4372,44,0
289,"Мощный эликсир крови волшебника",285,0,0,4376,48,0
290,"Большой эликсир энергии Тьмы",285,0,0,4377,49,0
291,"Мощный эликсир защиты",285,0,0,4381,53,0
292,"Сильный чародейский эликсир",285,0,0,4402,74,0
293,"Настойка из перетертого скорпока",285,0,0,4403,75,0
294,"Эликсир Мудрости",285,0,0,4395,67,0
295,"Эликсир мангуста",285,0,0,4396,68,0
296,"Оскверненный эликсир силы",285,0,0,4399,71,0
297,"Дар Артаса",285,0,0,4400,72,0
298,"Эликсир из кровяники",285,0,0,4342,14,0
299,"Эликсир обнаружения Нежити",285,0,0,4353,25,0
300,"Эликсир увеличения",285,0,0,4360,32,0
301,"Сильный эликсир ловкости",285,0,0,4362,34,0
302,"Чародейский эликсир",285,0,0,4341,13,0
303,"Эликсир Мозгового штурма",285,0,0,4344,16,0
304,"Мощный эликсир силы",285,0,0,4384,56,0
305,"Слабый эликсир ловкости",285,0,0,4385,57,0
306,"Эликсир силы тьмы",285,0,0,4389,61,0
307,"Эликсир духа",285,0,0,4390,62,0
308,"Блеск Занзы",285,0,0,4337,0,0
309,"Скорость Занзы",285,0,0,4339,11,0
310,"Эликсир земли",285,0,0,4345,17,0
311,"Эликсир грубой силы",285,0,0,4347,19,0
312,"Эликсир защиты",285,0,0,4349,21,0
313,"Эликсир истребления демонов",285,0,0,4350,22,0
314,"Эликсир обнаружения демонов",285,0,0,4351,23,0
315,"Эликсир стойкости",285,0,0,4358,30,0
316,"Эликсир силы льда",285,0,0,4359,31,0
317,"Сильный эликсир огневой мощи",285,0,0,4364,36,0
318,"Сильный эликсир интеллекта",285,0,0,4365,37,0
319,"Крепкое зелье тролльей крови",285,0,0,8648,9,0
320,"Мощный эликсир защиты",285,0,0,8062,80,0
321,"Мощный эликсир разума",285,0,0,8066,81,0
322,"Эликсир адепта",285,0,0,4340,12,0
323,"Большой эликсир тролльей крови",285,0,0,8074,85,0
324,"Мощный эликсир ловкости",285,0,0,4380,52,0
325,"Слабое зелье тролльей крови",285,0,0,8076,102,0
326,"Мощный эликсир тролльей крови",285,0,0,8077,101,0
327,"Эликсир гнева",285,0,0,8078,100,0
328,"Эликсир наложения чар",285,0,0,8082,96,0
329,"Эликсир теней",285,0,0,8086,92,0
330,"Эликсир Дракуру",285,0,0,8087,91,0
331,"Охранный эликсир Зорта",285,0,0,8089,89,0
332,"Эликсир дренейской мудрости",285,0,0,4354,26,0
333,"Эликсир великанов",285,0,0,4361,33,0
334,"Разбавленный эликсир ловкости",285,0,0,4369,41,0
335,"Эликсир устойчивости",285,0,0,8083,95,0
336,"Эликсир хождения по воде",285,0,0,4394,66,0
337,"Эликсир мастерства",285,0,0,8063,110,0
338,Кристалл-хранитель,285,0,0,8068,82,0
339,"Стужа джуджу",285,0,0,8070,83,0
340,"Побег джуджу",285,0,0,8071,105,0
341,"Эликсир меткости",285,0,0,8031,87,0
342,"Эликсир пробивания брони",285,0,0,8064,109,0
343,"Эликсир молниеносности",285,0,0,8065,108,0
344,"Джуджу Огнезол",285,0,0,8069,106,0
345,"Огненный эликсир Зимнего Сна",285,0,0,8073,104,0
346,"Эликсир крови волшебника",285,0,0,8075,103,0
347,"Эликсир силы заклинаний",285,0,0,8079,99,0
348,"Эликсир из крови ворга",285,0,0,8081,97,0
349,"Эликсир Видере",285,0,0,8084,94,0
350,"Эликсир Ахуума",285,0,0,8085,93,0
351,"Охранный эликсир Зорта",285,0,0,8088,90,0
352,"Мощь джуджу",285,0,0,8072,84,0
353,"Эликсир смертельных ударов",285,0,0,8032,86,0
354,"Эликсир подавления",285,0,0,4356,28,0
355,"Эликсир железной шкуры",285,0,0,4368,40,0
356,"Эликсир силы огра",285,0,0,4388,60,0
357,"Коктейль ""Легкое дыхание""",285,0,0,4404,76,0
358,"Дух Занзы",285,0,0,4338,10,0
359,"Большой эликсир силы",285,0,0,4378,50,0
360,"Кристалл силы духа",285,0,0,8067,107,0
361,"Эликсир Ноггенфоггера",285,0,0,4406,78,0
362,"Эликсир из темноплевела",285,0,0,8090,88,0
363,"Эликсир целительной силы",285,0,0,4367,39,0
364,"Большой эликсир огневой мощи",285,0,0,4373,45,0
365,"Улучшенный эликсир силы льда",285,0,0,4375,47,0
366,"Большой эликсир стойкости",285,0,0,4374,46,0
367,"Эликсир ""Кошачий глаз""",285,0,0,4343,15,0
368,"Эликсир Ловкости",285,0,0,4346,18,0
369,"Эликсир снозрения",285,0,0,4355,27,0
370,"Эликсир огневой мощи",285,0,0,4357,29,0
371,"Сильный эликсир защиты",285,0,0,4363,35,0
372,"Сильный эликсир подводного дыхания",285,0,0,4366,38,0
373,"Эликсир маскировки",285,0,0,4348,20,0
374,"Эликсир обнаружения слабой невидимости",285,0,0,4352,24,0
375,"Эликсир власти",285,0,0,4379,51,0
376,"Мощный эликсир стойкости",285,0,0,4382,54,0
377,"Мощный эликсир крови волшебника",285,0,0,4383,55,0
378,"Слабый эликсир защиты",285,0,0,4386,58,0
379,"Слабый эликсир стойкости",285,0,0,4387,59,0
380,"Мощный эликсир защиты",285,0,0,4391,63,0
381,"Эликсир крепости",285,0,0,4392,64,0
382,"Эликсир подводного дыхания",285,0,0,4393,65,0
383,"Эликсир мудрецов",285,0,0,4397,69,0
384,"Эликсир ""Зоркий глаз""",285,0,0,4398,70,0
385,"Зелье из потрошков",285,0,0,4401,73,0
386,С.И.Л.А.,285,0,0,4405,77,0
387,"Эликсир натиска",285,0,0,4407,79,0
388,"Эликсир гуру",285,0,0,8080,98,0
399,Смех,398,0,0,3238,1,0
400,смешок,398,0,0,7194,5,0
401,смеяться,398,0,0,7195,2,0
402,rofl,398,0,0,7196,3,0
403,хихи,398,0,0,7197,4,0
426,"Паталеон Вычислитель",425,1,0,3720,1,2
459,"Уровень знаний в первой помощи",458,375,0,5592,0,1
468,"Камень возвращения",467,0,0,5008,0,0
469,"Рубиновые туфли",467,0,0,11719,1,0
530,"Кели'дан Разрушитель",529,1,0,3710,1,2
533,"Победы на арене Руин Лордерона 5x5",532,0,0,8601,1,0
534,"Победы на арене Награнда 5x5",532,0,0,8600,2,0
536,"Победы на арене Острогорья 5x5",532,0,0,5726,0,0
540,"Матчи на Арене Доблести 2x2",539,0,0,8614,3,0
541,"Матчи на арене Руин Лордерона 2x2",539,0,0,8613,2,0
542,"Матчи на арене Даларана 2x2",539,0,0,8611,4,0
543,"Матчи на арене Награнда 2x2",539,0,0,8612,1,0
544,"Матчи на арене Острогорья 2x2",539,0,0,5725,0,0
553,Нефариан,552,1,0,3273,1,2
554,"Цепочка Теразана",552,1,0,4564,5,2
555,"Сапоги Тени Пламени",552,1,0,4567,8,2
556,"Кираса гнева",552,1,0,4578,19,2
557,"Кольцо Расчетов Архимтироса",552,1,0,4565,6,2
558,"Кираса правосудия",552,1,0,4580,21,2
559,"Нагрудный доспех Ярости Бури",552,1,0,4581,22,2
560,"Одеяния превосходства",552,1,0,4584,25,2
561,"Ашканди, большой меч Братства",552,1,0,4566,7,2
562,"Грул-шорук, лезвие Хаоса",552,1,0,4569,10,2
563,"Владыка Черной горы",552,1,0,4447,2,2
564,"Владыка Черной горы",552,1,0,4448,3,2
565,"Плащ Мрачного лорда",552,1,0,4568,9,2
566,"Локамир иль Роматис",552,1,0,4570,11,2
567,"Слеза Нелтариона",552,1,0,4572,13,2
568,"Посох Темного пламени",552,1,0,4575,16,2
569,"Кираса десяти бурь",552,1,0,4577,18,2
570,"Кираса охотника на драконов",552,1,0,4579,20,2
571,"Порча Нефария",552,1,0,4449,4,2
572,"Нагрудник Кровавых Клыков",552,1,0,4576,17,2
573,"Талисман потворства Престор",552,1,0,4573,14,2
574,"Кольцо из чистого элементия",552,1,0,4574,15,2
575,"Одеяния ветра Пустоты",552,1,0,4583,24,2
576,"Миш'андар, венец Мозгохлеста",552,1,0,4571,12,2
577,"Одеяния возмездия",552,1,0,4582,23,2
580,Рагнарос,579,1,0,3272,1,2
581,"Ремень Нападения",579,1,0,4544,4,2
582,"Кольцо Серниса",579,1,0,4545,6,2
583,"Колье Повелителя Огня",579,1,0,4546,7,2
584,"Корона разрушения",579,1,0,4549,10,2
585,"Поножи превосходства",579,1,0,4550,11,2
586,"Ножные латы гнева",579,1,0,4553,14,2
587,"Поножи возмездия",579,1,0,4556,17,2
588,"Набедренники Ярости Бури",579,1,0,4558,19,2
589,"Штаны Кровавых Клыков",579,1,0,4555,16,2
590,"Набедренники охотника на драконов",579,1,0,4551,12,2
591,"Ножные латы правосудия",579,1,0,4552,13,2
593,"Защита Малистара",579,1,0,4559,20,2
594,"Плащ Клубящихся Туманов",579,1,0,4561,22,2
595,"Хребтистый Жнец",579,1,0,4563,24,2
596,"Кольцо Аккурии",579,1,0,4560,21,2
597,"Накидка драконьей крови",579,1,0,5055,25,2
598,"Сущность Чистого Пламени",579,1,0,4547,8,2
599,"Клинок вечных мук",579,1,0,4548,9,2
600,"Драконий язык для чайников",579,1,0,7364,28,2
601,"Громовая ярость, благословенный клинок Искателя Ветра",579,1,0,8146,2,2
602,"Сфера Пламени",579,1,0,5056,26,2
603,"Ножные латы десяти бурь",579,1,0,4554,15,2
604,"Сущность повелителя огня",579,1,0,8893,27,2
605,"Штаны ветра Пустоты",579,1,0,4557,18,2
606,"Кромка костяного разрушителя",579,1,0,4562,23,2
607,"Сальфарас, Рука Рагнароса",579,1,0,318,5,2
650,"Ковка Кель-Серрара",648,1,0,4270,4,2
651,"Славная победа Альянса",648,1,0,4266,0,2
652,"Ошейник Эсхандара",648,1,0,4286,11,2
653,"Заплечный мешок из шкуры Ониксии",648,1,0,4271,5,2
654,"Победа Орды",648,1,0,4267,2,2
655,"Подходящая тетива",648,1,0,4268,1,2
656,Смертоносный,648,1,0,4282,7,2
657,"Кольцо Обета",648,1,0,4284,9,2
658,"Обломок чешуи",648,1,0,4287,12,2
659,"Вис'каг Кровопускатель",648,1,0,4283,8,2
660,"Древний Краеугольный гримуар",648,1,0,4272,6,2
661,"Пелерина Сапфирона",648,1,0,4285,10,2
759,"Ежедневные задания",758,0,0,4984,2,0
760,"Всего заданий",758,0,0,3631,1,0
763,Звери,762,0,0,4948,1,0
764,Стихии,762,0,0,4951,4,0
765,Гуманоид,762,0,0,4953,6,0
766,Механизм,762,0,0,4954,7,0
767,Нежить,762,0,0,4955,8,0
768,Неопределенный,762,0,0,4956,9,0
769,Тотемы,762,0,0,4957,10,0
770,Демоны,762,0,0,4949,2,0
771,Дракон,762,0,0,4950,3,0
772,Великан,762,0,0,4952,5,0
775,"Убито животных",774,0,0,4958,1,0
778,"Смерти от изнеможения",777,0,0,148,1,0
803,Кожевничество,802,375,0,5718,0,1
806,"Отменено заданий",805,0,0,5289,1,0
809,"Бои на арене Острогорья",808,0,0,5729,0,0
813,"Нечестивый союз",811,1,0,4409,4,2
814,"Отмщение грядет!",811,1,0,4250,2,2
815,"Хозяйка Лабиринтов",811,1,0,4251,3,2
824,"Платиновые диски",822,1,0,4256,1,2
825,"Найти самоцветы и источник энергии",822,1,0,4257,2,2
826,"Восстановление ожерелье",822,1,0,4258,3,2
829,"Вождь Укорз Песчаный Череп",828,1,0,3265,1,2
833,"Яблочко от яблоньки...",831,1,0,4259,2,2
834,"Яблочко от яблоньки...",831,1,0,4260,3,2
837,"Победы в Круге Испытаний",836,0,0,5735,0,0
885,"Пройдено подземелий для 25 игроков",884,0,0,4989,1,0
894,"Кол-во золота, потраченного на почту",893,0,0,3358,1,8
923,"Портал в Экзодар",921,0,0,4995,2,0
924,"Портал в Шаттрат",921,0,0,4996,3,0
925,"Портал в Стальгорн",921,0,0,4997,4,0
926,"Портал в Луносвет",921,0,0,4999,6,0
927,"Портал в Каменор",921,0,0,5000,7,0
928,"Портал в Штормград",921,0,0,5001,8,0
929,"Портал в Терамор",921,0,0,5002,9,0
930,"Портал в Громовой Утес",921,0,0,5003,10,0
931,"Портал в Подгород",921,0,0,5004,11,0
932,"Портал в Дарнас",921,0,0,4994,1,0
933,"Портал в Шаттрат",921,0,0,4992,0,0
934,"Портал в Оргриммар",921,0,0,4998,5,0
937,"Узник цитадели",936,1,0,4487,2,2
938,"Испытание наару: милосердие",936,1,0,4489,4,2
939,"Вождь Каргат Острорук",936,1,0,3719,1,2
940,"Узник цитадели",936,1,0,4488,3,2
946,"Бои в Круге Испытаний",945,0,0,5730,0,0
959,"Ослабить оборону валов",957,1,0,4462,3,2
960,"Ослабить оборону валов",957,1,0,4461,2,2
963,"Кели'дан Разрушитель",962,1,0,3239,1,2
1036,Аукиндон...,1035,1,0,4465,2,2
1037,"Все будет в порядке",1035,1,0,4466,3,2
1038,"Экзарх Маладаар",1035,1,0,3244,1,2
1041,Зыбун,1040,1,0,3711,1,2
1071,"Снятие шкур",1070,375,0,5720,0,1
1074,"Инженерное дело",1073,375,0,5722,0,1
1149,"Полководец Калитреш",1148,1,0,3248,1,2
1151,"Убежище врага",1148,1,0,4473,2,2
1161,"Убито NPC",1159,0,0,4944,1,0
1163,server-only,0,1,7,0,0,2
1164,"Горное дело",1163,1,0,5559,7,0
1165,"Портняжное дело",1163,1,0,5561,9,0
1166,"Инженерное дело",1163,1,0,5554,3,0
1167,Травничество,1163,1,0,5555,4,0
1168,Алхимия,1163,1,0,5551,0,0
1169,"Кузнечное дело",1163,1,0,5552,1,0
1170,"Наложение чар",1163,1,0,5553,2,0
1171,Кожевничество,1163,1,0,5558,6,0
1172,"Cнятие шкур",1163,1,0,5560,8,0
1174,"Ювелирное дело",1163,1,0,5557,5,0
1176,server-only,0,375,8,0,0,2
1179,"Кузнечное дело",1176,375,0,5566,2,0
1180,"Наложение чар",1176,375,0,5567,4,0
1181,"Инженерное дело",1176,375,0,5722,1,0
1182,Травничество,1176,375,0,5569,3,0
1183,Кожевничество,1176,375,0,5718,6,0
1184,"Горное дело",1176,375,0,5573,7,0
1185,"Ювелирное дело",1176,375,0,5571,5,0
1186,"Cнятие шкур",1176,375,0,5720,8,0
1187,"Портняжное дело",1176,375,0,5575,9,0
1190,"Всего смертей",1189,0,0,111,1,0
1223,Зыбун,1222,1,0,3240,1,2
1226,"Охотник Вечности",1225,1,0,3242,1,2
1227,"Побег из Дарнхольда",1225,1,0,4467,2,2
1230,"Наследство Терокка",1229,1,0,4468,2,2
1231,"Король воронов Айкисс",1229,1,0,3245,1,2
1234,Эонус,1233,1,0,3247,1,2
1235,"Разрешение учителя",1233,1,0,4471,2,2
1236,"Открытие Темного портала",1233,1,0,4472,3,2
1239,"Паталеон Вычислитель",1238,1,0,3250,1,2
1240,"Как проникнуть в Аркатрац",1238,1,0,4480,2,2
1273,"Сражения на Оке Бури",1272,0,0,105,0,0
1279,"Захваты флага на Оке Бури",1278,0,0,438,0,0
1287,"Изучено формул наложения чар",1285,0,0,7225,0,0
1456,"Выполнено ежедневных заданий",1455,0,0,4984,1,0
1491,"Клобук отпущения грехов",1489,1,0,4630,14,2
1492,"Лук молниеносных шипов",1489,1,0,4620,4,2
1493,"Кромка катаклизма",1489,1,0,4621,5,2
1494,"Набедренники Бесконечной ярости",1489,1,0,4623,7,2
1495,"Предстоятель Аргуса",1489,1,0,4619,3,2
1496,"Капюшон Пагубы",1489,1,0,4632,16,2
1497,"Большой шлем Светоносного",1489,1,0,4633,17,2
1498,"Полный шлем охотника на гроннов",1489,1,0,4636,20,2
1499,"Наголовник Небокрушителя",1489,1,0,4639,23,2
1500,"Шлем убийцы",1489,1,0,4642,26,2
1501,"Убор Громового Сердца",1489,1,0,4644,28,2
1502,"Полный шлем Небокрушителя",1489,1,0,4640,24,2
1503,"Большой шлем Светоносного",1489,1,0,4634,18,2
1504,"Боевой шлем Светоносного",1489,1,0,4635,19,2
1505,"Большой шлем натиска",1489,1,0,4638,22,2
1506,"Одеяния Ронина",1489,1,0,4626,10,2
1507,"Напоясник спасителя",1489,1,0,4627,11,2
1508,"Ураган Хаоса",1489,1,0,4629,13,2
1509,"Поножи вечности",1489,1,0,4622,6,2
1510,"Доспех лихорадочной погони",1489,1,0,4624,8,2
1511,"Скипетр очищения",1489,1,0,4628,12,2
1512,"Боевой шлем натиска",1489,1,0,4637,21,2
1513,"Эгида Сосредоточения Антонидаса",1489,1,0,4618,2,2
1514,"Капюшон отпущения грехов",1489,1,0,4631,15,2
1515,"Полуночный нагрудный доспех",1489,1,0,4625,9,2
1516,"Убор Небокрушителя",1489,1,0,4641,25,2
1517,"Клобук урагана",1489,1,0,4643,27,2
1518,"Полный шлем Громового Сердца",1489,1,0,4646,30,2
1519,"Наголовник Громового Сердца",1489,1,0,4645,29,2
1522,К'Тун,1521,1,0,3274,1,2
1523,"Знак К'Туна",1521,1,0,4941,25,2
1524,"Жилет Бытия",1521,1,0,4454,5,2
1525,"Наследие К'Туна",1521,1,0,4459,11,2
1526,"Плащ ясности",1521,1,0,4586,14,2
1527,"Скипетр Ложного пророка",1521,1,0,4593,21,2
1528,"Жало смерти",1521,1,0,4589,17,2
1529,"Темное лезвие Безумия",1521,1,0,4587,15,2
1530,"Рукавицы Истребления",1521,1,0,4590,18,2
1531,"Пояс Бесконечной Агонии",1521,1,0,4585,13,2
1532,"Перевязь Древнего Бога",1521,1,0,4591,19,2
1533,"Поясной шнурованный ремень Стеблеглаза",1521,1,0,4596,24,2
1534,"Жилет Смертеторговца",1521,1,0,4451,3,2
1535,"Хауберк Зовущего бурю",1521,1,0,4455,6,2
1536,"Одеяния Таинства",1521,1,0,4457,9,2
1537,"Одеяние Оракула",1521,1,0,4458,10,2
1538,"Атиеш, оскверненный посох",1521,1,0,4460,12,2
1539,"Хауберк Бойца",1521,1,0,4450,2,2
1540,"Кираса Мстителя",1521,1,0,4453,7,2
1541,"Кираса Завоевателя",1521,1,0,4452,4,2
1542,"Рукавицы темной бури",1521,1,0,4588,16,2
1543,"Кольцо Убийцы богов",1521,1,0,4592,20,2
1544,"Броня Древнего Бога",1521,1,0,9078,36,2
1545,"Безжизненное щупальце К'Туна",1521,1,0,4594,22,2
1546,"Одеяния призывателя рока",1521,1,0,4456,8,2
1547,"Кираса Завоевателя",1521,1,0,8894,26,2
1548,"Кираса Мстителя",1521,1,0,8895,27,2
1549,"Жилет Смертеторговца",1521,1,0,8896,28,2
1550,"Одеяния призывателя рока",1521,1,0,8897,29,2
1551,"Одеяния Таинства",1521,1,0,8898,30,2
1552,"Жилет Бытия",1521,1,0,8899,31,2
1553,"Плащ Пожранных",1521,1,0,4595,23,2
1554,"Хауберк Зовущего бурю",1521,1,0,8900,32,2
1555,"Хауберк Бойца",1521,1,0,8901,33,2
1556,"Одеяние Оракула",1521,1,0,8902,34,2
1557,"Броня Древнего Бога",1521,1,0,8903,35,2
1593,"Смерти от огня и лавы",1592,0,0,150,1,0
1594,"Смерти от огня и лавы",1592,0,0,151,2,0
1717,Рагнарос,1716,1,0,3272,1,0
1723,"Сколько раз вы помахали рукой",1722,0,0,3236,1,0
1727,"Повергнутый Оссириан",1725,1,0,4265,2,2
1858,"Наивысший командный рейтинг (3 на 3)",1857,0,0,449,1,0
1860,server-only,0,0,7,0,0,2
1861,Звери,1860,0,0,4948,1,0
1862,Стихии,1860,0,0,4951,4,0
1863,Гуманоид,1860,0,0,4953,6,0
1864,Механизм,1860,0,0,4954,7,0
1865,Нежить,1860,0,0,4955,8,0
1866,Неопределенный,1860,0,0,4956,9,0
1867,Тотемы,1860,0,0,4957,10,0
1868,Демоны,1860,0,0,4949,2,0
1869,Дракон,1860,0,0,4950,3,0
1870,Великан,1860,0,0,4952,5,0
1876,"Боевой клинок Аззинота (левая рука)",1875,1,0,325,1,2
1877,"Боевой клинок Аззинота (правая рука)",1875,1,0,326,2,2
1878,,1875,1,0,12480,3,2
1879,,1875,1,0,12481,4,2
1931,"Плотные бинты из ткани Пустоты",1930,1,0,3313,9,0
1933,"Бинты осквернителя из магической ткани",1930,1,0,3305,4,0
1934,"Плотные бинты из рунической ткани",1930,1,0,3314,10,0
1935,"Бинты из рунической ткани из низины Арати",1930,1,0,3303,2,0
1937,"Бинты из рунической ткани из Альтеракской долины",1930,1,0,3301,0,0
1938,"Шелковые бинты горца",1930,1,0,7901,23,0
1939,"Плотные шерстяные бинты",1930,1,0,7900,24,0
1940,"Бинты горца из магической ткани",1930,1,0,7902,21,0
1941,"Очередные перевязочные бинты",1930,1,0,7904,25,0
1942,"Бинты Осквернителя из рунической ткани",1930,1,0,3306,5,0
1943,"Шелковые бинты Осквернителя",1930,1,0,3307,6,0
1946,"Плотные льняные бинты",1930,1,0,3311,7,0
1947,"Плотные бинты из магической ткани",1930,1,0,3312,8,0
1948,"Плотные шелковые бинты",1930,1,0,3315,11,0
1949,"Бинты из магической ткани",1930,1,0,3317,13,0
1950,"Бинты из ткани Пустоты",1930,1,0,3318,14,0
1951,"Шелковые бинты",1930,1,0,3320,16,0
1952,"Бинты из рунической ткани для ущелья Песни Войны",1930,1,0,3323,18,0
1953,"Шерстяные бинты",1930,1,0,3325,20,0
1954,"Шелковые бинты из Низины Арати",1930,1,0,3304,3,0
1955,"Бинты из магической ткани для низины Арати",1930,1,0,3302,1,0
1956,"Бинты из рунической ткани",1930,1,0,3319,15,0
1957,"Бинты из магической ткани для ущелья Песни Войны",1930,1,0,3322,17,0
1958,"Льняные бинты",1930,1,0,3316,12,0
1959,"Шелковые бинты для ущелья Песни Войны",1930,1,0,3324,19,0
1960,"Бинты горца из рунической ткани",1930,1,0,7903,22,0
2069,"Навык рыбной ловли",2068,375,0,5696,0,1
2084,"Всего покупок с аукциона",2083,0,0,4221,1,0
2087,"Поводья огненного боевого коня",2086,1,0,1863,1,2
2088,"Огненный боевой конь",2086,0,0,6163,2,2
2142,"Пройдено подземелий для 10 игроков",2141,0,0,4988,1,0
2145,"Охотник Вечности",2144,1,0,3242,1,0
2148,"Наложение чар",2147,375,0,5567,0,1
2157,"Наивысший личный рейтинг (5 на 5)",2156,0,0,452,1,0
2236,"Испытание наару: упорство",2235,1,0,4490,2,2
2237,"Предвестник Скайрисс",2235,1,0,3722,1,2
2275,"Смертельные удары",2274,0,0,5529,1,0
2340,,2339,0,0,5304,1,0
2371,"Черная Охотница",2370,1,0,3712,1,2
2374,"Полководец Калитреш",2373,1,0,3718,1,2
2430,"Смерти от падения",2429,0,0,149,1,0
2443,"Совершено полетов",2442,0,0,5305,1,0
2446,"Победы на арене Руин Лордерона 3x3",2445,0,0,8609,3,0
2447,"Победы на Арене Доблести 3x3",2445,0,0,8610,2,0
2448,"Победы на арене Награнда 3x3",2445,0,0,8608,1,0
2449,"Победы на арене Даларана 3x3",2445,0,0,8607,4,0
2450,"Победы на арене Острогорья 3x3",2445,0,0,5727,0,0
2717,"Сапоги выпада кобры",2703,1,0,4851,4,2
2475,"Количество защищенных башен в Альтеракской долине",2474,0,0,436,0,0
2492,"Сколько раз вы обнимали",2491,0,0,3231,1,0
2495,"Принц Шаффар",2494,1,0,3241,1,2
2496,"Жестокая вещь – конкуренция",2494,1,0,4464,2,2
2499,Бормотун,2498,1,0,3246,1,2
2500,"В самом сердце Лабиринта",2498,1,0,4469,2,2
2505,,2503,1,0,12482,2,2
2515,"Убить NPC, чья смерть приносит очки опыта.",2513,0,0,4946,0,0
2527,,0,0,4,0,0,0
2556,"Принц Малчезар",2555,1,0,3254,1,2
2557,"Присутствие демонов",2555,1,0,4491,2,2
2562,Магтеридон,2561,1,0,3257,1,2
2563,"Накидка воплощенного",2561,1,0,4901,28,2
2564,"Испытание наару: Магтеридон",2561,1,0,4494,2,2
2565,"Падение Магтеридона",2561,1,0,4495,4,2
2566,"Глаз Магтеридона",2561,1,0,4883,10,2
2567,"Глефа бездны",2561,1,0,4884,11,2
2568,"Испытание наару: Магтеридон",2561,1,0,4939,3,2
2569,"Ремень Бездонной пропасти",2561,1,0,4942,35,2
2570,"Кираса смерча",2561,1,0,4890,17,2
2571,"Нагрудный доспех смерча",2561,1,0,4891,18,2
2572,"Хауберк смерча",2561,1,0,4892,19,2
2573,"Кираса вершителя правосудия",2561,1,0,4893,20,2
2574,"Нагрудник вершителя правосудия",2561,1,0,4895,22,2
2575,"Нагрудный доспех Малорна",2561,1,0,4898,25,2
2576,"Кираса вестника войны",2561,1,0,4902,29,2
2577,"Куртка Ловчего демонов",2561,1,0,4904,31,2
2578,"Одеяние пустого сердца",2561,1,0,4906,33,2
2579,"Сумка властителя преисподней",2561,1,0,4907,34,2
2580,"Плащ Покорителя Бездны",2561,1,0,4880,7,2
2581,"Ремень Кошмарной бездны",2561,1,0,4888,15,2
2582,"Одеяния Воплощенного",2561,1,0,4900,27,2
2583,"Эгида охранника",2561,1,0,4879,6,2
2584,"Падение Магтеридона",2561,1,0,4496,5,2
