ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
251,"Imperador Dagran Thaurissan",248,1,0,3266,1,2
259,Balnazzar,257,1,0,550,0,0
262,Aeonus,261,1,0,3247,1,0
265,"Maior lance",264,0,0,4222,1,8
274,"Príncipe Malquezaar",273,1,0,3254,1,0
277,"Chefe Ukorz Escalpareia",276,1,0,3265,1,0
285,server-only,0,0,5,0,0,2
286,"Elixir de Força de Leão",285,0,0,4370,42,0
287,"Elixir de Agilidade Elevada",285,0,0,4371,43,0
288,"Elixir de Defesa Elevada",285,0,0,4372,44,0
289,"Elixir de Sangue de Mago Elevado",285,0,0,4376,48,0
290,"Elixir de Poder Sombrio Elevado",285,0,0,4377,49,0
291,"Elixir de Defesa Potente",285,0,0,4381,53,0
292,"Elixir Arcano Maior",285,0,0,4402,74,0
293,"Amostra de Escórpode Macerado",285,0,0,4403,75,0
294,"Elixir de Sabedoria",285,0,0,4395,67,0
295,"Elixir do Mangusto",285,0,0,4396,68,0
296,"Elixir de Força Vil",285,0,0,4399,71,0
297,"Dádiva de Arthas",285,0,0,4400,72,0
298,"Elixir de Fruta-sangue",285,0,0,4342,14,0
299,"Elixir de Detecção de Mortos-vivos",285,0,0,4353,25,0
300,"Elixir de Crescimento Gigantesco",285,0,0,4360,32,0
301,"Elixir de Agilidade Maior",285,0,0,4362,34,0
302,"Elixir Arcano",285,0,0,4341,13,0
303,"Composto de Córtex Cerebral",285,0,0,4344,16,0
304,"Elixir de Força Potente",285,0,0,4384,56,0
305,"Elixir de Agilidade Menor",285,0,0,4385,57,0
306,"Elixir de Poder Sombrio",285,0,0,4389,61,0
307,"Elixir de Espírito",285,0,0,4390,62,0
308,"Reflexo de Zanza",285,0,0,4337,0,0
309,"Rapidez de Zanza",285,0,0,4339,11,0
310,"Elixir Terreno",285,0,0,4345,17,0
311,"Elixir da Força Bruta",285,0,0,4347,19,0
312,"Elixir de Defesa",285,0,0,4349,21,0
313,"Elixir de Demonicídio",285,0,0,4350,22,0
314,"Elixir de Detecção de Demônios",285,0,0,4351,23,0
315,"Elixir de Fortitude",285,0,0,4358,30,0
316,"Elixir de Poder Gélido",285,0,0,4359,31,0
317,"Elixir de Poder de Fogo Maior",285,0,0,4364,36,0
318,"Elixir de Intelecto Maior",285,0,0,4365,37,0
319,"Elixir Forte de Sangue de Troll",285,0,0,8648,9,0
320,"Elixir de Defesa Potente",285,0,0,8062,80,0
321,"Elixir de Pensamentos Potentes",285,0,0,8066,81,0
322,"Elixir do Adepto",285,0,0,4340,12,0
323,"Elixir Elevado de Sangue de Troll",285,0,0,8074,85,0
324,"Elixir de Agilidade Potente",285,0,0,4380,52,0
325,"Elixir Fraco de Sangue de Troll",285,0,0,8076,102,0
326,"Elixir Potente de Sangue de Troll",285,0,0,8077,101,0
327,"Elixir de Ira",285,0,0,8078,100,0
328,"Elixir de Algassangue de Esquiva",285,0,0,8082,96,0
329,"Elixir das Sombras",285,0,0,8086,92,0
330,"Elixir de Drakuru",285,0,0,8087,91,0
331,"Elixir Protetor de Zort",285,0,0,8089,89,0
332,"Elixir de Sabedoria Draeneica",285,0,0,4354,26,0
333,"Elixir de Gigantes",285,0,0,4361,33,0
334,"Elixir de Agilidade Inferior",285,0,0,4369,41,0
335,"Elixir de Algassangue de Resistência",285,0,0,8083,95,0
336,"Elixir de Andar sobre a Água",285,0,0,4394,66,0
337,"Elixir de Aptidão",285,0,0,8063,110,0
338,"Proteção de Cristal",285,0,0,8068,82,0
339,"Calafrio Juju",285,0,0,8070,83,0
340,"Esquiva Juju",285,0,0,8071,105,0
341,"Elixir de Precisão",285,0,0,8031,87,0
342,"Elixir de Perfuração de Armadura",285,0,0,8064,109,0
343,"Elixir de Velocidade da Luz",285,0,0,8065,108,0
344,"Brasa Juju",285,0,0,8069,106,0
345,"Aguardente Invernosa",285,0,0,8073,104,0
346,"Elixir de Sangue de Mago",285,0,0,8075,103,0
347,"Elixir de Poder Mágico",285,0,0,8079,99,0
348,"Elixir de Sangue de Worg",285,0,0,8081,97,0
349,"Elixir Videre",285,0,0,8084,94,0
350,"Elixir de Ahuurn",285,0,0,8085,93,0
351,"Elixir Protetor de Zort",285,0,0,8088,90,0
352,"Poder Juju",285,0,0,8072,84,0
353,"Elixir de Golpes Mortais",285,0,0,8032,86,0
354,"Elixir de Potencialização",285,0,0,4356,28,0
355,"Elixir de Pele de Ferro",285,0,0,4368,40,0
356,"Elixir de Força do Ogro",285,0,0,4388,60,0
357,"Coquetel de Sumo de Pulmão",285,0,0,4404,76,0
358,"Espírito de Zanza",285,0,0,4338,10,0
359,"Elixir de Força Elevada",285,0,0,4378,50,0
360,"Força de Cristal",285,0,0,8067,107,0
361,"Elixir Nublacuca",285,0,0,4406,78,0
362,"Elixir de Herassombra",285,0,0,8090,88,0
363,"Elixir de Poder Curativo",285,0,0,4367,39,0
364,"Elixir de Poder de Fogo Elevado",285,0,0,4373,45,0
365,"Elixir de Poder Gélido Elevado",285,0,0,4375,47,0
366,"Elixir de Fortitude Elevada",285,0,0,4374,46,0
367,"Elixir Olho de Gato",285,0,0,4343,15,0
368,"Elixir de Agilidade",285,0,0,4346,18,0
369,"Elixir de Visão de Sonhos",285,0,0,4355,27,0
370,"Elixir de Poder de Fogo",285,0,0,4357,29,0
371,"Elixir de Defesa Maior",285,0,0,4363,35,0
372,"Elixir de Respiração Aquática Maior",285,0,0,4366,38,0
373,"Elixir de Camuflagem",285,0,0,4348,20,0
374,"Elixir de Detectar Invisibilidade Inferior",285,0,0,4352,24,0
375,"Elixir de Maestria",285,0,0,4379,51,0
376,"Elixir de Fortitude Potente",285,0,0,4382,54,0
377,"Elixir de Sangue de Mago Potente",285,0,0,4383,55,0
378,"Elixir de Defesa Menor",285,0,0,4386,58,0
379,"Elixir de Fortitude Menor",285,0,0,4387,59,0
380,"Elixir de Defesa Superior",285,0,0,4391,63,0
381,"Elixir da Resistência",285,0,0,4392,64,0
382,"Elixir de Respiração Aquática",285,0,0,4393,65,0
383,"Elixir dos Sábios",285,0,0,4397,69,0
384,"Elixir do Olhar Inquiridor",285,0,0,4398,70,0
385,"Chiclete de Moela",285,0,0,4401,73,0
386,B.O.M.B.A.,285,0,0,4405,77,0
387,"Elixir da Ofensiva",285,0,0,4407,79,0
388,"Elixir do Guru",285,0,0,8080,98,0
399,rir,398,0,0,3238,1,0
400,riso,398,0,0,7194,5,0
401,gargalhada,398,0,0,7195,2,0
402,rofl,398,0,0,7196,3,0
403,risadinha,398,0,0,7197,4,0
426,"Pathaleon, o Calculista",425,1,0,3720,1,2
459,"Perícia de Primeiros Socorros",458,375,0,5592,0,1
468,"Pedra de Regresso",467,0,0,5008,0,0
469,"Sapatinhos de Rubi",467,0,0,11719,1,0
530,"Keli'dan, o Quebrador",529,1,0,3710,1,2
533,"Vitórias 5x5 nas Ruínas de Lordaeron",532,0,0,8601,1,0
534,"Vitórias 5x5 em Nagrand",532,0,0,8600,2,0
536,"Vitórias 5x5 na Lâmina Afiada",532,0,0,5726,0,0
540,"Partidas 2x2 no Ringue dos Valorosos",539,0,0,8614,3,0
541,"Partidas 2x2 nas Ruínas de Lordaeron",539,0,0,8613,2,0
542,"Partidas 2x2 em Dalaran",539,0,0,8611,4,0
543,"Partidas 2x2 em Nagrand",539,0,0,8612,1,0
544,"Partidas 2x2 na Lâmina Afiada",539,0,0,5725,0,0
553,Nefarian,552,1,0,3273,1,2
554,"Elo de Therazane",552,1,0,4564,5,2
555,"Botas da Chama Sombria",552,1,0,4567,8,2
556,"Peitoral da Ira",552,1,0,4578,19,2
557,"Anel do Discernimento de Archimtiros",552,1,0,4565,6,2
558,"Peitoral do Julgamento",552,1,0,4580,21,2
559,"Couraça Tempesfúria",552,1,0,4581,22,2
560,"Vestes da Transcendência",552,1,0,4584,25,2
561,"Ashkandi, Montante da Irmandade",552,1,0,4566,7,2
562,"Crul'shorukh, Beira do Caos",552,1,0,4569,10,2
563,"O senhor dos Rocha Negra",552,1,0,4447,2,2
564,"O senhor dos Rocha Negra",552,1,0,4448,3,2
565,"Manto do Senhor da Prole",552,1,0,4568,9,2
566,"Lok'amir il Romathis",552,1,0,4570,11,2
567,"Lágrima de Neltharion",552,1,0,4572,13,2
568,"Cajado da Chama Sombria",552,1,0,4575,16,2
569,"Peitoral das Dez Tempestades",552,1,0,4577,18,2
570,"Peitoral do Espreita-dragão",552,1,0,4579,20,2
571,"A corrupção de Nefarius",552,1,0,4449,4,2
572,"Peito d'Armas Dentessangue",552,1,0,4576,17,2
573,"Talismã da Conspiração do Prestor",552,1,0,4573,14,2
574,"Elo de Elemêntio Puro",552,1,0,4574,15,2
575,"Vestes do Vento Etéreo",552,1,0,4583,24,2
576,"Mish'undare, Diadema do Esfolador Mental",552,1,0,4571,12,2
577,"Vestes da Nêmesis",552,1,0,4582,23,2
580,Ragnaros,579,1,0,3272,1,2
581,"Cinturão da Ofensiva",579,1,0,4544,4,2
582,"Elo de Sulfuras",579,1,0,4545,6,2
583,"Gargantilha do Senhor do Fogo",579,1,0,4546,7,2
584,"Coroa da Destruição",579,1,0,4549,10,2
585,"Perneiras da Transcendência",579,1,0,4550,11,2
586,"Coxotes da Ira",579,1,0,4553,14,2
587,"Perneiras da Nêmesis",579,1,0,4556,17,2
588,"Guarda-pernas Tempesfúria",579,1,0,4558,19,2
589,"Calças Dentessangue",579,1,0,4555,16,2
590,"Guarda-pernas do Espreita-dragão",579,1,0,4551,12,2
591,"Coxotes do Julgamento",579,1,0,4552,13,2
593,"Defensor de Malistar",579,1,0,4559,20,2
594,"Manto Envolto em Brumas",579,1,0,4561,22,2
595,Ceifa-espinhaço,579,1,0,4563,24,2
596,"Anel de Accuria",579,1,0,4560,21,2
597,"Capa de Sangue de Dragão",579,1,0,5055,25,2
598,"Essência da Chama Pura",579,1,0,4547,8,2
599,"Lâmina da Perdição",579,1,0,4548,9,2
600,"Dracônico para Leigos",579,1,0,7364,28,2
601,"Tormentária, Lâmina Sagrada do Perseguidor dos Ventos",579,1,0,8146,2,2
602,"Estilhaço da Chama",579,1,0,5056,26,2
603,"Coxotes das Dez Tempestades",579,1,0,4554,15,2
604,"Essência do Senhor do Fogo",579,1,0,8893,27,2
605,"Calças do Vento Etéreo",579,1,0,4557,18,2
606,"Gume Rasgaosso",579,1,0,4562,23,2
607,"Sulfuras, a Mão de Ragnaros",579,1,0,318,5,2
650,"Forjando a Quel'Serrar",648,1,0,4270,4,2
651,"Vitória pela Aliança",648,1,0,4266,0,2
652,"Coleira de Eskhandar",648,1,0,4286,11,2
653,"Mochila de Pelego da Onyxia",648,1,0,4271,5,2
654,"Vitória da Horda",648,1,0,4267,2,2
655,"A melhor corda",648,1,0,4268,1,2
656,Mortífero,648,1,0,4282,7,2
657,"Anel do Vínculo",648,1,0,4284,9,2
658,"Estilhaço da Escama",648,1,0,4287,12,2
659,"Vis'kag, o Dessangrador",648,1,0,4283,8,2
660,"Grimório Antigo da Pedra Angular",648,1,0,4272,6,2
661,"Clâmide de Sapphiron",648,1,0,4285,10,2
759,"Missões diárias",758,0,0,4984,2,0
760,"Total de missões cumpridas",758,0,0,3631,1,0
763,Feras,762,0,0,4948,1,0
764,Elemental,762,0,0,4951,4,0
765,Humanoide,762,0,0,4953,6,0
766,Mecânico,762,0,0,4954,7,0
767,Morta-viva,762,0,0,4955,8,0
768,"Não especificado",762,0,0,4956,9,0
769,Totens,762,0,0,4957,10,0
770,Demônios,762,0,0,4949,2,0
771,Draconiano,762,0,0,4950,3,0
772,Gigante,762,0,0,4952,5,0
775,"Bichos abatidos",774,0,0,4958,1,0
778,"Mortes por fadiga",777,0,0,148,1,0
803,"Nível de Couraria",802,375,0,5718,0,1
806,"Missões abandonadas",805,0,0,5289,1,0
809,"Partidas na Arena da Lâmina Afiada",808,0,0,5729,0,0
813,"Uma aliança profana",811,1,0,4409,4,2
814,"Um destino vingativo",811,1,0,4250,2,2
815,"A bruxa má do Urzal",811,1,0,4251,3,2
824,"Os discos de platina",822,1,0,4256,1,2
825,"Encontre as Gemas e a Fonte de Energia",822,1,0,4257,2,2
826,"Restaurando o colar",822,1,0,4258,3,2
829,"Chefe Ukorz Escalpareia",828,1,0,3265,1,2
833,"Corrupção da terra e dos grãos",831,1,0,4259,2,2
834,"Corrupção da terra e dos grãos",831,1,0,4260,3,2
837,"Vitórias no Ringue da Provação",836,0,0,5735,0,0
885,"Incursão em raides para 25 jogadores",884,0,0,4989,1,0
894,"Peças de ouro gastas com o correio",893,0,0,3358,1,8
923,"Portal para Exodar",921,0,0,4995,2,0
924,"Portal para Shattrath",921,0,0,4996,3,0
925,"Portal para Altaforja",921,0,0,4997,4,0
926,"Portal para Luaprata",921,0,0,4999,6,0
927,"Portal para Pedregal",921,0,0,5000,7,0
928,"Portal para Ventobravo",921,0,0,5001,8,0
929,"Portal para Theramore",921,0,0,5002,9,0
930,"Portal para Penhasco do Trovão",921,0,0,5003,10,0
931,"Portal para Cidade Baixa",921,0,0,5004,11,0
932,"Portal para Darnassus",921,0,0,4994,1,0
933,"Portal para Shattrath",921,0,0,4992,0,0
934,"Portal para Orgrimmar",921,0,0,4998,5,0
937,"Aprisionado na cidadela",936,1,0,4487,2,2
938,"Prova dos naarus: misericórdia",936,1,0,4489,4,2
939,"Chefe Guerreiro Karrath Carpunhal",936,1,0,3719,1,2
940,"Aprisionado na cidadela",936,1,0,4488,3,2
946,"Partidas no Ringue da Provação",945,0,0,5730,0,0
959,"Enfraquecer as defesas",957,1,0,4462,3,2
960,"Enfraquecer as defesas",957,1,0,4461,2,2
963,"Keli'dan, o Quebrador",962,1,0,3239,1,2
1036,Auchindoun...,1035,1,0,4465,2,2
1037,"Tudo vai dar pé",1035,1,0,4466,3,2
1038,"Exarca Maladaar",1035,1,0,3244,1,2
1041,Atolaço,1040,1,0,3711,1,2
1071,"Nível de Esfolamento",1070,375,0,5720,0,1
1074,"Nível de Engenharia",1073,375,0,5722,0,1
1149,"Senhor da Guerra Kalithresh",1148,1,0,3248,1,2
1151,"O esconderijo do senhor da guerra",1148,1,0,4473,2,2
1161,"Total de PNJs abatidos",1159,0,0,4944,1,0
1163,server-only,0,1,7,0,0,2
1164,Mineração,1163,1,0,5559,7,0
1165,Alfaiataria,1163,1,0,5561,9,0
1166,Engenharia,1163,1,0,5554,3,0
1167,Herborismo,1163,1,0,5555,4,0
1168,Alquimia,1163,1,0,5551,0,0
1169,Ferraria,1163,1,0,5552,1,0
1170,Encantamento,1163,1,0,5553,2,0
1171,Couraria,1163,1,0,5558,6,0
1172,Esfolamento,1163,1,0,5560,8,0
1174,Joalheria,1163,1,0,5557,5,0
1176,server-only,0,375,8,0,0,2
1179,Ferraria,1176,375,0,5566,2,0
1180,Encantamento,1176,375,0,5567,4,0
1181,Engenharia,1176,375,0,5722,1,0
1182,Herborismo,1176,375,0,5569,3,0
1183,Couraria,1176,375,0,5718,6,0
1184,Mineração,1176,375,0,5573,7,0
1185,Joalheria,1176,375,0,5571,5,0
1186,Esfolamento,1176,375,0,5720,8,0
1187,Alfaiataria,1176,375,0,5575,9,0
1190,"Total de mortes",1189,0,0,111,1,0
1223,Atolaço,1222,1,0,3240,1,2
1226,"Caçador das Eras",1225,1,0,3242,1,2
1227,"A fuga do Forte do Desterro",1225,1,0,4467,2,2
1230,"O legado de Terokk",1229,1,0,4468,2,2
1231,"Ikiss, o Rei-gadanho",1229,1,0,3245,1,2
1234,Aeonus,1233,1,0,3247,1,2
1235,"The Master's Touch",1233,1,0,4471,2,2
1236,"A abertura do Portal Negro",1233,1,0,4472,3,2
1239,"Pathaleon, o Calculista",1238,1,0,3250,1,2
1240,"Como entrar em Arcatraz",1238,1,0,4480,2,2
1273,"Batalhas no Olho da Tormenta",1272,0,0,105,0,0
1279,"Bandeiras do Olho da Tormenta capturadas",1278,0,0,438,0,0
1287,"Fórmulas de encantamento conhecidas",1285,0,0,7225,0,0
1456,"Missões diárias cumpridas",1455,0,0,4984,1,0
1491,"Capucho da Absolvição",1489,1,0,4630,14,2
1492,"Arco de Ataque-relâmpago",1489,1,0,4620,4,2
1493,"Gume do Cataclismo",1489,1,0,4621,5,2
1494,"Guarda-pernas da Raiva Infinita",1489,1,0,4623,7,2
1495,"Apóstolo de Argus",1489,1,0,4619,3,2
1496,"Capuz do Malefício",1489,1,0,4632,16,2
1497,"Viseira do Arauto da Luz",1489,1,0,4633,17,2
1498,"Capacete do Espreita-gronns",1489,1,0,4636,20,2
1499,"Cimeira Rasga-céus",1489,1,0,4639,23,2
1500,"Elmo do Matador",1489,1,0,4642,26,2
1501,"Mantel do Coração Trovejante",1489,1,0,4644,28,2
1502,"Capacete Rasga-céus",1489,1,0,4640,24,2
1503,"Grande Elmo do Arauto da Luz",1489,1,0,4634,18,2
1504,"Elmo de Guerra do Arauto da Luz",1489,1,0,4635,19,2
1505,"Grande Elmo da Ofensiva",1489,1,0,4638,22,2
1506,"Vestes de Rhonin",1489,1,0,4626,10,2
1507,"Agarra do Salvador",1489,1,0,4627,11,2
1508,"Tempestade de Caos",1489,1,0,4629,13,2
1509,"Perneiras da Eternidade",1489,1,0,4622,6,2
1510,"Malha da Perseguição Febril",1489,1,0,4624,8,2
1511,"Cetro de Purificação",1489,1,0,4628,12,2
1512,"Elmo de Batalha da Ofensiva",1489,1,0,4637,21,2
1513,"Égide do Fascínio de Antônidas",1489,1,0,4618,2,2
1514,"Capuz da Absolvição",1489,1,0,4631,15,2
1515,"Couraça da Meia-noite",1489,1,0,4625,9,2
1516,"Mantel Rasga-céus",1489,1,0,4641,25,2
1517,"Capucho da Tormenta",1489,1,0,4643,27,2
1518,"Capacete do Coração Trovejante",1489,1,0,4646,30,2
1519,"Cimeira do Coração Trovejante",1489,1,0,4645,29,2
1522,C'Thun,1521,1,0,3274,1,2
1523,"Marca de C'Thun",1521,1,0,4941,25,2
1524,"Colete da Gênese",1521,1,0,4454,5,2
1525,"O legado de C'Thun",1521,1,0,4459,11,2
1526,"Manto da Clareza",1521,1,0,4586,14,2
1527,"Cetro do Falso Profeta",1521,1,0,4593,21,2
1528,"Aguilhão da Morte",1521,1,0,4589,17,2
1529,"Gume Negro da Insanidade",1521,1,0,4587,15,2
1530,"Manoplas da Aniquilação",1521,1,0,4590,18,2
1531,"Cinto da Agonia sem Fim",1521,1,0,4585,13,2
1532,"Cinturão do Deus Antigo",1521,1,0,4591,19,2
1533,"Cordão de Cintura do Olho Furtivo",1521,1,0,4596,24,2
1534,"Colete do Causamortis",1521,1,0,4451,3,2
1535,"Cota do Tempestário",1521,1,0,4455,6,2
1536,"Vestes enigmáticas",1521,1,0,4457,9,2
1537,"Vestimenta do Oráculo",1521,1,0,4458,10,2
1538,"Atiesh, o grande cajado conspurcado",1521,1,0,4460,12,2
1539,"Cota do Atirador",1521,1,0,4450,2,2
1540,"Peitoral do Vingador",1521,1,0,4453,7,2
1541,"Peitoral do Conquistador",1521,1,0,4452,4,2
1542,"Manoplas da Tempestade Negra",1521,1,0,4588,16,2
1543,"Anel do Assassino de Deuses",1521,1,0,4592,20,2
1544,"Carapaça do Deus Antigo",1521,1,0,9078,36,2
1545,"Tentáculo Derrotado de C'Thun",1521,1,0,4594,22,2
1546,"Vestes do Arauto da Ruína",1521,1,0,4456,8,2
1547,"Peitoral do Conquistador",1521,1,0,8894,26,2
1548,"Peitoral do Vingador",1521,1,0,8895,27,2
1549,"Colete do Causamortis",1521,1,0,8896,28,2
1550,"Vestes do Arauto da Ruína",1521,1,0,8897,29,2
1551,"Vestes enigmáticas",1521,1,0,8898,30,2
1552,"Colete da Gênese",1521,1,0,8899,31,2
1553,"Manto dos Devorados",1521,1,0,4595,23,2
1554,"Cota do Tempestário",1521,1,0,8900,32,2
1555,"Cota do Atirador",1521,1,0,8901,33,2
1556,"Vestimenta do Oráculo",1521,1,0,8902,34,2
1557,"Carapaça do Deus Antigo",1521,1,0,8903,35,2
1593,"Mortes por fogo e lava",1592,0,0,150,1,0
1594,"Mortes por fogo e lava",1592,0,0,151,2,0
1717,Ragnaros,1716,1,0,3272,1,0
1723,"Total de acenos",1722,0,0,3236,1,0
1727,"A queda de Ossirian",1725,1,0,4265,2,2
1858,"Maior pontuação de equipe em arenas 3x3",1857,0,0,449,1,0
1860,server-only,0,0,7,0,0,2
1861,Feras,1860,0,0,4948,1,0
1862,Elemental,1860,0,0,4951,4,0
1863,Humanoide,1860,0,0,4953,6,0
1864,Mecânico,1860,0,0,4954,7,0
1865,Morta-viva,1860,0,0,4955,8,0
1866,"Não especificado",1860,0,0,4956,9,0
1867,Totens,1860,0,0,4957,10,0
1868,Demônios,1860,0,0,4949,2,0
1869,Draconiano,1860,0,0,4950,3,0
1870,Gigante,1860,0,0,4952,5,0
1876,"Glaive de Guerra de Azzinoth (Mão Secundária)",1875,1,0,325,1,2
1877,"Glaive de Guerra de Azzinoth (Mão Principal)",1875,1,0,326,2,2
1878,,1875,1,0,12480,3,2
1879,,1875,1,0,12481,4,2
1931,"Bandagem Grossa de Etertrama",1930,1,0,3313,9,0
1933,"Bandagem de Magitrama do Profanador",1930,1,0,3305,4,0
1934,"Bandagem Grossa de Runatrama",1930,1,0,3314,10,0
1935,"Bandagem de Runatrama da Bacia Arathi",1930,1,0,3303,2,0
1937,"Bandagem de Runatrama do Vale Alterac",1930,1,0,3301,0,0
1938,"Bandagem de Seda das Terras Altas",1930,1,0,7901,23,0
1939,"Bandagem Grossa de Lã",1930,1,0,7900,24,0
1940,"Bandagem de Magitrama das Terras Altas",1930,1,0,7902,21,0
1941,"Bandagem de Triagem",1930,1,0,7904,25,0
1942,"Bandagem de Runatrama do Profanador",1930,1,0,3306,5,0
1943,"Bandagem de Seda do Profanador",1930,1,0,3307,6,0
1946,"Bandagem Grossa de Linho",1930,1,0,3311,7,0
1947,"Bandagem Grossa de Magitrama",1930,1,0,3312,8,0
1948,"Bandagem Grossa de Seda",1930,1,0,3315,11,0
1949,"Bandagem de Magitrama",1930,1,0,3317,13,0
1950,"Bandagem de Etertrama",1930,1,0,3318,14,0
1951,"Bandagem de Seda",1930,1,0,3320,16,0
1952,"Bandagem de Runatrama da Ravina Brado Guerreiro",1930,1,0,3323,18,0
1953,"Bandagem de Lã",1930,1,0,3325,20,0
1954,"Bandagem de Seda da Bacia Arathi",1930,1,0,3304,3,0
1955,"Bandagem de Magitrama da Bacia Arathi",1930,1,0,3302,1,0
1956,"Bandagem de Runatrama",1930,1,0,3319,15,0
1957,"Bandagem de Magitrama da Ravina Brado Guerreiro",1930,1,0,3322,17,0
1958,"Bandagem de Linho",1930,1,0,3316,12,0
1959,"Bandagem de Seda da Ravina Brado Guerreiro",1930,1,0,3324,19,0
1960,"Bandagem de Runatrama das Terras Altas",1930,1,0,7903,22,0
2069,"Nível de Pesca",2068,375,0,5696,0,1
2084,"Total de lotes comprados",2083,0,0,4221,1,0
2087,"Rédeas do Cavalo de Guerra Fogoso",2086,1,0,1863,1,2
2088,"Cavalo de Guerra Fogoso.",2086,0,0,6163,2,2
2142,"Incursão em instâncias para 10 jogadores",2141,0,0,4988,1,0
2145,"Caçador das Eras",2144,1,0,3242,1,0
2148,"Nível de Encantamento",2147,375,0,5567,0,1
2157,"Maior pontuação pessoal em arenas 5x5",2156,0,0,452,1,0
2236,"Prova dos naarus: tenacidade",2235,1,0,4490,2,2
2237,"Precursor Skiriss",2235,1,0,3722,1,2
2275,"Total de golpes fatais",2274,0,0,5529,1,0
2340,,2339,0,0,5304,1,0
2371,"A Espreitadora Negra",2370,1,0,3712,1,2
2374,"Senhor da Guerra Kalithresh",2373,1,0,3718,1,2
2430,"Mortes por queda",2429,0,0,149,1,0
2443,"Rotas de voo percorridas",2442,0,0,5305,1,0
2446,"Vitórias 3x3 nas Ruínas de Lordaeron",2445,0,0,8609,3,0
2447,"Vitórias 3x3 no Ringue dos Valorosos",2445,0,0,8610,2,0
2448,"Vitórias 3x3 em Nagrand",2445,0,0,8608,1,0
2449,"Vitórias 3x3 em Dalaran",2445,0,0,8607,4,0
2450,"Vitórias 3x3 na Lâmina Afiada",2445,0,0,5727,0,0
2475,"Torres do Vale Alterac defendidas",2474,0,0,436,0,0
2492,"Número de abraços",2491,0,0,3231,1,0
2495,"Príncipe do Nexus Shaffar",2494,1,0,3241,1,2
2496,"Minando a concorrência",2494,1,0,4464,2,2
2499,Murmúrio,2498,1,0,3246,1,2
2500,"Rumo ao coração do labirinto",2498,1,0,4469,2,2
2505,,2503,1,0,12482,2,2
2515,"Abater um PNJ que forneça EXP",2513,0,0,4946,0,0
2527,,0,0,4,0,0,0
2556,"Príncipe Malquezaar",2555,1,0,3254,1,2
2557,"Uma presença demoníaca",2555,1,0,4491,2,2
2562,Magtheridon,2561,1,0,3257,1,2
2563,"Mortalha do Encarnado",2561,1,0,4901,28,2
2564,"Prova dos naarus: Magtheridon",2561,1,0,4494,2,2
2565,"A queda de Magtheridon",2561,1,0,4495,4,2
2566,"Olho de Magtheridon",2561,1,0,4883,10,2
2567,"Glaive do Abismo",2561,1,0,4884,11,2
